group,n_in_top,n_top,n_in_rest,n_rest,freq_in_top,freq_in_rest,fold_enrichment,odds_ratio,p_value,significant
class:Polar_uncharged,16,20,9344,31000,0.8,0.3014193548387097,2.654109589041096,9.270547945205479,5.990559161486932e-06,True
flag:is_polar,19,20,15161,31000,0.95,0.48906451612903223,1.942484005012862,19.84968010025724,1.349526017804757e-05,True
type:ASN,6,20,2634,31000,0.3,0.08496774193548387,3.530751708428246,4.615359583468923,0.00514798167559188,True
type:GLN,4,20,1496,31000,0.2,0.04825806451612903,4.144385026737968,4.93048128342246,0.014176986476987856,True
type:SER,4,20,2756,31000,0.2,0.08890322580645162,2.2496371552975325,2.5620464441219157,0.09609023551451185,False
type:ARG,2,20,1258,31000,0.1,0.04058064516129032,2.46422893481717,2.6269210386857447,0.1941559791741383,False
type:THR,2,20,2458,31000,0.1,0.07929032258064517,1.2611879576891782,1.2902088418768647,0.47846926889962593,False
class:Basic,2,20,3178,31000,0.1,0.10251612903225807,0.9754562617998741,0.972729179777638,0.6224990929981837,False
type:ASP,1,20,1499,31000,0.05,0.04835483870967742,1.0340226817878586,1.0358133492503774,0.629015326260848,False
type:PHE,1,20,1799,31000,0.05,0.05803225806451613,0.8615897720956087,0.8543050232585354,0.6975842360646438,False
class:Acidic,1,20,2639,31000,0.05,0.08512903225806452,0.5873436907919667,0.5656249376757544,0.8312808440147308,False
class:Aromatic,1,20,3959,31000,0.05,0.12770967741935485,0.39151300833543823,0.35948737719519813,0.9349375340995081,False
flag:is_aromatic,1,20,4739,31000,0.05,0.15287096774193548,0.32707322219877616,0.29165602336713276,0.9637597369622026,False
type:PRO,0,20,2160,31000,0.0,0.0696774193548387,0.0,0.0,1.0,False
type:LYS,0,20,1140,31000,0.0,0.036774193548387096,0.0,0.0,1.0,False
type:ALA,0,20,1800,31000,0.0,0.05806451612903226,0.0,0.0,1.0,False
type:MET,0,20,660,31000,0.0,0.02129032258064516,0.0,0.0,1.0,False
type:TRP,0,20,720,31000,0.0,0.023225806451612905,0.0,0.0,1.0,False
type:VAL,0,20,1620,31000,0.0,0.052258064516129035,0.0,0.0,1.0,False
type:LEU,0,20,1980,31000,0.0,0.06387096774193549,0.0,0.0,1.0,False
type:GLU,0,20,1140,31000,0.0,0.036774193548387096,0.0,0.0,1.0,False
type:GLY,0,20,2220,31000,0.0,0.07161290322580645,0.0,0.0,1.0,False
type:CYS,0,20,300,31000,0.0,0.00967741935483871,0.0,0.0,1.0,False
type:TYR,0,20,1440,31000,0.0,0.04645161290322581,0.0,0.0,1.0,False
type:HIS,0,20,780,31000,0.0,0.025161290322580646,0.0,0.0,1.0,False
type:ILE,0,20,1140,31000,0.0,0.036774193548387096,0.0,0.0,1.0,False
class:Aliphatic,0,20,6540,31000,0.0,0.21096774193548387,0.0,0.0,1.0,False
class:Special,0,20,4380,31000,0.0,0.14129032258064517,0.0,0.0,1.0,False
flag:is_charged,20,20,31000,31000,1.0,1.0,1.0,,1.0,False
class:Sulfur,0,20,960,31000,0.0,0.03096774193548387,0.0,0.0,1.0,False
