group,n_in_top,n_top,n_in_rest,n_rest,freq_in_top,freq_in_rest,fold_enrichment,odds_ratio,p_value,significant
type:ASN,4,20,2636,30700,0.2,0.08586319218241042,2.3292867981790595,2.661608497723824,0.08698555794889987,False
flag:is_polar,13,20,14867,30700,0.65,0.4842671009771987,1.3422344790475549,1.9778127972787285,0.1037918020932168,False
class:Polar_uncharged,9,20,9351,30700,0.45,0.3045928338762215,1.4773820981713186,1.8679674512205793,0.12268602470675892,False
type:SER,3,20,2757,30700,0.15,0.08980456026058632,1.6702937976060934,1.7885809383601101,0.26567303247084484,False
type:PHE,2,20,1798,30700,0.1,0.05856677524429967,1.7074527252502782,1.78605858361142,0.3290150050895139,False
type:ALA,2,20,1798,30700,0.1,0.05856677524429967,1.7074527252502782,1.78605858361142,0.3290150050895139,False
type:LYS,1,20,839,30700,0.05,0.02732899022801303,1.829558998808105,1.8732199987453735,0.42573533927176965,False
class:Acidic,2,20,2638,30700,0.1,0.08592833876221498,1.1637604245640638,1.181956027293404,0.5225793958441013,False
type:GLU,1,20,1139,30700,0.05,0.037100977198697066,1.347673397717296,1.3659719975971536,0.5307161576004487,False
type:ARG,1,20,1259,30700,0.05,0.041009771986970686,1.2192216044479747,1.230759583629447,0.567370937362834,False
class:Basic,2,20,2878,30700,0.1,0.09374592833876222,1.0667129951355108,1.0741255501505675,0.5715754847842827,False
type:ASP,1,20,1499,30700,0.05,0.04882736156351791,1.0240160106737826,1.0252800112355605,0.632682130656331,False
type:GLN,1,20,1499,30700,0.05,0.04882736156351791,1.0240160106737826,1.0252800112355605,0.632682130656331,False
class:Aliphatic,4,20,6536,30700,0.2,0.21289902280130293,0.9394124847001224,0.924265605875153,0.6429552013607143,False
type:VAL,1,20,1619,30700,0.05,0.05273615635179153,0.9481161210623842,0.9453853905919833,0.6617124974062152,False
type:LEU,1,20,1979,30700,0.05,0.06446254071661238,0.775644264780192,0.7638360681896758,0.7362904150857779,False
class:Aromatic,2,20,3958,30700,0.1,0.12892508143322476,0.775644264780192,0.7507158497557689,0.7495121250376946,False
type:GLY,1,20,2219,30700,0.05,0.0722801302931596,0.6917530419107707,0.6755295178008112,0.7770211606541482,False
type:THR,1,20,2459,30700,0.05,0.08009771986970685,0.6242374949166327,0.6044605209648766,0.8117283187497203,False
flag:is_aromatic,2,20,4738,30700,0.1,0.15433224755700325,0.6479527226677924,0.6088363585197692,0.8372677245455751,False
class:Special,1,20,4379,30700,0.05,0.14263843648208469,0.3505366522036995,0.3163543707407363,0.953927230132044,False
type:TRP,0,20,720,30700,0.0,0.023452768729641693,0.0,0.0,1.0,False
type:HIS,0,20,780,30700,0.0,0.025407166123778503,0.0,0.0,1.0,False
type:TYR,0,20,1440,30700,0.0,0.046905537459283386,0.0,0.0,1.0,False
type:MET,0,20,660,30700,0.0,0.021498371335504887,0.0,0.0,1.0,False
type:ILE,0,20,1140,30700,0.0,0.03713355048859935,0.0,0.0,1.0,False
type:PRO,0,20,2160,30700,0.0,0.07035830618892508,0.0,0.0,1.0,False
type:CYS,0,20,300,30700,0.0,0.009771986970684038,0.0,0.0,1.0,False
flag:is_charged,20,20,30700,30700,1.0,1.0,1.0,,1.0,False
class:Sulfur,0,20,960,30700,0.0,0.031270358306188926,0.0,0.0,1.0,False
