group,n_in_top,n_top,n_in_rest,n_rest,freq_in_top,freq_in_rest,fold_enrichment,odds_ratio,p_value,significant
type:GLN,8,20,1492,30700,0.4,0.048599348534201954,8.230563002680965,13.05093833780161,2.3580998008679987e-06,True
class:Polar_uncharged,14,20,9346,30700,0.7,0.3044299674267101,2.2993794136528996,5.331264712176332,0.000311432838324562,True
flag:is_polar,15,20,14865,30700,0.75,0.48420195439739416,1.5489404641775983,3.1957618567103934,0.014644835374361929,True
type:SER,4,20,2756,30700,0.2,0.08977198697068405,2.227866473149492,2.534833091436865,0.09877881880842068,False
type:GLY,3,20,2217,30700,0.15,0.07221498371335505,2.0771312584573747,2.2672132452439704,0.17213435775372335,False
type:ALA,2,20,1798,30700,0.1,0.05856677524429967,1.7074527252502782,1.78605858361142,0.3290150050895139,False
type:ASN,2,20,2638,30700,0.1,0.08592833876221498,1.1637604245640638,1.181956027293404,0.5225793958441013,False
class:Special,3,20,4377,30700,0.15,0.14257328990228013,1.052090472926662,1.0612829093254847,0.5582502164737858,False
type:ARG,1,20,1259,30700,0.05,0.041009771986970686,1.2192216044479747,1.230759583629447,0.567370937362834,False
class:Basic,1,20,2879,30700,0.05,0.0937785016286645,0.5331712400138937,0.5086013052777829,0.8604652434668706,False
class:Aliphatic,2,20,6538,30700,0.1,0.2129641693811075,0.46956255735698993,0.4106250637299888,0.9466563959141349,False
type:TRP,0,20,720,30700,0.0,0.023452768729641693,0.0,0.0,1.0,False
type:VAL,0,20,1620,30700,0.0,0.05276872964169381,0.0,0.0,1.0,False
type:THR,0,20,2460,30700,0.0,0.08013029315960912,0.0,0.0,1.0,False
type:ASP,0,20,1500,30700,0.0,0.048859934853420196,0.0,0.0,1.0,False
type:LYS,0,20,840,30700,0.0,0.02736156351791531,0.0,0.0,1.0,False
type:LEU,0,20,1980,30700,0.0,0.06449511400651466,0.0,0.0,1.0,False
type:ILE,0,20,1140,30700,0.0,0.03713355048859935,0.0,0.0,1.0,False
type:PRO,0,20,2160,30700,0.0,0.07035830618892508,0.0,0.0,1.0,False
type:PHE,0,20,1800,30700,0.0,0.05863192182410423,0.0,0.0,1.0,False
type:TYR,0,20,1440,30700,0.0,0.046905537459283386,0.0,0.0,1.0,False
type:CYS,0,20,300,30700,0.0,0.009771986970684038,0.0,0.0,1.0,False
type:GLU,0,20,1140,30700,0.0,0.03713355048859935,0.0,0.0,1.0,False
type:MET,0,20,660,30700,0.0,0.021498371335504887,0.0,0.0,1.0,False
type:HIS,0,20,780,30700,0.0,0.025407166123778503,0.0,0.0,1.0,False
class:Acidic,0,20,2640,30700,0.0,0.08599348534201955,0.0,0.0,1.0,False
class:Sulfur,0,20,960,30700,0.0,0.031270358306188926,0.0,0.0,1.0,False
class:Aromatic,0,20,3960,30700,0.0,0.1289902280130293,0.0,0.0,1.0,False
flag:is_charged,20,20,30700,30700,1.0,1.0,1.0,,1.0,False
flag:is_aromatic,0,20,4740,30700,0.0,0.1543973941368078,0.0,0.0,1.0,False
