group,n_in_top,n_top,n_in_rest,n_rest,freq_in_top,freq_in_rest,fold_enrichment,odds_ratio,p_value,significant
flag:is_polar,17,20,15163,31000,0.85,0.48912903225806453,1.7377827606674139,5.918551737782761,0.0009423231164394888,True
class:Polar_uncharged,13,20,9347,31000,0.65,0.30151612903225805,2.1557719054242006,4.302205444069144,0.001353005805105491,True
type:LYS,4,20,1136,31000,0.2,0.03664516129032258,5.45774647887324,6.572183098591549,0.0054889901470870205,True
type:SER,6,20,2754,31000,0.3,0.08883870967741936,3.3769063180827885,4.395580454403984,0.0064024160764481145,True
type:GLN,3,20,1497,31000,0.15,0.04829032258064516,3.106212424849699,3.477896970411411,0.06965375416869937,False
class:Basic,4,20,3176,31000,0.2,0.10245161290322581,1.9521410579345089,2.190176322418136,0.14205763815605796,False
type:GLY,3,20,2217,31000,0.15,0.07151612903225807,2.0974289580514207,2.291092891825201,0.16865819984766453,False
type:ASN,3,20,2637,31000,0.15,0.08506451612903226,1.763367463026166,1.8980793682660777,0.23952109895197252,False
class:Special,3,20,4377,31000,0.15,0.14119354838709677,1.0623714873200822,1.0733782203765674,0.5512059977673845,False
type:THR,1,20,2459,31000,0.05,0.07932258064516129,0.6303375355835706,0.6108816164037585,0.8085307804590143,False
type:PRO,0,20,2160,31000,0.0,0.0696774193548387,0.0,0.0,1.0,False
type:PHE,0,20,1800,31000,0.0,0.05806451612903226,0.0,0.0,1.0,False
type:LEU,0,20,1980,31000,0.0,0.06387096774193549,0.0,0.0,1.0,False
type:HIS,0,20,780,31000,0.0,0.025161290322580646,0.0,0.0,1.0,False
type:ALA,0,20,1800,31000,0.0,0.05806451612903226,0.0,0.0,1.0,False
type:ASP,0,20,1500,31000,0.0,0.04838709677419355,0.0,0.0,1.0,False
type:VAL,0,20,1620,31000,0.0,0.052258064516129035,0.0,0.0,1.0,False
type:ARG,0,20,1260,31000,0.0,0.04064516129032258,0.0,0.0,1.0,False
type:GLU,0,20,1140,31000,0.0,0.036774193548387096,0.0,0.0,1.0,False
type:ILE,0,20,1140,31000,0.0,0.036774193548387096,0.0,0.0,1.0,False
type:CYS,0,20,300,31000,0.0,0.00967741935483871,0.0,0.0,1.0,False
type:TYR,0,20,1440,31000,0.0,0.04645161290322581,0.0,0.0,1.0,False
type:MET,0,20,660,31000,0.0,0.02129032258064516,0.0,0.0,1.0,False
type:TRP,0,20,720,31000,0.0,0.023225806451612905,0.0,0.0,1.0,False
class:Aliphatic,0,20,6540,31000,0.0,0.21096774193548387,0.0,0.0,1.0,False
class:Acidic,0,20,2640,31000,0.0,0.08516129032258064,0.0,0.0,1.0,False
class:Sulfur,0,20,960,31000,0.0,0.03096774193548387,0.0,0.0,1.0,False
class:Aromatic,0,20,3960,31000,0.0,0.12774193548387097,0.0,0.0,1.0,False
flag:is_charged,20,20,31000,31000,1.0,1.0,1.0,,1.0,False
flag:is_aromatic,0,20,4740,31000,0.0,0.1529032258064516,0.0,0.0,1.0,False
