group,n_in_top,n_top,n_in_rest,n_rest,freq_in_top,freq_in_rest,fold_enrichment,odds_ratio,p_value,significant
type:LYS,4,20,1136,31000,0.2,0.03664516129032258,5.45774647887324,6.572183098591549,0.0054889901470870205,True
class:Aliphatic,7,20,6533,31000,0.35,0.21074193548387096,1.6607990203581815,2.0166138774741253,0.10884668454413111,False
class:Basic,4,20,3176,31000,0.2,0.10245161290322581,1.9521410579345089,2.190176322418136,0.14205763815605796,False
type:VAL,2,20,1618,31000,0.1,0.05219354838709678,1.915945611866502,2.0177173465183356,0.28096097864127517,False
type:ALA,2,20,1798,31000,0.1,0.058,1.7241379310344829,1.8045977011494252,0.3247556513698449,False
type:MET,1,20,659,31000,0.05,0.021258064516129032,2.3520485584218513,2.423209008865107,0.3496582693486324,False
type:LEU,2,20,1978,31000,0.1,0.06380645161290323,1.5672396359959555,1.6302662622177284,0.36808365023427814,False
class:Sulfur,1,20,959,31000,0.05,0.030935483870967742,1.616266944734098,1.6487020470885243,0.46683864092428745,False
type:THR,2,20,2458,31000,0.1,0.07929032258064517,1.2611879576891782,1.2902088418768647,0.47846926889962593,False
type:ILE,1,20,1139,31000,0.05,0.03674193548387097,1.360842844600527,1.3798345732637125,0.5272032738687146,False
type:SER,2,20,2758,31000,0.1,0.08896774193548387,1.1240029006526469,1.1377810007251632,0.5420196975724582,False
flag:is_polar,10,20,15170,31000,0.5,0.48935483870967744,1.021753460777851,1.043506921555702,0.5502798613219186,False
type:GLN,1,20,1499,31000,0.05,0.04835483870967742,1.0340226817878586,1.0358133492503774,0.629015326260848,False
type:ASP,1,20,1499,31000,0.05,0.04835483870967742,1.0340226817878586,1.0358133492503774,0.629015326260848,False
type:PHE,1,20,1799,31000,0.05,0.05803225806451613,0.8615897720956087,0.8543050232585354,0.6975842360646438,False
class:Polar_uncharged,5,20,9355,31000,0.25,0.3017741935483871,0.8284339925173704,0.7712453233564939,0.7677272102149014,False
type:GLY,1,20,2219,31000,0.05,0.07158064516129033,0.6985128436232537,0.6826450985507934,0.7736352764162598,False
class:Acidic,1,20,2639,31000,0.05,0.08512903225806452,0.5873436907919667,0.5656249376757544,0.8312808440147308,False
class:Aromatic,1,20,3959,31000,0.05,0.12770967741935485,0.39151300833543823,0.35948737719519813,0.9349375340995081,False
class:Special,1,20,4379,31000,0.05,0.14125806451612904,0.35396209180178123,0.3199600966334539,0.9524214738116157,False
flag:is_aromatic,1,20,4739,31000,0.05,0.15287096774193548,0.32707322219877616,0.29165602336713276,0.9637597369622026,False
type:HIS,0,20,780,31000,0.0,0.025161290322580646,0.0,0.0,1.0,False
type:ARG,0,20,1260,31000,0.0,0.04064516129032258,0.0,0.0,1.0,False
type:ASN,0,20,2640,31000,0.0,0.08516129032258064,0.0,0.0,1.0,False
type:TYR,0,20,1440,31000,0.0,0.04645161290322581,0.0,0.0,1.0,False
type:PRO,0,20,2160,31000,0.0,0.0696774193548387,0.0,0.0,1.0,False
type:GLU,0,20,1140,31000,0.0,0.036774193548387096,0.0,0.0,1.0,False
type:TRP,0,20,720,31000,0.0,0.023225806451612905,0.0,0.0,1.0,False
type:CYS,0,20,300,31000,0.0,0.00967741935483871,0.0,0.0,1.0,False
flag:is_charged,20,20,31000,31000,1.0,1.0,1.0,,1.0,False
