group,n_in_top,n_top,n_in_rest,n_rest,freq_in_top,freq_in_rest,fold_enrichment,odds_ratio,p_value,significant
class:Polar_uncharged,14,20,9346,31000,0.7,0.30148387096774193,2.3218489193237746,5.406163064412583,0.0002780467948247659,True
flag:is_polar,17,20,15163,31000,0.85,0.48912903225806453,1.7377827606674139,5.918551737782761,0.0009423231164394888,True
type:SER,7,20,2753,31000,0.35,0.08880645161290322,3.9411551035234287,5.52485400542066,0.0011987108976259052,True
type:ASN,4,20,2636,31000,0.2,0.08503225806451613,2.3520485584218513,2.690060698027314,0.08457637367707603,False
type:LYS,2,20,1138,31000,0.1,0.03670967741935484,2.724077328646749,2.9156414762741654,0.16620513730954728,False
type:GLN,2,20,1498,31000,0.1,0.04832258064516129,2.069425901201602,2.1882510013351135,0.25175556516208686,False
class:Basic,3,20,3177,31000,0.15,0.10248387096774193,1.4636449480642115,1.5454646447814253,0.3374268488986238,False
type:TRP,1,20,719,31000,0.05,0.023193548387096773,2.1557719054242006,2.2166020057096847,0.37489429333414176,False
type:GLY,2,20,2218,31000,0.1,0.07154838709677419,1.3976555455365196,1.441839495040577,0.4244259464027767,False
type:ARG,1,20,1259,31000,0.05,0.04061290322580645,1.231135822081017,1.2433008653484385,0.5637755588106882,False
class:Special,2,20,4378,31000,0.1,0.1412258064516129,0.708085883965281,0.6756509821836455,0.7958579001629,False
type:THR,1,20,2459,31000,0.05,0.07932258064516129,0.6303375355835706,0.6108816164037585,0.8085307804590143,False
class:Aromatic,1,20,3959,31000,0.05,0.12770967741935485,0.39151300833543823,0.35948737719519813,0.9349375340995081,False
flag:is_aromatic,1,20,4739,31000,0.05,0.15287096774193548,0.32707322219877616,0.29165602336713276,0.9637597369622026,False
type:ALA,0,20,1800,31000,0.0,0.05806451612903226,0.0,0.0,1.0,False
type:ASP,0,20,1500,31000,0.0,0.04838709677419355,0.0,0.0,1.0,False
type:PHE,0,20,1800,31000,0.0,0.05806451612903226,0.0,0.0,1.0,False
type:LEU,0,20,1980,31000,0.0,0.06387096774193549,0.0,0.0,1.0,False
type:ILE,0,20,1140,31000,0.0,0.036774193548387096,0.0,0.0,1.0,False
type:TYR,0,20,1440,31000,0.0,0.04645161290322581,0.0,0.0,1.0,False
type:PRO,0,20,2160,31000,0.0,0.0696774193548387,0.0,0.0,1.0,False
type:VAL,0,20,1620,31000,0.0,0.052258064516129035,0.0,0.0,1.0,False
type:CYS,0,20,300,31000,0.0,0.00967741935483871,0.0,0.0,1.0,False
type:MET,0,20,660,31000,0.0,0.02129032258064516,0.0,0.0,1.0,False
type:GLU,0,20,1140,31000,0.0,0.036774193548387096,0.0,0.0,1.0,False
type:HIS,0,20,780,31000,0.0,0.025161290322580646,0.0,0.0,1.0,False
class:Aliphatic,0,20,6540,31000,0.0,0.21096774193548387,0.0,0.0,1.0,False
class:Acidic,0,20,2640,31000,0.0,0.08516129032258064,0.0,0.0,1.0,False
flag:is_charged,20,20,31000,31000,1.0,1.0,1.0,,1.0,False
class:Sulfur,0,20,960,31000,0.0,0.03096774193548387,0.0,0.0,1.0,False
