r_angstrom,gamma23_mean,gamma23_sem
1.000000000000000056e-01,-1.364826199970796416e+01,2.347125507989540616e-02
2.000000000000000111e-01,-1.450720164206601659e+01,2.689903518858246384e-02
3.000000000000000444e-01,-1.536178133694682835e+01,2.962649905911430431e-02
4.000000000000000222e-01,-1.613108830420561191e+01,3.536710141112616584e-02
5.000000000000000000e-01,-1.683698966312301692e+01,4.076988820515584089e-02
6.000000000000000888e-01,-1.745320762908043832e+01,4.583198471321557610e-02
7.000000000000000666e-01,-1.795700549344025987e+01,5.100776340758007149e-02
8.000000000000000444e-01,-1.836081862729933079e+01,5.727240475040001888e-02
9.000000000000000222e-01,-1.860437579538464092e+01,6.304740905598513190e-02
1.000000000000000000e+00,-1.873155829216587520e+01,6.918450693647958116e-02
1.100000000000000089e+00,-1.866746105396340383e+01,7.397032657930834032e-02
1.200000000000000178e+00,-1.847365940005508378e+01,8.029612441384348376e-02
1.300000000000000044e+00,-1.811760525008597256e+01,8.440738303495534667e-02
1.400000000000000133e+00,-1.769565846405751941e+01,8.858180225316267253e-02
1.500000000000000000e+00,-1.716584424002805420e+01,9.621966388261897485e-02
1.600000000000000089e+00,-1.642479772660739812e+01,1.025993297251970443e-01
1.700000000000000178e+00,-1.578010764426963242e+01,1.079031415943559613e-01
1.800000000000000044e+00,-1.507064030363455132e+01,1.140028357763107625e-01
1.900000000000000133e+00,-1.427521125368978794e+01,1.205200320857061774e-01
2.000000000000000000e+00,-1.357788439530313163e+01,1.284167816216576219e-01
2.100000000000000089e+00,-1.286621446261464818e+01,1.353043709595126431e-01
2.200000000000000178e+00,-1.209185312271502255e+01,1.432403371603006570e-01
2.300000000000000266e+00,-1.131199459230972160e+01,1.519755841389843765e-01
2.400000000000000355e+00,-1.053606591959993288e+01,1.606787850548720975e-01
2.500000000000000000e+00,-9.739352911019610204e+00,1.686782250365538582e-01
2.600000000000000089e+00,-8.897424198753146385e+00,1.767431713813273908e-01
2.700000000000000178e+00,-8.152017204458891442e+00,1.832213190850897344e-01
2.800000000000000266e+00,-7.320099582169805608e+00,1.863189367549886455e-01
2.900000000000000355e+00,-6.555662101388231022e+00,1.907419632054659364e-01
3.000000000000000000e+00,-5.828485265437778118e+00,1.962399342230656263e-01
3.100000000000000089e+00,-5.127967116431775274e+00,1.988736173121569972e-01
3.200000000000000178e+00,-4.486075374810504890e+00,2.021673467303185256e-01
3.300000000000000266e+00,-3.849095814023694384e+00,2.047049157784402718e-01
3.400000000000000355e+00,-3.250255271728467399e+00,2.048735713134769154e-01
3.500000000000000000e+00,-2.787930621226571759e+00,2.045220747402601291e-01
3.600000000000000089e+00,-2.344736116062329234e+00,2.058979739320449254e-01
3.700000000000000178e+00,-1.923997258083225192e+00,2.074570190061103270e-01
3.800000000000000266e+00,-1.553313975354916776e+00,2.093922554921601453e-01
3.900000000000000355e+00,-1.203511730170206961e+00,2.107439100159483325e-01
4.000000000000000000e+00,-9.678934371819298832e-01,2.139006569657923018e-01
4.100000000000000533e+00,-7.498793647824608666e-01,2.157770824275842825e-01
4.200000000000000178e+00,-6.158204028838195621e-01,2.160856086263340803e-01
4.299999999999999822e+00,-4.392527155154074547e-01,2.175610953726150598e-01
4.400000000000000355e+00,-3.562703660186484766e-01,2.189408009422987023e-01
4.500000000000000000e+00,-3.412707715506178574e-01,2.201378691400564525e-01
4.600000000000000533e+00,-3.395312626885220175e-01,2.228921375307732489e-01
4.700000000000000178e+00,-3.450106170298776753e-01,2.242919218730989039e-01
4.800000000000000711e+00,-3.578240653853965170e-01,2.243854590929107995e-01
4.900000000000000355e+00,-3.897763487553397299e-01,2.261880632337658070e-01
5.000000000000000000e+00,-4.272063517239855224e-01,2.282516262493131110e-01
5.100000000000000533e+00,-4.910694001006423726e-01,2.289001430438615814e-01
5.200000000000000178e+00,-5.541740216820720821e-01,2.305392490669282146e-01
5.300000000000000711e+00,-6.030275691483192313e-01,2.327243432367429865e-01
5.400000000000000355e+00,-6.703393469880984945e-01,2.341336343543234111e-01
5.500000000000000000e+00,-7.337234443934063099e-01,2.340645181812855968e-01
5.600000000000000533e+00,-8.528101054171395301e-01,2.358104488737766125e-01
5.700000000000000178e+00,-9.260623914926721101e-01,2.377254352696782924e-01
5.800000000000000711e+00,-1.025010526046999493e+00,2.383761395299592023e-01
5.900000000000000355e+00,-1.113408881809253792e+00,2.403732159660431633e-01
6.000000000000000000e+00,-1.206826513380790722e+00,2.414283371275819934e-01
6.100000000000000533e+00,-1.220109156141166107e+00,2.430872421329421107e-01
6.200000000000000178e+00,-1.264737833252832955e+00,2.435693220941629045e-01
6.300000000000000711e+00,-1.327658682926965872e+00,2.457136709353234527e-01
6.400000000000000355e+00,-1.421766957582677238e+00,2.466499132083977419e-01
6.500000000000000000e+00,-1.493450736226692221e+00,2.487846433043797434e-01
6.600000000000000533e+00,-1.549061426238364847e+00,2.507295215431850077e-01
6.700000000000000178e+00,-1.622860967076592775e+00,2.516025598348275438e-01
6.800000000000000711e+00,-1.715170204827643596e+00,2.523262861276723279e-01
6.900000000000000355e+00,-1.806818887717246191e+00,2.518745245192363091e-01
7.000000000000000000e+00,-1.867375998371933576e+00,2.517537645074571784e-01
7.100000000000000533e+00,-1.957551521953650342e+00,2.527139759157640553e-01
7.200000000000000178e+00,-2.069556455659582905e+00,2.540186077608962423e-01
7.300000000000000711e+00,-2.161457233858155469e+00,2.556087688544917413e-01
7.400000000000000355e+00,-2.277635167159623553e+00,2.555745178146133223e-01
7.500000000000000000e+00,-2.354153348244790056e+00,2.570296084654782875e-01
7.600000000000000533e+00,-2.491177337564224992e+00,2.581037760445183404e-01
7.700000000000000178e+00,-2.558022380519691552e+00,2.581167479777467522e-01
7.800000000000000711e+00,-2.694793949941923117e+00,2.581191050700414324e-01
7.900000000000000355e+00,-2.804129228626111914e+00,2.592517472473731543e-01
8.000000000000000000e+00,-2.933889669494500030e+00,2.595683198222090704e-01
8.099999999999999645e+00,-3.039126572623173761e+00,2.617754223098415212e-01
8.200000000000001066e+00,-3.172155878240655813e+00,2.636791174600814913e-01
8.300000000000000711e+00,-3.246171849348021610e+00,2.627069446461217650e-01
8.400000000000000355e+00,-3.393588353363996557e+00,2.626642779418855156e-01
8.500000000000000000e+00,-3.483343332858875208e+00,2.642173810632033049e-01
8.599999999999999645e+00,-3.545690819732646215e+00,2.663076972800380582e-01
8.700000000000001066e+00,-3.653757690901600963e+00,2.662680388912773699e-01
8.800000000000000711e+00,-3.785598588898396510e+00,2.675342730112750256e-01
8.900000000000000355e+00,-3.889439107028713316e+00,2.671011972588038796e-01
9.000000000000000000e+00,-4.092640256366451901e+00,2.677840339531972758e-01
9.099999999999999645e+00,-4.184150266772594939e+00,2.671447575943326491e-01
9.200000000000001066e+00,-4.324007499290745571e+00,2.674700776055111140e-01
9.300000000000000711e+00,-4.415015047332405906e+00,2.684145271070909611e-01
9.400000000000000355e+00,-4.563929524711682895e+00,2.685220283158230581e-01
9.500000000000000000e+00,-4.685202801265806016e+00,2.680722170725507447e-01
9.600000000000001421e+00,-4.784508930233458024e+00,2.689358402523703839e-01
9.700000000000001066e+00,-4.868364235174849952e+00,2.685992204430816543e-01
9.800000000000000711e+00,-4.973107832457375643e+00,2.674758859392899479e-01
9.900000000000000355e+00,-5.099858204619272861e+00,2.680134075345634304e-01
1.000000000000000000e+01,-5.229585737099294640e+00,2.672623419747473528e-01
1.010000000000000142e+01,-5.394124108543778995e+00,2.641577097141145636e-01
1.020000000000000107e+01,-5.545193033010654027e+00,2.646336840334185814e-01
1.030000000000000071e+01,-5.661571699601547714e+00,2.649198126090579475e-01
1.040000000000000036e+01,-5.790867433671194497e+00,2.665774491338462338e-01
1.050000000000000000e+01,-5.940591717588527665e+00,2.659700373419874864e-01
1.060000000000000142e+01,-6.048065330511831483e+00,2.675325760284779641e-01
1.070000000000000107e+01,-6.155744772011405352e+00,2.679105545033969027e-01
1.080000000000000071e+01,-6.286099490105199195e+00,2.683751659472656814e-01
1.090000000000000036e+01,-6.444762147320810541e+00,2.694490473938490060e-01
1.100000000000000000e+01,-6.568717448528317959e+00,2.698983396779877086e-01
1.110000000000000142e+01,-6.756202042808864938e+00,2.693974401549653064e-01
1.120000000000000107e+01,-6.941277035296526066e+00,2.698876658662759387e-01
1.130000000000000071e+01,-7.061783453254945719e+00,2.690360370146436808e-01
1.140000000000000036e+01,-7.241416327701773348e+00,2.685757591564156832e-01
1.150000000000000000e+01,-7.358533975705678465e+00,2.683400608864460191e-01
1.160000000000000142e+01,-7.492285009241006932e+00,2.706757652577362339e-01
1.170000000000000107e+01,-7.602828747420462108e+00,2.706058887252771328e-01
1.180000000000000071e+01,-7.725846251157252986e+00,2.687478638118686036e-01
1.190000000000000036e+01,-7.866879223081734374e+00,2.701531964227538163e-01
1.200000000000000000e+01,-8.047079329050218277e+00,2.696517486471236014e-01
1.210000000000000142e+01,-8.192876051476378763e+00,2.697533974250644340e-01
1.220000000000000107e+01,-8.310212517571235580e+00,2.702673411455197572e-01
1.230000000000000071e+01,-8.430928099139693543e+00,2.691359151440447239e-01
1.240000000000000036e+01,-8.516507689759603039e+00,2.682044233398275246e-01
1.250000000000000000e+01,-8.631350700573760193e+00,2.686139467478430576e-01
1.260000000000000142e+01,-8.778402176636106446e+00,2.683597811654727106e-01
1.270000000000000107e+01,-8.930333708386683611e+00,2.680401522118270874e-01
1.280000000000000071e+01,-9.027236867691950550e+00,2.667248415183526844e-01
1.290000000000000036e+01,-9.103025416783037116e+00,2.664407783242460082e-01
1.300000000000000000e+01,-9.166486220447659150e+00,2.669196649718264536e-01
1.310000000000000142e+01,-9.264965748406060797e+00,2.675019332839854713e-01
1.320000000000000107e+01,-9.353333417223661073e+00,2.676636221342656996e-01
1.330000000000000071e+01,-9.478594047216066798e+00,2.677192596253738510e-01
1.340000000000000036e+01,-9.588263593248750993e+00,2.684906086051414009e-01
1.350000000000000000e+01,-9.714799343416483879e+00,2.686070489838222053e-01
1.360000000000000142e+01,-9.858632969872786589e+00,2.689111290983342006e-01
1.370000000000000107e+01,-1.002227973642811421e+01,2.701042071588107829e-01
1.380000000000000071e+01,-1.013335468941141926e+01,2.703181672631607135e-01
1.390000000000000036e+01,-1.024667461879381136e+01,2.715733517688552756e-01
1.400000000000000000e+01,-1.034867337659446740e+01,2.706759573446920752e-01
1.410000000000000142e+01,-1.045988686136884915e+01,2.719941440711343139e-01
1.420000000000000107e+01,-1.054973292242815930e+01,2.716459722692414758e-01
1.430000000000000071e+01,-1.066107020653644710e+01,2.705221151377437128e-01
1.440000000000000036e+01,-1.072217040979714930e+01,2.713085111575213038e-01
1.450000000000000000e+01,-1.083173760164590149e+01,2.707826180819844497e-01
1.460000000000000142e+01,-1.094177829891384057e+01,2.690742412125688987e-01
1.470000000000000107e+01,-1.103705615607798052e+01,2.703707615732575120e-01
1.480000000000000071e+01,-1.117701958978829069e+01,2.703432722336038818e-01
1.490000000000000036e+01,-1.128158267811964421e+01,2.714751555492684321e-01
1.500000000000000000e+01,-1.138614613544297249e+01,2.725749260150624464e-01
