r_angstrom,gamma23_mean,gamma23_sem
1.000000000000000056e-01,-1.351847823905004589e+02,8.088189363255468556e-02
2.000000000000000111e-01,-1.438686926537804993e+02,8.445131455006535393e-02
3.000000000000000444e-01,-1.522907841384904941e+02,8.596885884852609183e-02
4.000000000000000222e-01,-1.603575761089000480e+02,8.791794182667801716e-02
5.000000000000000000e-01,-1.680402652720688934e+02,9.041150921354484948e-02
6.000000000000000888e-01,-1.750495025844572581e+02,9.343107481211619658e-02
7.000000000000000666e-01,-1.812954767446569804e+02,1.012914521925425554e-01
8.000000000000000444e-01,-1.868638318347223901e+02,1.142087874990305035e-01
9.000000000000000222e-01,-1.915166996155766981e+02,1.283858947652940508e-01
1.000000000000000000e+00,-1.955385031005769179e+02,1.492499987556996088e-01
1.100000000000000089e+00,-1.987857881320904880e+02,1.735795342165855903e-01
1.200000000000000178e+00,-2.013962682347745670e+02,1.960075227331153636e-01
1.300000000000000044e+00,-2.032947601102669637e+02,2.211251700902941153e-01
1.400000000000000133e+00,-2.045021691936765649e+02,2.431817078758529149e-01
1.500000000000000000e+00,-2.052045335429509407e+02,2.637587559202431153e-01
1.600000000000000089e+00,-2.052579800654752091e+02,2.862842058792335886e-01
1.700000000000000178e+00,-2.047940751073176386e+02,3.068188153856637457e-01
1.800000000000000044e+00,-2.036712736601411393e+02,3.309712865450368247e-01
1.900000000000000133e+00,-2.017860444568763398e+02,3.560425395522388570e-01
2.000000000000000000e+00,-1.996556078847263223e+02,3.779917889882082327e-01
2.100000000000000089e+00,-1.967098040381670501e+02,4.033849479293569185e-01
2.200000000000000178e+00,-1.934784123940792711e+02,4.321911887783146944e-01
2.300000000000000266e+00,-1.898824505697427867e+02,4.600776542165742611e-01
2.400000000000000355e+00,-1.860517065676012010e+02,4.915367880871717166e-01
2.500000000000000000e+00,-1.820968272850178664e+02,5.315853592730021004e-01
2.600000000000000089e+00,-1.781454818853966060e+02,5.659957972957887495e-01
2.700000000000000178e+00,-1.741917815169117887e+02,6.065257167998076016e-01
2.800000000000000266e+00,-1.702702083233515395e+02,6.423614056607800382e-01
2.900000000000000355e+00,-1.664233860271909009e+02,6.781734685092960513e-01
3.000000000000000000e+00,-1.629266652731823513e+02,7.124073920152992345e-01
3.100000000000000089e+00,-1.597371959349004555e+02,7.377905321426263541e-01
3.200000000000000178e+00,-1.565465020341891602e+02,7.719477771368211672e-01
3.300000000000000266e+00,-1.535482244496561748e+02,7.969149966917856709e-01
3.400000000000000355e+00,-1.507288683768495900e+02,8.206035175447428109e-01
3.500000000000000000e+00,-1.480406537077536200e+02,8.424657400717491251e-01
3.600000000000000089e+00,-1.455262383532145236e+02,8.570718533227594804e-01
3.700000000000000178e+00,-1.434338046324129436e+02,8.657071684989946503e-01
3.800000000000000266e+00,-1.415340496943641995e+02,8.757184185085598038e-01
3.900000000000000355e+00,-1.400962976551239194e+02,8.850338456588987546e-01
4.000000000000000000e+00,-1.390827853577751227e+02,8.948353896247994710e-01
4.100000000000000533e+00,-1.385128615583960823e+02,8.904216474097098599e-01
4.200000000000000178e+00,-1.381363475540672994e+02,8.881820995335664159e-01
4.299999999999999822e+00,-1.380288048621504799e+02,8.855221615381378975e-01
4.400000000000000355e+00,-1.383084446094829332e+02,8.799794651486828601e-01
4.500000000000000000e+00,-1.388013031046091328e+02,8.721843706535855612e-01
4.600000000000000533e+00,-1.394448098881043734e+02,8.621297307199520255e-01
4.700000000000000178e+00,-1.404240817926979048e+02,8.567786458949961936e-01
4.800000000000000711e+00,-1.414939500040964049e+02,8.501678610819678461e-01
4.900000000000000355e+00,-1.427162844310068692e+02,8.393729196683208382e-01
5.000000000000000000e+00,-1.439554520211880231e+02,8.297864317099142850e-01
