group,n_in_top,n_top,n_in_rest,n_rest,freq_in_top,freq_in_rest,fold_enrichment,odds_ratio,p_value,significant
type:ASN,4,20,2636,30700,0.2,0.08586319218241042,2.3292867981790595,2.661608497723824,0.08698555794889987,False
type:LYS,2,20,838,30700,0.1,0.02729641693811075,3.6634844868735086,3.9594272076372317,0.10265016797026365,False
flag:is_polar,13,20,14867,30700,0.65,0.4842671009771987,1.3422344790475549,1.9778127972787285,0.1037918020932168,False
class:Polar_uncharged,8,20,9352,30700,0.4,0.3046254071661238,1.313088109495295,1.521813515825492,0.24216998979911677,False
type:ASP,2,20,1498,30700,0.1,0.048794788273615636,2.0493991989319094,2.1659991099243436,0.2553136816199939,False
class:Basic,3,20,2877,30700,0.15,0.09371335504885993,1.6006256517205424,1.7066184137888731,0.28758154671915104,False
type:LEU,2,20,1978,30700,0.1,0.0644299674267101,1.5520728008088978,1.6134142231209976,0.3726923661806841,False
type:HIS,1,20,779,30700,0.05,0.025374592833876223,1.9704749679075737,2.021552597797446,0.4022195807893375,False
type:GLY,2,20,2218,30700,0.1,0.07224755700325733,1.3841298467087466,1.4268109407874963,0.42941186087689925,False
type:THR,2,20,2458,30700,0.1,0.08006514657980456,1.2489829129373475,1.276647681041497,0.4837311969228103,False
class:Acidic,2,20,2638,30700,0.1,0.08592833876221498,1.1637604245640638,1.181956027293404,0.5225793958441013,False
type:GLN,1,20,1499,30700,0.05,0.04882736156351791,1.0240160106737826,1.0252800112355605,0.632682130656331,False
class:Aliphatic,4,20,6536,30700,0.2,0.21289902280130293,0.9394124847001224,0.924265605875153,0.6429552013607143,False
type:VAL,1,20,1619,30700,0.05,0.05273615635179153,0.9481161210623842,0.9453853905919833,0.6617124974062152,False
type:ALA,1,20,1799,30700,0.05,0.058599348534201956,0.8532518065591996,0.8455282174307364,0.7012043367912983,False
type:PHE,1,20,1799,30700,0.05,0.058599348534201956,0.8532518065591996,0.8455282174307364,0.7012043367912983,False
class:Special,2,20,4378,30700,0.1,0.1426058631921824,0.7012334399269073,0.6680371554743414,0.8005905544573756,False
flag:is_aromatic,2,20,4738,30700,0.1,0.15433224755700325,0.6479527226677924,0.6088363585197692,0.8372677245455751,False
type:SER,1,20,2759,30700,0.05,0.08986970684039088,0.5563610003624502,0.5330115793288949,0.8479263925364819,False
class:Aromatic,1,20,3959,30700,0.05,0.12895765472312704,0.38772417277090176,0.35549912923252813,0.9367733336067527,False
type:GLU,0,20,1140,30700,0.0,0.03713355048859935,0.0,0.0,1.0,False
type:ILE,0,20,1140,30700,0.0,0.03713355048859935,0.0,0.0,1.0,False
type:TRP,0,20,720,30700,0.0,0.023452768729641693,0.0,0.0,1.0,False
type:ARG,0,20,1260,30700,0.0,0.04104234527687296,0.0,0.0,1.0,False
type:MET,0,20,660,30700,0.0,0.021498371335504887,0.0,0.0,1.0,False
type:TYR,0,20,1440,30700,0.0,0.046905537459283386,0.0,0.0,1.0,False
type:PRO,0,20,2160,30700,0.0,0.07035830618892508,0.0,0.0,1.0,False
type:CYS,0,20,300,30700,0.0,0.009771986970684038,0.0,0.0,1.0,False
flag:is_charged,20,20,30700,30700,1.0,1.0,1.0,,1.0,False
class:Sulfur,0,20,960,30700,0.0,0.031270358306188926,0.0,0.0,1.0,False
