r_A,water_M,sucrose_M,water_per_A3,sucrose_per_A3,n_water,n_sucrose
0.25,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
1.25,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.4451,0.0,0.00026806145971033734,0.0,296.9019607843137,0.0
2.75,98.0176,0.00021,0.0590275767499223,1.2787021550129284e-07,36205.56862745098,0.0784313725490196
3.25,59.3177,0.01695,0.03572195657125813,1.0209096529360377e-05,14956.64705882353,4.2745098039215685
3.75,61.4026,0.11473,0.03697748392154499,6.909190363179841e-05,12687.21568627451,23.705882352941178
4.25,52.0774,0.26488,0.0313617315939351,0.0001595148634266365,9533.509803921568,48.490196078431374
4.75,47.952,0.41975,0.028877388879147408,0.00025277794676629523,8124.490196078431,71.11764705882354
5.25,47.7833,0.528,0.02877577061846627,0.00031796714378923226,7717.274509803921,85.27450980392157
5.75,49.7132,0.56778,0.02993798397708537,0.0003419233148846246,7660.431372549019,87.49019607843137
6.25,53.8143,0.51086,0.03240771114017172,0.0003076470773775264,8018.274509803921,76.11764705882354
6.75,53.6211,0.39337,0.03229135623992909,0.00023689569606956398,7860.568627450981,57.666666666666664
7.25,51.7905,0.27025,0.031188975802979114,0.0001627487969330976,7447.607843137255,38.86274509803921
7.75,50.7976,0.20961,0.030591035221748185,0.0001262319134302443,7184.666666666667,29.647058823529413
8.25,51.6019,0.21941,0.031075362358278857,0.00013213096108695782,7087.862745098039,30.137254901960784
8.75,52.1105,0.23055,0.0313816697342306,0.00013884057858277993,7153.078431372549,31.647058823529413
9.25,52.5087,0.23332,0.03162148559463781,0.00014050898259985526,7122.156862745098,31.647058823529413
9.75,52.4594,0.23272,0.03159178813825676,0.00014014662886094542,7058.725490196079,31.313725490196077
10.25,52.0687,0.22628,0.03135650463324801,0.00013626769035070794,6998.0392156862745,30.41176470588235
10.75,52.1925,0.23264,0.031431081376432315,0.00014009907633201306,6946.019607843137,30.96078431372549
11.25,52.6031,0.23298,0.031678345572922616,0.0001403008646263227,6955.176470588235,30.80392156862745
11.75,52.4095,0.2268,0.031561724303874016,0.00013658144069130274,6941.568627450981,30.03921568627451
12.25,52.5318,0.23444,0.031635408180019677,0.0001411855640504071,6932.980392156863,30.941176470588236
12.75,52.9177,0.22582,0.03186780129997114,0.00013599384598715923,6947.274509803921,29.647058823529413
13.25,52.8332,0.23143,0.03181690119605616,0.00013936795912517148,6907.019607843137,30.254901960784313
13.75,52.6178,0.24218,0.03168720397817027,0.00014584704598622644,6909.823529411765,31.80392156862745
14.25,52.5687,0.24476,0.03165764102976428,0.00014739691017458533,6872.901960784314,32.0
14.75,52.6572,0.23091,0.03171089840583815,0.00013905962677012717,6917.156862745098,30.333333333333332
