r_A,water_M,sucrose_M,water_per_A3,sucrose_per_A3,n_water,n_sucrose
0.25,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
1.25,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.3707,0.0,0.00022322845122610453,0.0,245.8235294117647,0.0
2.75,95.8265,5e-05,0.057708044126150514,3.2460058670915236e-08,34859.1568627451,0.0196078431372549
3.25,62.2091,0.02089,0.03746319018414242,1.2580160630901744e-05,15298.529411764706,5.137254901960785
3.75,62.7762,0.13926,0.03780469038580485,8.386689008540008e-05,12612.725490196079,27.980392156862745
4.25,51.0045,0.32862,0.03071559884556676,0.00019790033783642584,9199.843137254902,59.27450980392157
4.75,46.7895,0.48035,0.02817729183489869,0.0002892750190253191,7830.725490196079,80.3921568627451
5.25,47.34,0.58176,0.02850880994793241,0.0003503418843726578,7499.196078431372,92.15686274509804
5.75,49.1791,0.585,0.029616340122887545,0.0003522925737031578,7526.509803921569,89.52941176470588
6.25,53.1514,0.53332,0.03200853383427262,0.0003211704378724582,7918.254901960784,79.45098039215686
6.75,52.9007,0.42786,0.03185757056369681,0.0002576645756203708,7731.117647058823,62.529411764705884
7.25,51.388,0.28307,0.030946583858458197,0.00017047170265727327,7318.35294117647,40.31372549019608
7.75,50.1555,0.22037,0.030204346144511608,0.00013270743451932317,7069.019607843137,31.058823529411764
8.25,50.6125,0.20455,0.03047958894120331,0.00012318304639176282,7020.313725490196,28.372549019607842
8.75,52.0777,0.23677,0.0313619027303077,0.00014258645015993103,7085.843137254902,32.21568627450981
9.25,52.3019,0.2389,0.03149696866024747,0.00014386935570613845,7052.901960784314,32.21568627450981
9.75,52.3402,0.2462,0.03152000841308206,0.00014826756937294476,7002.921568627451,32.94117647058823
10.25,51.7797,0.23428,0.031182442366373093,0.00014108746016542028,6942.470588235294,31.41176470588235
10.75,52.1118,0.23106,0.03138243673763848,0.00013914969015211843,6916.254901960784,30.666666666666668
11.25,52.5267,0.23897,0.03163230552445526,0.0001439081116759921,6952.0,31.627450980392158
11.75,52.5439,0.23838,0.0316426710031167,0.00014355647166620173,6941.058823529412,31.49019607843137
12.25,52.0585,0.23201,0.031350391334576795,0.00013972244935848779,6911.666666666667,30.80392156862745
12.75,52.2529,0.23232,0.03146740219363481,0.0001399087600018139,6901.764705882353,30.686274509803923
13.25,52.338,0.23866,0.031518669709854306,0.00014372565619045908,6910.019607843137,31.50980392156863
13.75,52.1604,0.22838,0.031411697422140485,0.00013753557952375853,6896.470588235294,30.19607843137255
14.25,52.1656,0.22415,0.03141488215144029,0.00013498578684783004,6895.117647058823,29.627450980392158
14.75,52.8199,0.22934,0.03180891124572168,0.0001381097832678223,6914.0,30.019607843137255
