region_type,region_index,chain,axis_x,axis_y,axis_z
5F,0,0,0.010082457175175768,0.5308872945210037,0.8473824547236506
5F,0,1,0.010082457175175768,0.5308872945210037,0.8473824547236506
5F,0,2,0.010082457175175768,0.5308872945210037,0.8473824547236506
5F,0,3,0.010082457175175768,0.5308872945210037,0.8473824547236506
5F,0,4,0.010082457175175768,0.5308872945210037,0.8473824547236506
5F,1,5,-0.007565684877134699,-0.5219735385579908,0.8529281244381555
5F,1,6,-0.007565684877134699,-0.5219735385579908,0.8529281244381555
5F,1,7,-0.007565684877134699,-0.5219735385579908,0.8529281244381555
5F,1,8,-0.007565684877134699,-0.5219735385579908,0.8529281244381555
5F,1,9,-0.007565684877134699,-0.5219735385579908,0.8529281244381555
5F,2,10,0.0049775793499457896,0.5245168169339363,-0.8513855369086948
5F,2,11,0.0049775793499457896,0.5245168169339363,-0.8513855369086948
5F,2,12,0.0049775793499457896,0.5245168169339363,-0.8513855369086948
5F,2,13,0.0049775793499457896,0.5245168169339363,-0.8513855369086948
5F,2,14,0.0049775793499457896,0.5245168169339363,-0.8513855369086948
5F,3,15,-0.007571371375946605,-0.5322350833018251,-0.8465627504433365
5F,3,16,-0.007571371375946605,-0.5322350833018251,-0.8465627504433365
5F,3,17,-0.007571371375946605,-0.5322350833018251,-0.8465627504433365
5F,3,18,-0.007571371375946605,-0.5322350833018251,-0.8465627504433365
5F,3,19,-0.007571371375946605,-0.5322350833018251,-0.8465627504433365
5F,4,20,0.8522521437412903,-0.009177926698718813,0.5230507137457019
5F,4,21,0.8522521437412903,-0.009177926698718813,0.5230507137457019
5F,4,22,0.8522521437412903,-0.009177926698718813,0.5230507137457019
5F,4,23,0.8522521437412903,-0.009177926698718813,0.5230507137457019
5F,4,24,0.8522521437412903,-0.009177926698718813,0.5230507137457019
5F,5,25,0.8500448870097529,-0.014138812314629068,-0.5265204497974489
5F,5,26,0.8500448870097529,-0.014138812314629068,-0.5265204497974489
5F,5,27,0.8500448870097529,-0.014138812314629068,-0.5265204497974489
5F,5,28,0.8500448870097529,-0.014138812314629068,-0.5265204497974489
5F,5,29,0.8500448870097529,-0.014138812314629068,-0.5265204497974489
5F,6,30,-0.8512080647670713,0.013838612117705418,0.5246459027669548
5F,6,31,-0.8512080647670713,0.013838612117705418,0.5246459027669548
5F,6,32,-0.8512080647670713,0.013838612117705418,0.5246459027669548
5F,6,33,-0.8512080647670713,0.013838612117705418,0.5246459027669548
5F,6,34,-0.8512080647670713,0.013838612117705418,0.5246459027669548
5F,7,35,-0.85098822727092,0.007458935759763023,-0.5251317942418157
5F,7,36,-0.85098822727092,0.007458935759763023,-0.5251317942418157
5F,7,37,-0.85098822727092,0.007458935759763023,-0.5251317942418157
5F,7,38,-0.85098822727092,0.007458935759763023,-0.5251317942418157
5F,7,39,-0.85098822727092,0.007458935759763023,-0.5251317942418157
5F,8,40,0.537928568584041,0.8429765622886519,-0.004834307926810916
5F,8,41,0.537928568584041,0.8429765622886519,-0.004834307926810916
5F,8,42,0.537928568584041,0.8429765622886519,-0.004834307926810916
5F,8,43,0.537928568584041,0.8429765622886519,-0.004834307926810916
5F,8,44,0.537928568584041,0.8429765622886519,-0.004834307926810916
5F,9,45,-0.514963742263942,0.8572084970027295,-0.0024365590158309473
5F,9,46,-0.514963742263942,0.8572084970027295,-0.0024365590158309473
5F,9,47,-0.514963742263942,0.8572084970027295,-0.0024365590158309473
5F,9,48,-0.514963742263942,0.8572084970027295,-0.0024365590158309473
5F,9,49,-0.514963742263942,0.8572084970027295,-0.0024365590158309473
5F,10,50,0.5141917328411935,-0.8576597887090854,0.005152543959796458
5F,10,51,0.5141917328411935,-0.8576597887090854,0.005152543959796458
5F,10,52,0.5141917328411935,-0.8576597887090854,0.005152543959796458
5F,10,53,0.5141917328411935,-0.8576597887090854,0.005152543959796458
5F,10,54,0.5141917328411935,-0.8576597887090854,0.005152543959796458
5F,11,55,-0.5356685611165224,-0.8444080554418922,0.005850515891506443
5F,11,56,-0.5356685611165224,-0.8444080554418922,0.005850515891506443
5F,11,57,-0.5356685611165224,-0.8444080554418922,0.005850515891506443
5F,11,58,-0.5356685611165224,-0.8444080554418922,0.005850515891506443
5F,11,59,-0.5356685611165224,-0.8444080554418922,0.005850515891506443
3F,0,0,0.36140944938433,0.0006391262384761129,0.9324069934386843
3F,0,9,0.36140944938433,0.0006391262384761129,0.9324069934386843
3F,0,22,0.36140944938433,0.0006391262384761129,0.9324069934386843
3F,1,1,0.586736261757599,0.573903691620977,0.5712924924086897
3F,1,21,0.586736261757599,0.573903691620977,0.5712924924086897
3F,1,41,0.586736261757599,0.573903691620977,0.5712924924086897
3F,2,2,0.013345472822645333,0.9360603421768383,0.35158631110855315
3F,2,40,0.013345472822645333,0.9360603421768383,0.35158631110855315
3F,2,49,0.013345472822645333,0.9360603421768383,0.35158631110855315
3F,3,3,-0.5697333099978976,0.5861266288465184,0.5760725044956191
3F,3,33,-0.5697333099978976,0.5861266288465184,0.5760725044956191
3F,3,48,-0.5697333099978976,0.5861266288465184,0.5760725044956191
3F,4,4,-0.3558396049854347,0.009809920655354592,0.9344955542861321
3F,4,5,-0.3558396049854347,0.009809920655354592,0.9344955542861321
3F,4,32,-0.3558396049854347,0.009809920655354592,0.9344955542861321
3F,5,6,-0.5863515479636019,-0.5659437281005147,0.5795684246267894
3F,5,31,-0.5863515479636019,-0.5659437281005147,0.5795684246267894
3F,5,56,-0.5863515479636019,-0.5659437281005147,0.5795684246267894
3F,6,7,-0.010685847727168934,-0.932483998820502,0.36105318805139724
3F,6,54,-0.010685847727168934,-0.932483998820502,0.36105318805139724
3F,6,55,-0.010685847727168934,-0.932483998820502,0.36105318805139724
3F,7,8,0.5684920314504079,-0.5826229203412708,0.5808333176311408
3F,7,23,0.5684920314504079,-0.5826229203412708,0.5808333176311408
3F,7,53,0.5684920314504079,-0.5826229203412708,0.5808333176311408
3F,8,10,-0.3614681555492089,-0.00017244417993645127,-0.932384439374048
3F,8,19,-0.3614681555492089,-0.00017244417993645127,-0.932384439374048
3F,8,37,-0.3614681555492089,-0.00017244417993645127,-0.932384439374048
3F,9,11,-0.5708509690567899,0.5836288308407738,-0.5775002674790336
3F,9,36,-0.5708509690567899,0.5836288308407738,-0.5775002674790336
3F,9,46,-0.5708509690567899,0.5836288308407738,-0.5775002674790336
3F,10,12,0.01266306795631207,0.9328396329814437,-0.3600692514627972
3F,10,44,0.01266306795631207,0.9328396329814437,-0.3600692514627972
3F,10,45,0.01266306795631207,0.9328396329814437,-0.3600692514627972
3F,11,13,0.584390607336977,0.5681388516190636,-0.5794012973210283
3F,11,28,0.584390607336977,0.5681388516190636,-0.5794012973210283
3F,11,43,0.584390607336977,0.5681388516190636,-0.5794012973210283
3F,12,14,0.35549645396227664,-0.008103016435543833,-0.9346425051028292
3F,12,15,0.35549645396227664,-0.008103016435543833,-0.9346425051028292
3F,12,27,0.35549645396227664,-0.008103016435543833,-0.9346425051028292
3F,13,16,0.5691550461611735,-0.5887647045848031,-0.5739500466629844
3F,13,26,0.5691550461611735,-0.5887647045848031,-0.5739500466629844
3F,13,51,0.5691550461611735,-0.5887647045848031,-0.5739500466629844
3F,14,17,-0.01090652307942475,-0.937069754262858,-0.3489718088901523
3F,14,50,-0.01090652307942475,-0.937069754262858,-0.3489718088901523
3F,14,59,-0.01090652307942475,-0.937069754262858,-0.3489718088901523
3F,15,18,-0.5838646084106395,-0.5749904493480837,-0.5731388158238625
3F,15,38,-0.5838646084106395,-0.5749904493480837,-0.5731388158238625
3F,15,58,-0.5838646084106395,-0.5749904493480837,-0.5731388158238625
3F,16,20,0.9394890496212703,0.3425679989708931,-0.002737101167401598
3F,16,29,0.9394890496212703,0.3425679989708931,-0.002737101167401598
