region_type,region_index,n,mean,std,min,max,sem
3F,0,631,-0.1948975366647996,0.4738871881189736,-1.1667254399177005,1.6676813955353411,0.018865151089121557
3F,1,625,-0.27664403339211413,0.46149446167297514,-1.399931299220737,1.5206637037525854,0.018459778466919007
3F,2,629,-0.2162033019989307,0.40454497735784256,-1.1783162565162415,1.4989830882420163,0.01613026457141393
3F,3,634,-0.23183378956748,0.4344067358081632,-1.2456170675953928,1.316958336497314,0.017252495458665307
3F,4,629,-0.28520465090791375,0.3670078535202045,-1.5845755884164743,0.9194525390755617,0.014633561429267519
3F,5,623,-0.27232388842903715,0.3480255627716107,-1.0149694219171694,1.2774705239570538,0.01394334974655982
3F,6,617,-0.3139681454169275,0.3189123636159926,-0.9781877840025239,0.9652270189998622,0.012838928323571025
3F,7,632,-0.30252019090127336,0.4182507875870046,-1.1931546881672077,1.2594775672185536,0.016637123033853875
3F,8,622,-0.23939818212618608,0.3902120332423693,-1.1551570399780102,1.5692713671133343,0.015646077083869274
3F,9,627,-0.27570491351507187,0.36791153438990803,-1.2351743463738634,0.8514516932647969,0.014692971398331223
3F,10,629,-0.26456157426327925,0.41973330993049685,-1.1924682887075881,1.523943095475033,0.016735863049970316
3F,11,622,-0.31404869733630236,0.3351036292835705,-1.27708681145845,1.0807591762689828,0.013436431396769661
3F,12,620,-0.3139006720485013,0.3495129077808416,-1.1363903751230673,1.0250960844396082,0.014036776161524428
3F,13,623,-0.24921891883358285,0.36002378837537063,-1.1359170105111684,1.107852763913647,0.014424048505004585
3F,14,629,-0.35550272377763636,0.3543317660239875,-1.2770957038815378,0.8448679365746234,0.014128132721735928
3F,15,623,-0.3735615823745719,0.29246037133152836,-1.431094934862345,0.5687849144426449,0.011717177359067544
3F,16,623,-0.2684395425237083,0.4109231897412834,-1.2697716858481594,1.4139773944956529,0.0164632899603835
3F,17,629,-0.25654205202579805,0.403158665549383,-1.1684025530362403,1.396349906875158,0.016074988699754426
3F,18,624,-0.21284134951205777,0.37338567551460927,-1.119822387184137,1.2030207794171468,0.014947389719354928
3F,19,620,-0.31278386613808956,0.38059175941977447,-1.3414094266727408,1.293288099812793,0.015284932879348628
5F,0,188,-0.5195610577047168,0.2553345317953229,-1.1643762201409544,0.26371799291790216,0.018622184654721832
5F,1,197,-0.7784075292260333,0.238847203627701,-1.3832190051614477,-0.25480639273310096,0.017017158656335248
5F,2,193,-0.7467740703729746,0.24517024487283692,-1.4091813467674739,-0.34640517366195117,0.01764774038743824
5F,3,201,-0.6406175336735437,0.24539434322609657,-1.4309772751496592,-0.0818847753789092,0.01730878241510273
5F,4,199,-0.769826737304072,0.23313693188082316,-1.474717881829066,-0.20194835469484784,0.016526638920362425
5F,5,202,-0.5998354223670792,0.15407448323849696,-0.9641720402377766,-0.18699400787761153,0.010840642811219497
5F,6,207,-0.7373828773653046,0.23692417952107292,-1.3658383764190372,-0.16289108734680402,0.016467368822929904
5F,7,189,-0.6913690690158246,0.27466265594090317,-1.380440674812702,-0.19756339136873313,0.01997876843534605
5F,8,188,-0.6381787926770709,0.24176462352327197,-1.2598885437606617,-0.17359354664969764,0.017632497377356872
5F,9,202,-0.7254199660131684,0.28514130336730087,-1.325584558318043,0.16080924503611904,0.02006247209504282
5F,10,198,-0.5779491582393085,0.3265844435011879,-1.3976156583912773,0.24274038930366873,0.02320934576835055
5F,11,193,-0.6185128359618742,0.24217069005355676,-1.1237637798362052,-0.16663271855198222,0.017431827707023038
