group,n_in_top,n_top,n_in_rest,n_rest,freq_in_top,freq_in_rest,fold_enrichment,odds_ratio,p_value,significant
class:Polar_uncharged,15,20,9345,30700,0.75,0.30439739413680783,2.4638844301765648,6.85553772070626,5.226195962326847e-05,True
flag:is_polar,16,20,14864,30700,0.8,0.48416938110749186,1.652314316469322,4.261571582346609,0.003949700989112147,True
type:GLN,4,20,1496,30700,0.2,0.048729641693811075,4.10427807486631,4.880347593582887,0.014649316186928938,True
type:ASN,5,20,2635,30700,0.25,0.08583061889250815,2.9127134724857684,3.5502846299810247,0.02425461996710945,True
type:SER,5,20,2755,30700,0.25,0.08973941368078175,2.7858439201451906,3.381125226860254,0.02879809933246747,True
type:ALA,2,20,1798,30700,0.1,0.05856677524429967,1.7074527252502782,1.78605858361142,0.3290150050895139,False
type:LYS,1,20,839,30700,0.05,0.02732899022801303,1.829558998808105,1.8732199987453735,0.42573533927176965,False
type:GLY,2,20,2218,30700,0.1,0.07224755700325733,1.3841298467087466,1.4268109407874963,0.42941186087689925,False
class:Special,2,20,4378,30700,0.1,0.1426058631921824,0.7012334399269073,0.6680371554743414,0.8005905544573756,False
type:THR,1,20,2459,30700,0.05,0.08009771986970685,0.6242374949166327,0.6044605209648766,0.8117283187497203,False
class:Basic,1,20,2879,30700,0.05,0.0937785016286645,0.5331712400138937,0.5086013052777829,0.8604652434668706,False
class:Aliphatic,2,20,6538,30700,0.1,0.2129641693811075,0.46956255735698993,0.4106250637299888,0.9466563959141349,False
type:PRO,0,20,2160,30700,0.0,0.07035830618892508,0.0,0.0,1.0,False
type:ARG,0,20,1260,30700,0.0,0.04104234527687296,0.0,0.0,1.0,False
type:PHE,0,20,1800,30700,0.0,0.05863192182410423,0.0,0.0,1.0,False
type:ASP,0,20,1500,30700,0.0,0.048859934853420196,0.0,0.0,1.0,False
type:MET,0,20,660,30700,0.0,0.021498371335504887,0.0,0.0,1.0,False
type:GLU,0,20,1140,30700,0.0,0.03713355048859935,0.0,0.0,1.0,False
type:TRP,0,20,720,30700,0.0,0.023452768729641693,0.0,0.0,1.0,False
type:VAL,0,20,1620,30700,0.0,0.05276872964169381,0.0,0.0,1.0,False
type:LEU,0,20,1980,30700,0.0,0.06449511400651466,0.0,0.0,1.0,False
type:CYS,0,20,300,30700,0.0,0.009771986970684038,0.0,0.0,1.0,False
type:ILE,0,20,1140,30700,0.0,0.03713355048859935,0.0,0.0,1.0,False
type:TYR,0,20,1440,30700,0.0,0.046905537459283386,0.0,0.0,1.0,False
type:HIS,0,20,780,30700,0.0,0.025407166123778503,0.0,0.0,1.0,False
class:Acidic,0,20,2640,30700,0.0,0.08599348534201955,0.0,0.0,1.0,False
class:Sulfur,0,20,960,30700,0.0,0.031270358306188926,0.0,0.0,1.0,False
class:Aromatic,0,20,3960,30700,0.0,0.1289902280130293,0.0,0.0,1.0,False
flag:is_charged,20,20,30700,30700,1.0,1.0,1.0,,1.0,False
flag:is_aromatic,0,20,4740,30700,0.0,0.1543973941368078,0.0,0.0,1.0,False
