region_type,region_index,n,mean,std,min,max,sem
3F,0,628,-1.0043113397529393,2.206619972210894,-6.424985255281398,6.325970567145413,0.08805372294129117
3F,1,626,-3.0539140688043807,2.6690598447660276,-8.411877364362745,5.5041411658513875,0.10667708623104181
3F,2,631,-2.550125751277925,3.4464489972805867,-9.267655871608463,9.971847190793929,0.1372009682572943
3F,3,630,-2.6409821998174654,2.537257166458102,-8.478680151475452,4.821748125546447,0.10108674515298138
3F,4,627,-7.217150216625754,2.2760951692000724,-12.111051646628328,1.8998187317426969,0.09089848535570641
3F,5,625,-2.6462209764380598,3.228749508038099,-7.064356099077908,10.56457202193195,0.12914998032152394
3F,6,626,-3.1835179212925904,2.7413671505741997,-10.725811230943924,5.875610855392846,0.10956706740248641
3F,7,624,-4.2765213580131,1.5188897979286367,-10.413429301981271,-0.1604095965057,0.06080425479392361
3F,8,619,-3.6667765781413952,2.8019243841521586,-10.129788625104492,3.302344713733848,0.1126188494777144
3F,9,628,-2.59114708429607,1.9332356948386695,-7.229538926024322,2.5876029690162525,0.07714450263176963
3F,10,623,-3.0857170002420102,2.512079786099259,-9.225238818093555,10.36112512310145,0.10064435143757312
3F,11,631,-5.677807488450283,2.3532632145173396,-11.700027920092339,-0.08857159276420008,0.09368192938610488
3F,12,642,-5.024322629057614,2.109453874806941,-9.854916372959792,1.354672102891466,0.08325350366307473
3F,13,635,-4.02912609272071,1.7723273242466338,-9.256008237900653,0.9970882412057199,0.07033266447224733
3F,14,618,-4.163030612786481,1.990999660833353,-9.459869583648798,2.003183941998582,0.08008975193361045
3F,15,626,-6.575427749640568,2.064871397680944,-11.78997452256734,-0.054228243909964245,0.08252885920800002
3F,16,624,-1.0436413210086302,2.7210740576708106,-8.348554795942498,6.772645342980094,0.10893014130543602
3F,17,628,1.2820949289929062,3.2874255490269144,-5.282702326188935,12.895165020042475,0.13118256071710763
3F,18,634,-4.056513723579888,1.7568303867527517,-7.821041731783951,2.14255359129159,0.06977264800627314
3F,19,626,-2.3488981524048693,3.3282703292271125,-11.123444942110646,6.52825967523695,0.13302443615396065
5F,0,189,-1.0733688783112822,2.7653273267293152,-7.5053885222762835,5.9801057669803255,0.201147965016936
5F,1,193,-2.1814517481444495,2.8942755547697447,-6.930227355841282,3.892757788645845,0.20833451313301782
5F,2,198,-3.2672480261591166,1.5235723986169813,-6.271574935944116,0.3254255487542026,0.10827557560159203
5F,3,194,-2.5353357364302243,3.4473465314668177,-7.422148185393333,4.087624431266464,0.24750505678491627
5F,4,183,-2.265409314489907,3.2071427958452334,-7.817256086061654,7.104461138838377,0.23707881736775155
5F,5,187,-5.118408863915379,1.9863385062863819,-10.004733114360022,0.44760296516329084,0.1452554574629106
5F,6,195,-0.4658407765644113,2.4782987068617133,-5.619432492586006,5.156031348682785,0.17747465662963652
5F,7,187,-5.204842318240275,2.71735693443679,-10.878421211919273,1.2428387844889166,0.19871281926642598
5F,8,193,-0.5794653233466727,3.12436765568463,-6.221953558284591,6.223274509660878,0.22489690496915707
5F,9,187,-4.3690745803518505,2.502603336432449,-9.724200823568903,1.8225639495723733,0.1830084808461602
5F,10,186,-2.558776861301249,1.1353782713668779,-5.127125715376717,0.23146825919648195,0.08324997397694191
5F,11,190,-5.214650238215455,2.4233340759471576,-9.646145731005856,1.870114115832128,0.1758071318181954
