group,n_in_top,n_top,n_in_rest,n_rest,freq_in_top,freq_in_rest,fold_enrichment,odds_ratio,p_value,significant
type:CYS,2,20,298,31120,0.1,0.009575835475578406,10.44295302013423,11.492170022371365,0.01567551317474951,True
type:GLN,4,20,2036,31120,0.2,0.0654241645244216,3.056974459724951,3.571218074656189,0.03827305788583015,True
type:HIS,2,20,718,31120,0.1,0.0230719794344473,4.334261838440112,4.704735376044568,0.07711173504501866,False
class:Sulfur,2,20,778,31120,0.1,0.025,4.0,4.333333333333333,0.08848120919494903,False
type:LEU,3,20,2097,31120,0.15,0.06738431876606683,2.2260371959942775,2.4423967011697383,0.1486114481503309,False
flag:is_aromatic,5,20,4675,31120,0.25,0.1502249357326478,1.6641711229946525,1.8855614973262032,0.1710820510200332,False
class:Aliphatic,6,20,6234,31120,0.3,0.20032133676092545,1.4975938402309912,1.7108483431871304,0.19699241318286356,False
type:ILE,2,20,1318,31120,0.1,0.04235218508997429,2.361153262518968,2.5123925139099645,0.2071765691566761,False
type:TYR,2,20,1618,31120,0.1,0.05199228791773779,1.92336217552534,2.025957972805933,0.27943967520385243,False
class:Aromatic,3,20,3957,31120,0.15,0.1271529562982005,1.1796815769522366,1.211390090532043,0.4766488357162241,False
type:ASP,1,20,1259,31120,0.05,0.04045629820051414,1.2359015091342336,1.2483173780360353,0.5623490148298183,False
class:Basic,2,20,2998,31120,0.1,0.09633676092544988,1.038025350233489,1.042250389148321,0.5870706706479211,False
type:ALA,1,20,1499,31120,0.05,0.04816838046272494,1.038025350233489,1.0400266844563042,0.6275588465661951,False
type:PHE,1,20,1619,31120,0.05,0.05202442159383033,0.9610870907967882,0.9590390429439876,0.6565927829629385,False
type:PRO,1,20,2039,31120,0.05,0.06552056555269922,0.7631191760666994,0.7506517642807362,0.7421888043864924,False
class:Acidic,1,20,2399,31120,0.05,0.07708868894601542,0.6486035848270113,0.6301090366600118,0.7990251402721299,False
class:Special,2,20,4498,31120,0.1,0.14453727506426736,0.6918630502445531,0.6576256113828368,0.8070624184099551,False
type:GLY,1,20,2459,31120,0.05,0.07901670951156813,0.6327775518503457,0.6134500545793112,0.8072548810189999,False
class:Polar_uncharged,4,20,10256,31120,0.2,0.3295629820051414,0.6068642745709829,0.5085803432137286,0.9352796506164642,False
flag:is_polar,7,20,15653,31120,0.35,0.5029884318766067,0.6958410528333226,0.5320631582051119,0.9453288938077153,False
type:ASN,0,20,2820,31120,0.0,0.09061696658097686,0.0,0.0,1.0,False
type:GLU,0,20,1140,31120,0.0,0.036632390745501286,0.0,0.0,1.0,False
type:ARG,0,20,1260,31120,0.0,0.04048843187660668,0.0,0.0,1.0,False
type:TRP,0,20,720,31120,0.0,0.02313624678663239,0.0,0.0,1.0,False
type:SER,0,20,2400,31120,0.0,0.07712082262210797,0.0,0.0,1.0,False
type:THR,0,20,3000,31120,0.0,0.09640102827763496,0.0,0.0,1.0,False
type:LYS,0,20,1020,31120,0.0,0.032776349614395885,0.0,0.0,1.0,False
type:VAL,0,20,1320,31120,0.0,0.042416452442159386,0.0,0.0,1.0,False
type:MET,0,20,480,31120,0.0,0.015424164524421594,0.0,0.0,1.0,False
flag:is_charged,20,20,31120,31120,1.0,1.0,1.0,,1.0,False
