r_A,water_M,sucrose_M,water_per_A3,sucrose_per_A3,n_water,n_sucrose
0.25,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
1.25,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.4441,0.0,0.0002674448915720432,0.0,295.6470588235294,0.0
2.75,97.6896,0.00021,0.058830061842499476,1.283664644709678e-07,35944.92156862745,0.0784313725490196
3.25,59.0838,0.02133,0.035581090699106276,1.2842807058649721e-05,14884.686274509804,5.372549019607843
3.75,61.4581,0.11551,0.037010959926532666,6.955982438532292e-05,12581.980392156862,23.647058823529413
4.25,51.6381,0.2608,0.031097203647225846,0.0001570595243855021,9426.176470588236,47.6078431372549
4.75,47.6367,0.40816,0.028687462415792817,0.0002458007587351899,8055.294117647059,69.01960784313725
5.25,47.778,0.54187,0.028772593315474666,0.0003263194557356838,7631.294117647059,86.54901960784314
5.75,49.1448,0.53741,0.029595670778795297,0.0003236357172979835,7613.450980392156,83.25490196078431
6.25,53.3465,0.53661,0.032126022850547185,0.0003231543641391033,7988.196078431372,80.3529411764706
6.75,53.6352,0.42932,0.03229988861732531,0.00025854159553041414,7787.3725490196075,62.333333333333336
7.25,51.9901,0.28201,0.03130917668523723,0.0001698293194768257,7367.0392156862745,39.96078431372549
7.75,50.5839,0.2195,0.030462346617061226,0.0001321837525789639,7107.941176470588,30.84313725490196
8.25,50.9029,0.2186,0.030654440747715103,0.00013164221712247512,7036.078431372549,30.215686274509803
8.75,51.8701,0.23141,0.03123692315113109,0.00013936051764248893,7106.705882352941,31.705882352941178
9.25,52.0414,0.2494,0.031340086585387415,0.00015019141240610076,7053.78431372549,33.80392156862745
9.75,52.0355,0.23393,0.031336530946493385,0.0001408762356939169,6995.9607843137255,31.45098039215686
10.25,52.0271,0.24042,0.031331460622449125,0.0001447823176691493,6933.411764705882,32.03921568627451
10.75,52.3047,0.23944,0.031498642427509056,0.0001441926241051384,6926.098039215686,31.705882352941178
11.25,52.2648,0.2417,0.03147457461607516,0.00014555293980106506,6919.725490196079,32.0
11.75,52.3657,0.23444,0.031535387854692946,0.00014118305236623954,6906.803921568628,30.92156862745098
12.25,52.2435,0.24003,0.031461783246402315,0.00014454674759010027,6879.705882352941,31.607843137254903
12.75,52.4492,0.23763,0.03158562457649101,0.00014310330415759356,6885.568627450981,31.19607843137255
13.25,52.442,0.23751,0.03158131447489775,0.00014302911140123205,6870.882352941177,31.11764705882353
13.75,52.6612,0.24489,0.031713301634025276,0.0001474755337500355,6872.882352941177,31.96078431372549
14.25,52.1713,0.23253,0.03141828782893754,0.00014003004867295697,6858.6274509803925,30.568627450980394
14.75,52.6681,0.2345,0.03171746173540571,0.0001412198129186066,6852.392156862745,30.50980392156863
