group,n_in_top,n_top,n_in_rest,n_rest,freq_in_top,freq_in_rest,fold_enrichment,odds_ratio,p_value,significant
type:GLN,5,20,2035,31060,0.25,0.06551835157759175,3.815724815724816,4.754299754299755,0.008186782400207687,True
class:Polar_uncharged,12,20,10248,31060,0.6,0.32994204764971025,1.8185011709601873,3.0462529274004684,0.011913964566623225,True
type:TRP,2,20,718,31060,0.1,0.02311654861558274,4.325905292479109,4.695450324976787,0.07736920066928085,False
flag:is_polar,13,20,15587,31060,0.65,0.5018351577591758,1.2952460383653046,1.8435601096151555,0.13525689969139884,False
type:SER,3,20,2397,31060,0.15,0.07717321313586606,1.9436795994993743,2.1102112935286756,0.19740375976122432,False
type:GLY,3,20,2457,31060,0.15,0.07910495814552479,1.8962148962148961,2.054370466135172,0.2075189832284785,False
type:ALA,2,20,1498,31060,0.1,0.04822923374114617,2.0734312416555407,2.1927013796172674,0.2510525272322572,False
type:THR,3,20,2997,31060,0.15,0.09649066323245331,1.5545545545545545,1.6524171230053584,0.30328571614807914,False
type:ARG,1,20,1259,31060,0.05,0.04053444945267225,1.2335186656076251,1.245809121692237,0.5630614625004643,False
class:Special,3,20,4497,31060,0.15,0.14478428847392144,1.0360240160106737,1.042381195306675,0.5694186240527671,False
class:Aromatic,2,20,3958,31060,0.1,0.1274307791371539,0.7847397675593735,0.7608219639548593,0.7433521142550694,False
flag:is_aromatic,2,20,4678,31060,0.1,0.1506117192530586,0.6639589568191535,0.6266210631323927,0.8262964505220018,False
type:ASN,1,20,2819,31060,0.05,0.0907598197037991,0.5509045760908124,0.527267974832434,0.8508724442738868,False
class:Basic,1,20,2939,31060,0.05,0.09462330972311656,0.5284110241578768,0.5035905517451335,0.8630430253201382,False
class:Aliphatic,2,20,6238,31060,0.1,0.20083708950418544,0.4979159987175377,0.44212888746393075,0.93193597198144,False
type:LEU,0,20,2100,31060,0.0,0.06761107533805538,0.0,0.0,1.0,False
type:LYS,0,20,960,31060,0.0,0.030907920154539602,0.0,0.0,1.0,False
type:GLU,0,20,1140,31060,0.0,0.03670315518351577,0.0,0.0,1.0,False
type:MET,0,20,480,31060,0.0,0.015453960077269801,0.0,0.0,1.0,False
type:ASP,0,20,1260,31060,0.0,0.04056664520283323,0.0,0.0,1.0,False
type:PHE,0,20,1620,31060,0.0,0.05215711526078558,0.0,0.0,1.0,False
type:PRO,0,20,2040,31060,0.0,0.06567933032839665,0.0,0.0,1.0,False
type:TYR,0,20,1620,31060,0.0,0.05215711526078558,0.0,0.0,1.0,False
type:CYS,0,20,300,31060,0.0,0.009658725048293626,0.0,0.0,1.0,False
type:ILE,0,20,1320,31060,0.0,0.04249839021249195,0.0,0.0,1.0,False
type:HIS,0,20,720,31060,0.0,0.0231809401159047,0.0,0.0,1.0,False
type:VAL,0,20,1320,31060,0.0,0.04249839021249195,0.0,0.0,1.0,False
class:Acidic,0,20,2400,31060,0.0,0.07726980038634901,0.0,0.0,1.0,False
flag:is_charged,20,20,31060,31060,1.0,1.0,1.0,,1.0,False
class:Sulfur,0,20,780,31060,0.0,0.025112685125563427,0.0,0.0,1.0,False
