r_angstrom,gamma23_mean,gamma23_sem
1.000000000000000056e-01,-1.340766437589351767e+01,2.360377414124954082e-02
2.000000000000000111e-01,-1.419281656985379136e+01,2.724047508120540709e-02
3.000000000000000444e-01,-1.489608675398691418e+01,3.057156203308115244e-02
4.000000000000000222e-01,-1.553936107660108412e+01,3.487040311304372836e-02
5.000000000000000000e-01,-1.610793281554326484e+01,3.929471085906181133e-02
6.000000000000000888e-01,-1.655796566201722086e+01,4.324282656925887425e-02
7.000000000000000666e-01,-1.693491793542107615e+01,4.678454645476783080e-02
8.000000000000000444e-01,-1.718736498948235436e+01,5.031422575226587174e-02
9.000000000000000222e-01,-1.739089941300667164e+01,5.335866241529016452e-02
1.000000000000000000e+00,-1.751619638503790455e+01,5.503791484992374278e-02
1.100000000000000089e+00,-1.763857002537230656e+01,5.681824315533718500e-02
1.200000000000000178e+00,-1.762749681722488759e+01,6.072028965050868532e-02
1.300000000000000044e+00,-1.761664356752131866e+01,6.157377700303621332e-02
1.400000000000000133e+00,-1.753810047145959317e+01,6.347869856127337507e-02
1.500000000000000000e+00,-1.745255296542631740e+01,6.642592001197222817e-02
1.600000000000000089e+00,-1.720943624689264695e+01,6.974771301692844760e-02
1.700000000000000178e+00,-1.687754168620841000e+01,7.368286533546339334e-02
1.800000000000000044e+00,-1.648518200505517939e+01,7.961426919244773970e-02
1.900000000000000133e+00,-1.599581120855168237e+01,8.595395094475224984e-02
2.000000000000000000e+00,-1.546776461984297946e+01,9.276911019228122057e-02
2.100000000000000089e+00,-1.500471516819997042e+01,9.954465880943409728e-02
2.200000000000000178e+00,-1.445624557561980161e+01,1.052110783010864609e-01
2.300000000000000266e+00,-1.382743086502615704e+01,1.087011989741425988e-01
2.400000000000000355e+00,-1.317365966879715167e+01,1.120160574114710539e-01
2.500000000000000000e+00,-1.243089599910475762e+01,1.134714102498371457e-01
2.600000000000000089e+00,-1.177075158433607349e+01,1.134116477836424192e-01
2.700000000000000178e+00,-1.106752762903346365e+01,1.124698096581578516e-01
2.800000000000000266e+00,-1.043777772327769959e+01,1.131598025122233092e-01
2.900000000000000355e+00,-9.946621833530674195e+00,1.165944195283748069e-01
3.000000000000000000e+00,-9.454944348447980929e+00,1.176607364611680084e-01
3.100000000000000089e+00,-9.043379153669841131e+00,1.176646494374188751e-01
3.200000000000000178e+00,-8.641195921879186059e+00,1.183480459391359207e-01
3.300000000000000266e+00,-8.208510864825999676e+00,1.197640317399219639e-01
3.400000000000000355e+00,-7.931340226255806591e+00,1.191490821537916078e-01
3.500000000000000000e+00,-7.681205142796013519e+00,1.170134432446507528e-01
3.600000000000000089e+00,-7.433611771022620829e+00,1.153135731615224369e-01
3.700000000000000178e+00,-7.217387531789579924e+00,1.113251581398991691e-01
3.800000000000000266e+00,-7.037292742606823914e+00,1.059127645515166027e-01
3.900000000000000355e+00,-6.921040243505561129e+00,1.015673813788001145e-01
4.000000000000000000e+00,-6.877583879412434875e+00,9.534183490643244330e-02
4.100000000000000533e+00,-6.840693702460594494e+00,8.969379381620973257e-02
4.200000000000000178e+00,-6.840230286214769251e+00,8.557360488933574150e-02
4.299999999999999822e+00,-6.892943741125449719e+00,8.237943830106705945e-02
4.400000000000000355e+00,-6.957456258431059304e+00,7.987683411415684442e-02
4.500000000000000000e+00,-7.071650827857521193e+00,7.857270817655921669e-02
4.600000000000000533e+00,-7.204871864835194373e+00,7.780715902246197746e-02
4.700000000000000178e+00,-7.298531647820678536e+00,7.652041814089094451e-02
4.800000000000000711e+00,-7.452891273846957709e+00,7.692091306945804396e-02
4.900000000000000355e+00,-7.653087172362844193e+00,7.590206568040522295e-02
5.000000000000000000e+00,-7.854325572043964421e+00,7.717859002836047200e-02
