r_angstrom,gamma23_mean,gamma23_sem
1.000000000000000056e-01,-1.727030243213887672e+02,2.819763881780725234e-01
2.000000000000000111e-01,-1.805192921742295766e+02,3.120304362903943973e-01
3.000000000000000444e-01,-1.885119521339212554e+02,3.308755511858635368e-01
4.000000000000000222e-01,-1.964665860278233822e+02,3.479570471078868299e-01
5.000000000000000000e-01,-2.043481778821277999e+02,3.599755136956766521e-01
6.000000000000000888e-01,-2.118159412824844310e+02,3.719898471119661432e-01
7.000000000000000666e-01,-2.186852313871433466e+02,3.859762846345963783e-01
8.000000000000000444e-01,-2.248427307890564464e+02,3.971633349995273288e-01
9.000000000000000222e-01,-2.302399109819544378e+02,4.036301824984408482e-01
1.000000000000000000e+00,-2.347025969798386029e+02,4.150474808741781430e-01
1.100000000000000089e+00,-2.381772168227325039e+02,4.339061506531159962e-01
1.200000000000000178e+00,-2.408392997622395342e+02,4.501643530280478034e-01
1.300000000000000044e+00,-2.430250225574187937e+02,4.680134641131669659e-01
1.400000000000000133e+00,-2.446125846374354182e+02,4.914444373480434392e-01
1.500000000000000000e+00,-2.455273035786595131e+02,5.069306853134674107e-01
1.600000000000000089e+00,-2.459943081173501298e+02,5.269023740228025998e-01
1.700000000000000178e+00,-2.459407267937657195e+02,5.494617109352132323e-01
1.800000000000000044e+00,-2.459777098759894614e+02,5.679614773117256377e-01
1.900000000000000133e+00,-2.455093427895883735e+02,5.897797798021061633e-01
2.000000000000000000e+00,-2.453201530797007024e+02,6.023350507260225584e-01
2.100000000000000089e+00,-2.450563077193332902e+02,6.224865433902502243e-01
2.200000000000000178e+00,-2.452948217596677125e+02,6.363419466388096080e-01
2.300000000000000266e+00,-2.456114517485699764e+02,6.491434780804754556e-01
2.400000000000000355e+00,-2.461007001609304154e+02,6.647375197885690978e-01
2.500000000000000000e+00,-2.471402007030412733e+02,6.758326224317430242e-01
2.600000000000000089e+00,-2.482946993472010888e+02,6.897596716604514899e-01
2.700000000000000178e+00,-2.498399825710757227e+02,7.001748982628134277e-01
2.800000000000000266e+00,-2.516140234183204143e+02,7.112215614394169494e-01
2.900000000000000355e+00,-2.535721151250592698e+02,7.267402354579350909e-01
3.000000000000000000e+00,-2.554862654820981334e+02,7.342392813102525118e-01
3.100000000000000089e+00,-2.573560311629478861e+02,7.447364939797965766e-01
3.200000000000000178e+00,-2.593844884300974627e+02,7.535670681371677837e-01
3.300000000000000266e+00,-2.616590738988439284e+02,7.675277661538746354e-01
3.400000000000000355e+00,-2.635500246122023782e+02,7.753898984807492401e-01
3.500000000000000000e+00,-2.654692892465545810e+02,7.830401072072878943e-01
3.600000000000000089e+00,-2.673681935122669984e+02,7.927304826943813998e-01
3.700000000000000178e+00,-2.688226918013644422e+02,8.055431896309126483e-01
3.800000000000000266e+00,-2.701516589019051935e+02,8.086857985512103664e-01
3.900000000000000355e+00,-2.713994935992573687e+02,8.180017434325119741e-01
4.000000000000000000e+00,-2.726107385742935776e+02,8.214203477095324279e-01
4.100000000000000533e+00,-2.735853770224229038e+02,8.342684839055052315e-01
4.200000000000000178e+00,-2.744223148569642490e+02,8.429557352132475145e-01
4.299999999999999822e+00,-2.753013067326858732e+02,8.583957239486571522e-01
4.400000000000000355e+00,-2.760386857220518664e+02,8.729148854711130667e-01
4.500000000000000000e+00,-2.767044923855082175e+02,8.851571610765865961e-01
4.600000000000000533e+00,-2.773454953159442198e+02,8.942634187977640536e-01
4.700000000000000178e+00,-2.779346105787633974e+02,9.042428298369319384e-01
4.800000000000000711e+00,-2.784087721452454502e+02,9.169031282963967522e-01
4.900000000000000355e+00,-2.790044879374730726e+02,9.247551874538818550e-01
5.000000000000000000e+00,-2.796378963138942595e+02,9.428413593430612361e-01
5.100000000000000533e+00,-2.803283351776763084e+02,9.536201096348303485e-01
5.200000000000000178e+00,-2.809099555190053366e+02,9.654202050081238662e-01
5.300000000000000711e+00,-2.814815868982233269e+02,9.753086352999351671e-01
5.400000000000000355e+00,-2.822088793422852859e+02,9.860301710244414597e-01
5.500000000000000000e+00,-2.828827599492477134e+02,9.935948316814466885e-01
5.600000000000000533e+00,-2.834964190306860701e+02,1.009007239647697451e+00
5.700000000000000178e+00,-2.842266902629995684e+02,1.019613639198151622e+00
5.800000000000000711e+00,-2.851420433766579094e+02,1.031085204861324156e+00
5.900000000000000355e+00,-2.859477188288892648e+02,1.038889745451342828e+00
6.000000000000000000e+00,-2.869081272414046566e+02,1.053178300639392662e+00
6.100000000000000533e+00,-2.874659013377954579e+02,1.061099473934973947e+00
6.200000000000000178e+00,-2.882436365427831788e+02,1.071686647390128977e+00
6.300000000000000711e+00,-2.889376177901133929e+02,1.086508916130308977e+00
6.400000000000000355e+00,-2.897189200726949707e+02,1.099570091716861375e+00
6.500000000000000000e+00,-2.903826362059537587e+02,1.111418139300687447e+00
6.600000000000000533e+00,-2.911312517481968598e+02,1.122128995588392186e+00
6.700000000000000178e+00,-2.919965227119789688e+02,1.134156578845635144e+00
6.800000000000000711e+00,-2.927201434578684029e+02,1.147171445552331193e+00
6.900000000000000355e+00,-2.934847899701705387e+02,1.156959518280499033e+00
7.000000000000000000e+00,-2.941616205804749598e+02,1.165876528884236762e+00
7.100000000000000533e+00,-2.947311557188673987e+02,1.182775978506714232e+00
7.200000000000000178e+00,-2.953487435525535716e+02,1.193428489717670571e+00
7.300000000000000711e+00,-2.961526434676006261e+02,1.204587353489594559e+00
7.400000000000000355e+00,-2.967915840354690431e+02,1.209931211156798581e+00
7.500000000000000000e+00,-2.975209557424173568e+02,1.225250810650445610e+00
7.600000000000000533e+00,-2.981480674545643978e+02,1.232781339540495846e+00
7.700000000000000178e+00,-2.989573950330109255e+02,1.238195514615906268e+00
