r_angstrom,gamma23_mean,gamma23_sem
1.000000000000000056e-01,-1.179394869230295484e+01,3.895949418794397712e-02
2.000000000000000111e-01,-1.240337847823380812e+01,4.333142342269075825e-02
3.000000000000000444e-01,-1.293766598017559133e+01,4.783925106393879106e-02
4.000000000000000222e-01,-1.336308488814574424e+01,5.443811125372170073e-02
5.000000000000000000e-01,-1.365997839789035595e+01,6.209973779757211459e-02
6.000000000000000888e-01,-1.387039936765508408e+01,7.079748697292233273e-02
7.000000000000000666e-01,-1.389309940925341813e+01,8.101097349537635106e-02
8.000000000000000444e-01,-1.381841654643514516e+01,9.156862743647077585e-02
9.000000000000000222e-01,-1.366189018405447975e+01,1.007190064108114264e-01
1.000000000000000000e+00,-1.343790337275059876e+01,1.096607619923573584e-01
1.100000000000000089e+00,-1.317852809461221142e+01,1.178927283633511708e-01
1.200000000000000178e+00,-1.286086925451300367e+01,1.268246661015287879e-01
1.300000000000000044e+00,-1.246581002015616413e+01,1.350722122078954479e-01
1.400000000000000133e+00,-1.198380785954378247e+01,1.433630316254217441e-01
1.500000000000000000e+00,-1.147979259797675233e+01,1.532281203603482744e-01
1.600000000000000089e+00,-1.086187285640705547e+01,1.628027328715810351e-01
1.700000000000000178e+00,-1.012795877733990579e+01,1.732433631391184503e-01
1.800000000000000044e+00,-9.294455718446767989e+00,1.852611402032325050e-01
1.900000000000000133e+00,-8.413069367570136237e+00,1.944385021734596486e-01
2.000000000000000000e+00,-7.471111169656412088e+00,2.058813918905133822e-01
2.100000000000000089e+00,-6.490716866275607622e+00,2.183731701951718285e-01
2.200000000000000178e+00,-5.502928379932717995e+00,2.296618690739673230e-01
2.300000000000000266e+00,-4.539243621951515095e+00,2.407986558896217377e-01
2.400000000000000355e+00,-3.598019767148862957e+00,2.498432449768939190e-01
2.500000000000000000e+00,-2.720977323247759205e+00,2.566487061629196820e-01
2.600000000000000089e+00,-1.934528986412944684e+00,2.621064059411500335e-01
2.700000000000000178e+00,-1.177604002220989265e+00,2.674842347454237101e-01
2.800000000000000266e+00,-4.599633555363177306e-01,2.711231442367514344e-01
2.900000000000000355e+00,2.610120169588603378e-01,2.756651973404852796e-01
3.000000000000000000e+00,8.678837822292087001e-01,2.796270914703404831e-01
3.100000000000000089e+00,1.447189022643230460e+00,2.803478549287001798e-01
3.200000000000000178e+00,2.011644626821331272e+00,2.811980822407503244e-01
3.300000000000000266e+00,2.453813105601011291e+00,2.834890766681383845e-01
3.400000000000000355e+00,2.983040169674108011e+00,2.847112295774039681e-01
3.500000000000000000e+00,3.434199935874539200e+00,2.861456366622844305e-01
3.600000000000000089e+00,3.941059770261059025e+00,2.879051899895481714e-01
3.700000000000000178e+00,4.409893117645101057e+00,2.902497780059042354e-01
3.800000000000000266e+00,4.757773258543094741e+00,2.925963421707065693e-01
3.900000000000000355e+00,5.056858280925637494e+00,2.938939120113573944e-01
4.000000000000000000e+00,5.316398298641910714e+00,2.953555473380668484e-01
4.100000000000000533e+00,5.489379218639347968e+00,2.987339086861612869e-01
4.200000000000000178e+00,5.626411322161748885e+00,3.003968138169805790e-01
4.299999999999999822e+00,5.757029652940697240e+00,3.027834786432856418e-01
4.400000000000000355e+00,5.840312260860500260e+00,3.052209542713044121e-01
4.500000000000000000e+00,5.889118219464818615e+00,3.070485722267309869e-01
4.600000000000000533e+00,5.893672569720602716e+00,3.091221738594256419e-01
4.700000000000000178e+00,5.897668887763594547e+00,3.104701750608013788e-01
4.800000000000000711e+00,5.839862739892925703e+00,3.110493994669129569e-01
4.900000000000000355e+00,5.783978655896006238e+00,3.132811854881875635e-01
5.000000000000000000e+00,5.712283070029409160e+00,3.141376499186314120e-01
5.100000000000000533e+00,5.637430502210448502e+00,3.149414815642005427e-01
5.200000000000000178e+00,5.516679261596558526e+00,3.167644102979974008e-01
5.300000000000000711e+00,5.412464834990934115e+00,3.188625423662848624e-01
5.400000000000000355e+00,5.291082040946712972e+00,3.202638679467552651e-01
5.500000000000000000e+00,5.236433914825009417e+00,3.227080581958312044e-01
5.600000000000000533e+00,5.181396096769722348e+00,3.238002255506426397e-01
5.700000000000000178e+00,5.133471779935372403e+00,3.255082274909555928e-01
5.800000000000000711e+00,5.057052228665381399e+00,3.277890481440470238e-01
5.900000000000000355e+00,4.970758500446738282e+00,3.281354985782809486e-01
6.000000000000000000e+00,4.914712959336528186e+00,3.288732835858441672e-01
6.100000000000000533e+00,4.848584854897698193e+00,3.296214275722452736e-01
6.200000000000000178e+00,4.809399153705019359e+00,3.308016135817119507e-01
6.300000000000000711e+00,4.719324387022239442e+00,3.318791588830738437e-01
6.400000000000000355e+00,4.703669040042978367e+00,3.327250620309097351e-01
6.500000000000000000e+00,4.624774293157317473e+00,3.354249920350175773e-01
6.600000000000000533e+00,4.501998790489109226e+00,3.368488908659678094e-01
6.700000000000000178e+00,4.464068462672481807e+00,3.379717065197824222e-01
6.800000000000000711e+00,4.387562534828352234e+00,3.392214404180277088e-01
6.900000000000000355e+00,4.312985002976691185e+00,3.398140739538477728e-01
7.000000000000000000e+00,4.247448106165681025e+00,3.398078816900795829e-01
7.100000000000000533e+00,4.168578131881004900e+00,3.397638842633123879e-01
7.200000000000000178e+00,4.098777833369667611e+00,3.398030602999225769e-01
7.300000000000000711e+00,3.973448749069480535e+00,3.404929091138110264e-01
7.400000000000000355e+00,3.917593521212501262e+00,3.394698547996493621e-01
7.500000000000000000e+00,3.860044211735104813e+00,3.396183462061668212e-01
7.600000000000000533e+00,3.766417664994490266e+00,3.384088299585767401e-01
7.700000000000000178e+00,3.671917850472941502e+00,3.386651427685841154e-01
7.800000000000000711e+00,3.580277512998007783e+00,3.396122112392794823e-01
7.900000000000000355e+00,3.472832865323015827e+00,3.404379113422890679e-01
8.000000000000000000e+00,3.428400682801983734e+00,3.390830701742394426e-01
8.099999999999999645e+00,3.319431497468601222e+00,3.398618684597918271e-01
8.200000000000001066e+00,3.230421497708089174e+00,3.407969486092431999e-01
8.300000000000000711e+00,3.163890834946962549e+00,3.398007711714939316e-01
8.400000000000000355e+00,3.032845846946282453e+00,3.407505203846718511e-01
8.500000000000000000e+00,2.917864582717625499e+00,3.425236848473705020e-01
8.599999999999999645e+00,2.747119310697137440e+00,3.419673774088997087e-01
8.700000000000001066e+00,2.624279636614906597e+00,3.417430471726534691e-01
8.800000000000000711e+00,2.515484210692041422e+00,3.418090499729011800e-01
8.900000000000000355e+00,2.410538192028342408e+00,3.418549597071898205e-01
9.000000000000000000e+00,2.321907353662734597e+00,3.419379632150534865e-01
9.099999999999999645e+00,2.203791554384912477e+00,3.419300693053379248e-01
9.200000000000001066e+00,2.108089107979953969e+00,3.421525339895430395e-01
9.300000000000000711e+00,1.977992320017072814e+00,3.423132784979366905e-01
9.400000000000000355e+00,1.822835111466926339e+00,3.421735340032949213e-01
9.500000000000000000e+00,1.703558026253900293e+00,3.416658875407787010e-01
9.600000000000001421e+00,1.585723021778743913e+00,3.406338796878934927e-01
9.700000000000001066e+00,1.512845542400868881e+00,3.401284489430517755e-01
9.800000000000000711e+00,1.426936465747164151e+00,3.398278855980527702e-01
9.900000000000000355e+00,1.288069832452092722e+00,3.413625890690839548e-01
1.000000000000000000e+01,1.180554456804522312e+00,3.412186842646798279e-01
1.010000000000000142e+01,9.846315573054745807e-01,3.393594079805088981e-01
1.020000000000000107e+01,8.643839541428786077e-01,3.395036969266149729e-01
1.030000000000000071e+01,7.838215390488167955e-01,3.389842396965694893e-01
1.040000000000000036e+01,6.944649255636592411e-01,3.392821300544902607e-01
1.050000000000000000e+01,6.012238449578115596e-01,3.394821710748638366e-01
1.060000000000000142e+01,5.031622599993755829e-01,3.394164748461482861e-01
1.070000000000000107e+01,3.698697834595177647e-01,3.390379704714333031e-01
1.080000000000000071e+01,2.903808747513256794e-01,3.392571731986862016e-01
1.090000000000000036e+01,1.527511674142597586e-01,3.395617783691445846e-01
1.100000000000000000e+01,-1.121716437380605377e-02,3.401015750602303100e-01
1.110000000000000142e+01,-9.543268004264295057e-02,3.408975311564699795e-01
1.120000000000000107e+01,-1.634405368371679712e-01,3.420450814293189978e-01
1.130000000000000071e+01,-2.596536202867810728e-01,3.436963424854496130e-01
1.140000000000000036e+01,-3.891159573435859498e-01,3.438759278851782897e-01
1.150000000000000000e+01,-5.060594869870689294e-01,3.450031668112728545e-01
1.160000000000000142e+01,-5.666846885781421372e-01,3.452610125140803676e-01
1.170000000000000107e+01,-6.435687379921980478e-01,3.455189236105341566e-01
1.180000000000000071e+01,-7.222920051439146727e-01,3.447712683253571497e-01
1.190000000000000036e+01,-8.358033745370638812e-01,3.448680051909969735e-01
1.200000000000000000e+01,-9.295374192568619520e-01,3.460396071449117761e-01
1.210000000000000142e+01,-1.020228648693031426e+00,3.468408797426445478e-01
1.220000000000000107e+01,-1.127516513433219458e+00,3.473552053018293395e-01
1.230000000000000071e+01,-1.234565596087129569e+00,3.484390893997291738e-01
1.240000000000000036e+01,-1.329582124612203486e+00,3.504775138730546469e-01
1.250000000000000000e+01,-1.429633178417060835e+00,3.521705607408185390e-01
1.260000000000000142e+01,-1.476108013709863886e+00,3.526128006639720480e-01
1.270000000000000107e+01,-1.560041507894216695e+00,3.519368166201227166e-01
1.280000000000000071e+01,-1.654338819209936418e+00,3.521614850736300428e-01
1.290000000000000036e+01,-1.713127188481330831e+00,3.519191029371689372e-01
1.300000000000000000e+01,-1.845271127098178976e+00,3.523279183363595135e-01
1.310000000000000142e+01,-1.899923650379128581e+00,3.541253241098961668e-01
1.320000000000000107e+01,-1.919665476563322759e+00,3.551718758031892076e-01
1.330000000000000071e+01,-2.049174807027159595e+00,3.561321517402584180e-01
1.340000000000000036e+01,-2.177503229542758323e+00,3.566165287677190432e-01
1.350000000000000000e+01,-2.296822749465622149e+00,3.576777677629289776e-01
1.360000000000000142e+01,-2.398729670805463954e+00,3.600194444464642762e-01
1.370000000000000107e+01,-2.439042313389660155e+00,3.626537129020677153e-01
1.380000000000000071e+01,-2.566450938057457609e+00,3.638345464216619640e-01
1.390000000000000036e+01,-2.682194615938422011e+00,3.655681736695333139e-01
1.400000000000000000e+01,-2.803208553874894537e+00,3.656549283963855257e-01
1.410000000000000142e+01,-2.890618366655864691e+00,3.669787023141299342e-01
1.420000000000000107e+01,-2.933747398772273751e+00,3.672408892452035389e-01
1.430000000000000071e+01,-3.021511460197349397e+00,3.697934248260010270e-01
1.440000000000000036e+01,-3.165692060213102899e+00,3.716273227651588629e-01
1.450000000000000000e+01,-3.255806150585644598e+00,3.727979525266475469e-01
1.460000000000000142e+01,-3.370869635140919751e+00,3.757971140564393964e-01
1.470000000000000107e+01,-3.486106957350163515e+00,3.782939423191548078e-01
1.480000000000000071e+01,-3.587480751574863458e+00,3.801891150117971963e-01
1.490000000000000036e+01,-3.698057654314960807e+00,3.814120984662028313e-01
1.500000000000000000e+01,-3.805444824840836571e+00,3.828921760732870716e-01
