region_type,region_index,n,mean,std,min,max,sem
3F,0,615,-0.19662631929521593,0.6405972465612275,-1.389260751132258,3.6013823600599433,0.02583137413924525
3F,1,615,-0.22351547322838433,0.47605250856970355,-1.3424119621308674,1.9538315691818848,0.01919628990727316
3F,2,618,-0.31785404920911964,0.408820795222025,-1.3081945804858566,1.69749226675305,0.01644518415484245
3F,3,612,-0.15012475851201415,0.4735307734332832,-1.06477016754749,2.0306357982895054,0.019141347018096586
3F,4,623,-0.2723591294837248,0.4962275209862293,-1.1794807883247012,2.86116212466908,0.019880935825165064
3F,5,621,-0.20915977590143087,0.44428058202282095,-1.2320506709622134,1.4911742332169355,0.017828365625419788
3F,6,621,0.059051054605550025,1.054909877315779,-1.465963738537796,9.188986578363343,0.04233207516975473
3F,7,622,0.011841430933298178,0.9341476086657465,-1.195373565299059,6.007857164869895,0.03745590665528825
3F,8,623,-0.3231957045830428,0.48276903765138796,-1.538726269462258,1.457364854652039,0.019341733076086866
3F,9,618,-0.378425358223877,0.3867042342391163,-1.4562870997147233,1.7382450308434099,0.015555525599097477
3F,10,626,-0.3113389297754623,0.4954348866521681,-1.521924593241506,1.8305863605043735,0.0198015605490827
3F,11,625,-0.17080693916912493,0.475891108755982,-1.375947786186412,1.731954712122152,0.01903564435023928
3F,12,609,-0.11597505767088317,0.8412533162073366,-1.2039654091125627,4.613443836765817,0.034089304671527765
3F,13,608,-0.31533434117405845,0.4310271910860476,-1.2082569895405117,1.9530557335506438,0.017480460870994845
3F,14,617,-0.08389747075431951,0.7093504431084042,-1.2662385602522657,3.550534521876424,0.028557373543311074
3F,15,619,-0.2800481508560922,0.45532783842664803,-1.3325768746100848,1.6227071973195981,0.01830117100547673
3F,16,623,-0.2656526395586667,0.43991142760858365,-1.2726612346632942,2.123056512545753,0.01762467918679928
3F,17,609,-0.2931653518901466,0.5658102580912543,-1.1615202001518794,3.762937786384336,0.022927788696638855
3F,18,622,-0.12852562706449044,0.6153250529971204,-1.3082600640545916,2.893416977990002,0.024672286835524335
3F,19,605,-0.03132907135197746,0.6074911167790691,-1.2042174522884692,2.378576156529863,0.024698026051732026
5F,0,200,-0.36976034554181597,0.4258417605705923,-1.2077179001042044,0.9293924290918419,0.030111559661188395
5F,1,204,-0.36400961224917566,0.35306724028025616,-0.9906876202463809,0.7709675053349325,0.02471965124435873
5F,2,199,0.21459044966626867,0.7301656001899538,-0.9003105058199509,2.9074236789252557,0.05176006705182892
5F,3,192,-0.16306544957214072,0.7195276689199982,-1.1578193655415587,1.565879831827176,0.05192743666754311
5F,4,181,-0.04424699863677397,0.6267493542175834,-1.2325521858176405,1.9858716405112689,0.046585912615412145
5F,5,187,-0.32183483857721057,0.4959045782745048,-1.0121360910743948,1.247190002793055,0.03626413430905395
5F,6,189,-0.6124548358984038,0.2791647562066136,-1.316000376225079,0.06346797695298587,0.02030624804255079
5F,7,185,-0.2554225695934168,0.690870669835964,-1.3425893748894737,2.7531361525992986,0.050793821843914407
5F,8,195,-0.3486319510060509,0.4657414543595542,-1.1700443006252694,1.184044672374854,0.033352438292363444
5F,9,195,-0.3081423073972243,0.29261012371002565,-0.9611073593925579,0.530964360675179,0.02095424618832679
5F,10,199,0.10515227510081115,0.8178143858971072,-1.0990189284246739,2.7860908932300537,0.057973324734789354
5F,11,206,0.09847991998738188,0.7702072733298602,-1.1054192340039648,2.411779771150838,0.05366288351764414
