r_center_A,na_per_frame,cl_per_frame,net_charge_per_frame,cum_counter_charge_Q_e
0.25,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0
1.25,0.0,0.0,0.0,0.0
1.75,0.0,0.0,0.0,0.0
2.25,25.968063872255488,0.0,25.968063872255488,25.968063872255488
2.75,5.720558882235529,18.233532934131738,-12.512974051896208,13.45508982035928
3.25,1.7704590818363273,273.81437125748505,-272.0439121756487,-258.58882235528944
3.75,16.269461077844312,53.421157684630735,-37.15169660678643,-295.74051896207584
4.25,47.650698602794414,71.56487025948104,-23.914171656686626,-319.65469061876246
4.75,45.71057884231537,65.77644710578842,-20.065868263473053,-339.72055888223554
5.25,25.275449101796408,52.01197604790419,-26.736526946107784,-366.45708582834334
5.75,23.952095808383234,45.42914171656687,-21.477045908183634,-387.934131736527
6.25,28.730538922155688,46.387225548902194,-17.656686626746506,-405.59081836327346
6.75,31.447105788423155,48.43313373253493,-16.986027944111775,-422.5768463073852
7.25,31.726546906187625,42.9560878243513,-11.229540918163673,-433.80638722554886
7.75,31.08183632734531,39.40319361277445,-8.321357285429142,-442.127744510978
8.25,30.82634730538922,38.199600798403196,-7.373253493013972,-449.500998003992
8.75,31.0,38.528942115768466,-7.528942115768463,-457.02994011976045
9.25,31.13373253493014,38.46906187624751,-7.335329341317365,-464.36526946107784
9.75,31.105788423153694,38.14570858283433,-7.039920159680639,-471.4051896207585
10.25,31.856287425149702,36.70459081836327,-4.848303393213573,-476.2534930139721
10.75,32.159680638722556,36.80439121756487,-4.644710578842315,-480.8982035928144
11.25,31.78243512974052,36.9061876247505,-5.12375249500998,-486.0219560878244
11.75,32.662674650698605,37.10778443113772,-4.445109780439122,-490.4670658682635
12.25,32.746506986027946,36.77445109780439,-4.027944111776447,-494.4950099800399
12.75,32.84231536926148,36.924151696606785,-4.081836327345309,-498.5768463073852
13.25,33.16566866267465,36.26946107784431,-3.1037924151696608,-501.6806387225549
13.75,33.884231536926144,36.76646706586826,-2.882235528942116,-504.56287425149696
14.25,33.678642714570856,36.4251497005988,-2.7465069860279443,-507.3093812375249
14.75,34.31337325349301,36.409181636726544,-2.095808383233533,-509.40518962075845
15.25,33.790419161676645,36.72055888223553,-2.9301397205588824,-512.3353293413173
15.75,33.97804391217565,36.20558882235529,-2.2275449101796405,-514.562874251497
16.25,33.942115768463076,35.64071856287425,-1.6986027944111777,-516.2614770459081
16.75,34.30938123752495,36.213572854291414,-1.904191616766467,-518.1656686626745
17.25,34.37125748502994,35.63872255489022,-1.2674650698602794,-519.4331337325348
17.75,34.86626746506986,36.1497005988024,-1.2834331337325349,-520.7165668662673
18.25,35.06187624750499,35.98003992015968,-0.9181636726546906,-521.634730538922
18.75,34.768463073852296,35.724550898203596,-0.9560878243512974,-522.5908183632732
19.25,34.62075848303393,35.39720558882235,-0.7764471057884231,-523.3672654690616
19.75,34.740518962075846,36.24151696606786,-1.5009980039920159,-524.8682634730536
