r_center_A,na_per_frame,cl_per_frame,net_charge_per_frame,cum_counter_charge_Q_e
0.025,0.0,0.0,0.0,0.0
0.07500000000000001,0.0,0.0,0.0,0.0
0.125,0.0,0.0,0.0,0.0
0.17500000000000002,0.0,0.0,0.0,0.0
0.225,0.0,0.0,0.0,0.0
0.275,0.0,0.0,0.0,0.0
0.32500000000000007,0.0,0.0,0.0,0.0
0.375,0.0,0.0,0.0,0.0
0.42500000000000004,0.0,0.0,0.0,0.0
0.475,0.0,0.0,0.0,0.0
0.525,0.0,0.0,0.0,0.0
0.5750000000000001,0.0,0.0,0.0,0.0
0.625,0.0,0.0,0.0,0.0
0.675,0.0,0.0,0.0,0.0
0.7250000000000001,0.0,0.0,0.0,0.0
0.775,0.0,0.0,0.0,0.0
0.8250000000000001,0.0,0.0,0.0,0.0
0.875,0.0,0.0,0.0,0.0
0.925,0.0,0.0,0.0,0.0
0.9750000000000001,0.0,0.0,0.0,0.0
1.025,0.0,0.0,0.0,0.0
1.0750000000000002,0.0,0.0,0.0,0.0
1.125,0.0,0.0,0.0,0.0
1.1750000000000003,0.0,0.0,0.0,0.0
1.225,0.0,0.0,0.0,0.0
1.275,0.0,0.0,0.0,0.0
1.3250000000000002,0.0,0.0,0.0,0.0
1.375,0.0,0.0,0.0,0.0
1.4250000000000003,0.0,0.0,0.0,0.0
1.475,0.0,0.0,0.0,0.0
1.525,0.0,0.0,0.0,0.0
1.5750000000000002,0.0,0.0,0.0,0.0
1.625,0.0,0.0,0.0,0.0
1.6750000000000003,0.0,0.0,0.0,0.0
1.725,0.0,0.0,0.0,0.0
1.775,0.0,0.0,0.0,0.0
1.8250000000000002,0.0,0.0,0.0,0.0
1.875,0.0,0.0,0.0,0.0
1.9250000000000003,0.0,0.0,0.0,0.0
1.975,0.0,0.0,0.0,0.0
2.0250000000000004,0.003992015968063872,0.0,0.003992015968063872,0.003992015968063872
2.075,0.033932135728542916,0.0,0.033932135728542916,0.03792415169660679
2.125,0.30538922155688625,0.0,0.30538922155688625,0.34331337325349304
2.175,1.1936127744510978,0.0,1.1936127744510978,1.5369261477045908
2.225,2.8722554890219563,0.0,2.8722554890219563,4.409181636726547
2.2750000000000004,4.325349301397206,0.0,4.325349301397206,8.734530938123754
2.325,4.682634730538922,0.0,4.682634730538922,13.417165668662676
2.375,4.335329341317365,0.0,4.335329341317365,17.75249500998004
2.4250000000000003,3.502994011976048,0.0,3.502994011976048,21.255489021956087
2.475,2.5189620758483033,0.0,2.5189620758483033,23.77445109780439
2.5250000000000004,1.7125748502994012,0.0,1.7125748502994012,25.487025948103792
2.575,1.129740518962076,0.0,1.129740518962076,26.61676646706587
2.625,0.7604790419161677,0.0,0.7604790419161677,27.377245508982035
2.6750000000000003,0.5369261477045908,0.0,0.5369261477045908,27.914171656686626
2.725,0.3912175648702595,0.0,0.3912175648702595,28.305389221556887
2.7750000000000004,0.27944111776447106,0.005988023952095809,0.27345309381237526,28.57884231536926
2.825,0.22355289421157684,0.12974051896207583,0.09381237524950099,28.672654690618764
2.875,0.17165668662674652,0.9720558882235529,-0.8003992015968064,27.872255489021956
2.9250000000000003,0.1536926147704591,4.325349301397206,-4.171656686626746,23.70059880239521
2.975,0.1277445109780439,13.007984031936127,-12.880239520958083,10.820359281437126
3.0250000000000004,0.09580838323353294,26.85429141716567,-26.758483033932137,-15.938123752495011
3.075,0.0718562874251497,41.10978043912176,-41.03792415169661,-56.97604790419162
