region_type,region_index,n,mean,std,min,max,sem
3F,0,629,-0.07845430672165316,0.05707655670552214,-0.24981209314739836,0.1874356924035343,0.002275791350811919
3F,1,629,-0.03879106386323754,0.1411975483848979,-0.2574991955623433,0.5717794128704623,0.005629914940876399
3F,2,626,-0.027142670067422315,0.08785764990008496,-0.22304442668448032,0.3065604518088744,0.003511497920448329
3F,3,619,-0.039956488269812886,0.12615129963583513,-0.22660043221962944,0.5305781239100695,0.0050704488334738194
3F,4,633,-0.07052719706808967,0.07207712384842808,-0.2482524181660333,0.3296971462342873,0.0028648084784339174
3F,5,628,-0.08207733419275384,0.04544931541904499,-0.2495943880813906,0.1090173655817361,0.0018136251271985938
3F,6,633,-0.04656240429411201,0.0976588437425378,-0.2638719543343841,0.4169575544551292,0.003881590560356092
3F,7,624,-0.07088208641505489,0.056186682906388244,-0.25616949594000593,0.1982089288561499,0.002249267450557949
3F,8,624,-0.07833467823842057,0.050333869680641415,-0.2674241966928361,0.12353697132630719,0.00201496740645674
3F,9,628,-0.025934680815396818,0.09543284119589782,-0.19481038145687612,0.44573852152621113,0.0038081849452963716
3F,10,627,-0.07536406944730052,0.0607956900215545,-0.23774782943396783,0.2778043707107945,0.002427945990086398
3F,11,634,-0.0447000999671691,0.09405200809600635,-0.2664428674950793,0.2931256269592984,0.003735282418068367
3F,12,622,-0.059953562195601474,0.06022471062867591,-0.24251425018646858,0.19741305412544471,0.002414790894633209
3F,13,634,-0.06728218802340383,0.05234784434078698,-0.23110932826936478,0.136817358392537,0.0020789984876274435
3F,14,633,-0.04484919272103804,0.09141715697184687,-0.23286100476604873,0.26295212759626285,0.0036335057835827165
3F,15,625,-0.08552646774942015,0.04725119515795389,-0.2639613098070479,0.011438734076212168,0.0018900478063181556
3F,16,621,-0.0500515776967575,0.07938866288842938,-0.23888860990658034,0.3151394413399394,0.0031857573023873725
3F,17,628,-0.07962736671988208,0.052663240482291825,-0.2793127165776895,0.11531416692819763,0.002101492076124072
3F,18,613,-0.06978530436956867,0.08640668718462009,-0.2519989125554208,0.2611679778078049,0.0034899332250820313
3F,19,629,-0.043953822678161975,0.06715740168856643,-0.24252318200885375,0.17025125709758857,0.002677740962798031
5F,0,195,-0.002864557771878764,0.13918276201786467,-0.18208697869176613,0.440583244033075,0.009967084609088352
5F,1,204,-0.04817011253801656,0.0802931786288195,-0.20836304783744725,0.287228151702547,0.005621646945861969
5F,2,187,-0.008142259925365665,0.08017701320225545,-0.1668068103916255,0.21962906659903747,0.00586312388036863
5F,3,203,-0.03261324658100405,0.07365382728927536,-0.1625228942906868,0.3119764529155139,0.0051694852457666455
5F,4,193,-0.07039268569107364,0.05253476035108887,-0.17701057402197456,0.06364296482941825,0.003781534796252179
5F,5,192,-0.014810777925514064,0.0799792432050137,-0.14946908781270415,0.2377210303947742,0.005772004699249652
5F,6,189,-0.024798093149092395,0.07994290200760498,-0.1728198556933162,0.22858946169384703,0.00581499047181408
5F,7,193,-0.02564655141766022,0.09474749482244231,-0.1425627541040277,0.43897743564199315,0.006820073911717436
5F,8,197,0.03479010568960051,0.19096870852869152,-0.18267006597119714,0.6275444419230342,0.013605957122670232
5F,9,201,-0.046482893311772154,0.07871635701040437,-0.14933416336533165,0.33680635948443993,0.005552223731364896
5F,10,203,-0.003105871658291928,0.10705857204042925,-0.1350986898222617,0.43025700565795355,0.007514038699200495
5F,11,196,-0.039139708486094785,0.05241675795192438,-0.14018921276398738,0.18240264729816702,0.00374405413942317
