group,n_in_top,n_top,n_in_rest,n_rest,freq_in_top,freq_in_rest,fold_enrichment,odds_ratio,p_value,significant
class:Polar_uncharged,12,20,9348,30700,0.6,0.30449511400651463,1.970474967907574,3.4261874197689344,0.005891213478926993,True
flag:is_polar,14,20,14866,30700,0.7,0.4842345276872964,1.4455805193057985,2.485268397685995,0.043125504853446836,True
type:SER,4,20,2756,30700,0.2,0.08977198697068405,2.227866473149492,2.534833091436865,0.09877881880842068,False
type:ALA,3,20,1797,30700,0.15,0.058534201954397395,2.5626043405676127,2.838358047726603,0.10892982851179148,False
type:THR,3,20,2457,30700,0.15,0.08003257328990228,1.8742368742368742,2.02851396969044,0.2124268712929848,False
type:ASN,3,20,2637,30700,0.15,0.0858957654723127,1.746302616609784,1.8780030783644517,0.24406968148687466,False
type:GLN,2,20,1498,30700,0.1,0.048794788273615636,2.0493991989319094,2.1659991099243436,0.2553136816199939,False
type:ARG,1,20,1259,30700,0.05,0.041009771986970686,1.2192216044479747,1.230759583629447,0.567370937362834,False
type:ASP,1,20,1499,30700,0.05,0.04882736156351791,1.0240160106737826,1.0252800112355605,0.632682130656331,False
class:Aliphatic,4,20,6536,30700,0.2,0.21289902280130293,0.9394124847001224,0.924265605875153,0.6429552013607143,False
type:VAL,1,20,1619,30700,0.05,0.05273615635179153,0.9481161210623842,0.9453853905919833,0.6617124974062152,False
type:PHE,1,20,1799,30700,0.05,0.058599348534201956,0.8532518065591996,0.8455282174307364,0.7012043367912983,False
type:PRO,1,20,2159,30700,0.05,0.0703257328990228,0.7109773043075498,0.6957655834816313,0.7674391544558381,False
class:Acidic,1,20,2639,30700,0.05,0.08596091205211727,0.581659719590754,0.5596418100955306,0.834321866249259,False
class:Basic,1,20,2879,30700,0.05,0.0937785016286645,0.5331712400138937,0.5086013052777829,0.8604652434668706,False
class:Aromatic,1,20,3959,30700,0.05,0.12895765472312704,0.38772417277090176,0.35549912923252813,0.9367733336067527,False
class:Special,1,20,4379,30700,0.05,0.14263843648208469,0.3505366522036995,0.3163543707407363,0.953927230132044,False
flag:is_aromatic,1,20,4739,30700,0.05,0.15436482084690553,0.32390799746782023,0.2883242078608634,0.9650160846376535,False
type:TYR,0,20,1440,30700,0.0,0.046905537459283386,0.0,0.0,1.0,False
type:TRP,0,20,720,30700,0.0,0.023452768729641693,0.0,0.0,1.0,False
type:HIS,0,20,780,30700,0.0,0.025407166123778503,0.0,0.0,1.0,False
type:GLY,0,20,2220,30700,0.0,0.07231270358306188,0.0,0.0,1.0,False
type:GLU,0,20,1140,30700,0.0,0.03713355048859935,0.0,0.0,1.0,False
type:LYS,0,20,840,30700,0.0,0.02736156351791531,0.0,0.0,1.0,False
type:MET,0,20,660,30700,0.0,0.021498371335504887,0.0,0.0,1.0,False
type:LEU,0,20,1980,30700,0.0,0.06449511400651466,0.0,0.0,1.0,False
type:CYS,0,20,300,30700,0.0,0.009771986970684038,0.0,0.0,1.0,False
type:ILE,0,20,1140,30700,0.0,0.03713355048859935,0.0,0.0,1.0,False
flag:is_charged,20,20,30700,30700,1.0,1.0,1.0,,1.0,False
class:Sulfur,0,20,960,30700,0.0,0.031270358306188926,0.0,0.0,1.0,False
