group,n_in_top,n_top,n_in_rest,n_rest,freq_in_top,freq_in_rest,fold_enrichment,odds_ratio,p_value,significant
class:Polar_uncharged,12,20,9348,30850,0.6,0.30301458670988657,1.9801026957637995,3.4502567394094994,0.0056395059533005,True
type:SER,6,20,2754,30850,0.3,0.08927066450567261,3.360566448801743,4.37223778400249,0.0065554813347986195,True
type:ASN,4,20,2636,30850,0.2,0.08544570502431119,2.340667678300455,2.675834597875569,0.08577070760112031,False
type:ALA,3,20,1797,30850,0.15,0.05824959481361426,2.5751252086811354,2.8530884808013357,0.10773508933134104,False
flag:is_polar,13,20,15017,30850,0.65,0.48677471636952996,1.3353199706998735,1.9580570591424957,0.10792980086528225,False
type:GLN,2,20,1498,30850,0.1,0.048557536466774714,2.0594125500667557,2.1771250556297286,0.2535256271859853,False
class:Aliphatic,5,20,6535,30850,0.25,0.21183144246353322,1.1801836266258607,1.2402448355011477,0.4223313902935348,False
type:GLY,2,20,2218,30850,0.1,0.07189627228525121,1.390892696122633,1.4343252179140367,0.426909178974394,False
type:LYS,1,20,989,30850,0.05,0.03205834683954619,1.5596562184024267,1.5891118088446596,0.47905644240529155,False
type:ILE,1,20,1139,30850,0.05,0.03692058346839546,1.3542581211589115,1.372903285430433,0.5289542893800729,False
type:LEU,1,20,1979,30850,0.05,0.06414910858995138,0.779434057604851,0.7678253237945799,0.7345180675826959,False
class:Special,2,20,4378,30850,0.1,0.14191247974068072,0.7046596619460941,0.6718440688289935,0.7982240945729058,False
class:Basic,1,20,3029,30850,0.05,0.09818476499189627,0.509243974909211,0.4834147104307484,0.8734211985388385,False
type:MET,0,20,660,30850,0.0,0.02139384116693679,0.0,0.0,1.0,False
type:PRO,0,20,2160,30850,0.0,0.0700162074554295,0.0,0.0,1.0,False
type:ASP,0,20,1500,30850,0.0,0.04862236628849271,0.0,0.0,1.0,False
type:PHE,0,20,1800,30850,0.0,0.05834683954619125,0.0,0.0,1.0,False
type:GLU,0,20,1140,30850,0.0,0.036952998379254455,0.0,0.0,1.0,False
type:TYR,0,20,1440,30850,0.0,0.046677471636952995,0.0,0.0,1.0,False
type:VAL,0,20,1620,30850,0.0,0.05251215559157212,0.0,0.0,1.0,False
type:THR,0,20,2460,30850,0.0,0.07974068071312804,0.0,0.0,1.0,False
type:CYS,0,20,300,30850,0.0,0.009724473257698542,0.0,0.0,1.0,False
type:ARG,0,20,1260,30850,0.0,0.040842787682333875,0.0,0.0,1.0,False
type:TRP,0,20,720,30850,0.0,0.023338735818476498,0.0,0.0,1.0,False
type:HIS,0,20,780,30850,0.0,0.025283630470016208,0.0,0.0,1.0,False
class:Sulfur,0,20,960,30850,0.0,0.03111831442463533,0.0,0.0,1.0,False
class:Aromatic,0,20,3960,30850,0.0,0.12836304700162074,0.0,0.0,1.0,False
class:Acidic,0,20,2640,30850,0.0,0.08557536466774716,0.0,0.0,1.0,False
flag:is_charged,20,20,30850,30850,1.0,1.0,1.0,,1.0,False
flag:is_aromatic,0,20,4740,30850,0.0,0.15364667747163696,0.0,0.0,1.0,False
