group,n_in_top,n_top,n_in_rest,n_rest,freq_in_top,freq_in_rest,fold_enrichment,odds_ratio,p_value,significant
type:LYS,4,20,1136,31000,0.2,0.03664516129032258,5.45774647887324,6.572183098591549,0.0054889901470870205,True
flag:is_polar,15,20,15165,31000,0.75,0.4891935483870968,1.533135509396637,3.132542037586548,0.016378419946019247,True
type:SER,5,20,2755,31000,0.25,0.08887096774193548,2.813067150635209,3.417422867513612,0.027743084894017934,True
class:Polar_uncharged,10,20,9350,31000,0.5,0.3016129032258065,1.6577540106951871,2.3155080213903743,0.04971910716724016,True
class:Basic,4,20,3176,31000,0.2,0.10245161290322581,1.9521410579345089,2.190176322418136,0.14205763815605796,False
type:GLY,3,20,2217,31000,0.15,0.07151612903225807,2.0974289580514207,2.291092891825201,0.16865819984766453,False
type:GLN,2,20,1498,31000,0.1,0.04832258064516129,2.069425901201602,2.1882510013351135,0.25175556516208686,False
type:ALA,2,20,1798,31000,0.1,0.058,1.7241379310344829,1.8045977011494252,0.3247556513698449,False
type:THR,2,20,2458,31000,0.1,0.07929032258064517,1.2611879576891782,1.2902088418768647,0.47846926889962593,False
class:Special,3,20,4377,31000,0.15,0.14119354838709677,1.0623714873200822,1.0733782203765674,0.5512059977673845,False
type:ASP,1,20,1499,31000,0.05,0.04835483870967742,1.0340226817878586,1.0358133492503774,0.629015326260848,False
class:Acidic,1,20,2639,31000,0.05,0.08512903225806452,0.5873436907919667,0.5656249376757544,0.8312808440147308,False
type:ASN,1,20,2639,31000,0.05,0.08512903225806452,0.5873436907919667,0.5656249376757544,0.8312808440147308,False
class:Aliphatic,2,20,6538,31000,0.1,0.2109032258064516,0.47415111654940356,0.41572346283267053,0.9443750578182943,False
type:LEU,0,20,1980,31000,0.0,0.06387096774193549,0.0,0.0,1.0,False
type:TYR,0,20,1440,31000,0.0,0.04645161290322581,0.0,0.0,1.0,False
type:VAL,0,20,1620,31000,0.0,0.052258064516129035,0.0,0.0,1.0,False
type:PRO,0,20,2160,31000,0.0,0.0696774193548387,0.0,0.0,1.0,False
type:TRP,0,20,720,31000,0.0,0.023225806451612905,0.0,0.0,1.0,False
type:ARG,0,20,1260,31000,0.0,0.04064516129032258,0.0,0.0,1.0,False
type:GLU,0,20,1140,31000,0.0,0.036774193548387096,0.0,0.0,1.0,False
type:PHE,0,20,1800,31000,0.0,0.05806451612903226,0.0,0.0,1.0,False
type:CYS,0,20,300,31000,0.0,0.00967741935483871,0.0,0.0,1.0,False
type:MET,0,20,660,31000,0.0,0.02129032258064516,0.0,0.0,1.0,False
type:ILE,0,20,1140,31000,0.0,0.036774193548387096,0.0,0.0,1.0,False
type:HIS,0,20,780,31000,0.0,0.025161290322580646,0.0,0.0,1.0,False
class:Sulfur,0,20,960,31000,0.0,0.03096774193548387,0.0,0.0,1.0,False
class:Aromatic,0,20,3960,31000,0.0,0.12774193548387097,0.0,0.0,1.0,False
flag:is_charged,20,20,31000,31000,1.0,1.0,1.0,,1.0,False
flag:is_aromatic,0,20,4740,31000,0.0,0.1529032258064516,0.0,0.0,1.0,False
