group,n_in_top,n_top,n_in_rest,n_rest,freq_in_top,freq_in_rest,fold_enrichment,odds_ratio,p_value,significant
class:Polar_uncharged,15,20,9345,31000,0.75,0.3014516129032258,2.4879614767255216,6.951845906902086,4.604250302893291e-05,True
type:ASN,7,20,2633,31000,0.35,0.08493548387096775,4.120774781617926,5.801191971719887,0.0009198986634557925,True
flag:is_polar,16,20,15164,31000,0.8,0.48916129032258066,1.63545238723292,4.177261936164601,0.004497725566926838,True
type:GLN,4,20,1496,31000,0.2,0.04825806451612903,4.144385026737968,4.93048128342246,0.014176986476987856,True
type:SER,4,20,2756,31000,0.2,0.08890322580645162,2.2496371552975325,2.5620464441219157,0.09609023551451185,False
type:ALA,2,20,1798,31000,0.1,0.058,1.7241379310344829,1.8045977011494252,0.3247556513698449,False
type:GLY,2,20,2218,31000,0.1,0.07154838709677419,1.3976555455365196,1.441839495040577,0.4244259464027767,False
type:LYS,1,20,1139,31000,0.05,0.03674193548387097,1.360842844600527,1.3798345732637125,0.5272032738687146,False
class:Special,2,20,4378,31000,0.1,0.1412258064516129,0.708085883965281,0.6756509821836455,0.7958579001629,False
class:Basic,1,20,3179,31000,0.05,0.10254838709677419,0.48757470902799627,0.460604956871575,0.8851199097177067,False
class:Aliphatic,2,20,6538,31000,0.1,0.2109032258064516,0.47415111654940356,0.41572346283267053,0.9443750578182943,False
type:HIS,0,20,780,31000,0.0,0.025161290322580646,0.0,0.0,1.0,False
type:ASP,0,20,1500,31000,0.0,0.04838709677419355,0.0,0.0,1.0,False
type:PHE,0,20,1800,31000,0.0,0.05806451612903226,0.0,0.0,1.0,False
type:THR,0,20,2460,31000,0.0,0.07935483870967742,0.0,0.0,1.0,False
type:ARG,0,20,1260,31000,0.0,0.04064516129032258,0.0,0.0,1.0,False
type:VAL,0,20,1620,31000,0.0,0.052258064516129035,0.0,0.0,1.0,False
type:ILE,0,20,1140,31000,0.0,0.036774193548387096,0.0,0.0,1.0,False
type:LEU,0,20,1980,31000,0.0,0.06387096774193549,0.0,0.0,1.0,False
type:TRP,0,20,720,31000,0.0,0.023225806451612905,0.0,0.0,1.0,False
type:PRO,0,20,2160,31000,0.0,0.0696774193548387,0.0,0.0,1.0,False
type:CYS,0,20,300,31000,0.0,0.00967741935483871,0.0,0.0,1.0,False
type:TYR,0,20,1440,31000,0.0,0.04645161290322581,0.0,0.0,1.0,False
type:MET,0,20,660,31000,0.0,0.02129032258064516,0.0,0.0,1.0,False
type:GLU,0,20,1140,31000,0.0,0.036774193548387096,0.0,0.0,1.0,False
class:Acidic,0,20,2640,31000,0.0,0.08516129032258064,0.0,0.0,1.0,False
class:Sulfur,0,20,960,31000,0.0,0.03096774193548387,0.0,0.0,1.0,False
class:Aromatic,0,20,3960,31000,0.0,0.12774193548387097,0.0,0.0,1.0,False
flag:is_charged,20,20,31000,31000,1.0,1.0,1.0,,1.0,False
flag:is_aromatic,0,20,4740,31000,0.0,0.1529032258064516,0.0,0.0,1.0,False
