r_A,water_M,sucrose_M,water_per_A3,sucrose_per_A3,n_water,n_sucrose
0.25,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
1.25,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.4398,0.0,0.00026483736697944106,0.0,290.3333333333333,0.0
2.75,98.9455,5e-05,0.059586353332535036,3.300245045731326e-08,35402.21568627451,0.0196078431372549
3.25,59.3811,0.02103,0.035760160865744926,1.266520602310109e-05,14505.019607843138,5.137254901960785
3.75,61.2935,0.13327,0.03691177841877518,8.026003745021213e-05,12372.274509803921,26.901960784313726
4.25,51.5127,0.30722,0.031021692586785502,0.00018501482535539777,9284.392156862745,55.372549019607845
4.75,47.098,0.48751,0.02836310029838744,0.00029358364216187515,7959.901960784314,82.3921568627451
5.25,47.1859,0.60436,0.02841604082006828,0.0003639519059641965,7558.098039215686,96.80392156862744
5.75,48.6625,0.63087,0.029305223447693034,0.00037992162850277144,7510.823529411765,97.37254901960785
6.25,52.6546,0.59963,0.031709316613518654,0.0003611057941420401,7882.392156862745,89.76470588235294
6.75,53.2497,0.4784,0.03206772584207313,0.0002880995930509355,7743.529411764706,69.56862745098039
7.25,51.1642,0.32918,0.03081178309507587,0.00019823523527290966,7357.0392156862745,47.333333333333336
7.75,50.1984,0.25967,0.03023019006693878,0.00015637548462253862,7069.3725490196075,36.568627450980394
8.25,50.0885,0.26313,0.030163978240528057,0.00015846204115666854,7020.725490196079,36.88235294117647
8.75,50.8879,0.26309,0.030645391090960022,0.00015843505938925432,7031.588235294118,36.35294117647059
9.25,51.609,0.26838,0.031079675079665556,0.00016162410476579166,7043.313725490196,36.627450980392155
9.75,51.9607,0.28889,0.031291460149408076,0.000173970931559354,6975.980392156863,38.78431372549019
10.25,51.4878,0.27262,0.031006687865128713,0.0001641772489272432,6902.686274509804,36.549019607843135
10.75,51.5083,0.27765,0.031019048497271665,0.00016720595857078313,6878.568627450981,37.07843137254902
11.25,51.9443,0.28003,0.03128158929216507,0.0001686377403979101,6896.078431372549,37.1764705882353
11.75,52.0337,0.27319,0.03133543395613403,0.00016451787946191674,6883.0,36.13725490196079
12.25,51.8843,0.29541,0.03124542570694598,0.00017789820163100482,6860.156862745098,39.05882352941177
12.75,51.6447,0.26716,0.031101179195379296,0.00016088475620941272,6845.568627450981,35.411764705882355
13.25,52.0524,0.2782,0.0313467084489021,0.00016753608259985326,6864.156862745098,36.68627450980392
13.75,52.2943,0.27776,0.031492334764454795,0.00016726810556817924,6829.568627450981,36.27450980392157
14.25,52.1496,0.28164,0.031405249159718686,0.00016960993218112215,6829.196078431372,36.88235294117647
14.75,51.8712,0.27547,0.031237567308610697,0.00016589326316572767,6848.921568627451,36.372549019607845
