group,n_in_top,n_top,n_in_rest,n_rest,freq_in_top,freq_in_rest,fold_enrichment,odds_ratio,p_value,significant
flag:is_polar,19,20,15161,31000,0.95,0.48906451612903223,1.942484005012862,19.84968010025724,1.349526017804757e-05,True
class:Polar_uncharged,15,20,9345,31000,0.75,0.3014516129032258,2.4879614767255216,6.951845906902086,4.604250302893291e-05,True
type:ASN,7,20,2633,31000,0.35,0.08493548387096775,4.120774781617926,5.801191971719887,0.0009198986634557925,True
type:GLN,3,20,1497,31000,0.15,0.04829032258064516,3.106212424849699,3.477896970411411,0.06965375416869937,False
type:LYS,2,20,1138,31000,0.1,0.03670967741935484,2.724077328646749,2.9156414762741654,0.16620513730954728,False
type:THR,3,20,2457,31000,0.15,0.07925806451612903,1.8925518925518925,2.05006105006105,0.20832695438827123,False
type:ASP,2,20,1498,31000,0.1,0.04832258064516129,2.069425901201602,2.1882510013351135,0.25175556516208686,False
class:Acidic,2,20,2638,31000,0.1,0.08509677419354839,1.1751326762699015,1.1945918625221128,0.517174450163237,False
type:SER,2,20,2758,31000,0.1,0.08896774193548387,1.1240029006526469,1.1377810007251632,0.5420196975724582,False
class:Basic,2,20,3178,31000,0.1,0.10251612903225807,0.9754562617998741,0.972729179777638,0.6224990929981837,False
type:GLY,1,20,2219,31000,0.05,0.07158064516129033,0.6985128436232537,0.6826450985507934,0.7736352764162598,False
class:Special,1,20,4379,31000,0.05,0.14125806451612904,0.35396209180178123,0.3199600966334539,0.9524214738116157,False
type:ILE,0,20,1140,31000,0.0,0.036774193548387096,0.0,0.0,1.0,False
type:LEU,0,20,1980,31000,0.0,0.06387096774193549,0.0,0.0,1.0,False
type:PRO,0,20,2160,31000,0.0,0.0696774193548387,0.0,0.0,1.0,False
type:ALA,0,20,1800,31000,0.0,0.05806451612903226,0.0,0.0,1.0,False
type:GLU,0,20,1140,31000,0.0,0.036774193548387096,0.0,0.0,1.0,False
type:HIS,0,20,780,31000,0.0,0.025161290322580646,0.0,0.0,1.0,False
type:TYR,0,20,1440,31000,0.0,0.04645161290322581,0.0,0.0,1.0,False
type:PHE,0,20,1800,31000,0.0,0.05806451612903226,0.0,0.0,1.0,False
type:ARG,0,20,1260,31000,0.0,0.04064516129032258,0.0,0.0,1.0,False
type:CYS,0,20,300,31000,0.0,0.00967741935483871,0.0,0.0,1.0,False
type:VAL,0,20,1620,31000,0.0,0.052258064516129035,0.0,0.0,1.0,False
type:MET,0,20,660,31000,0.0,0.02129032258064516,0.0,0.0,1.0,False
type:TRP,0,20,720,31000,0.0,0.023225806451612905,0.0,0.0,1.0,False
class:Aliphatic,0,20,6540,31000,0.0,0.21096774193548387,0.0,0.0,1.0,False
class:Sulfur,0,20,960,31000,0.0,0.03096774193548387,0.0,0.0,1.0,False
class:Aromatic,0,20,3960,31000,0.0,0.12774193548387097,0.0,0.0,1.0,False
flag:is_charged,20,20,31000,31000,1.0,1.0,1.0,,1.0,False
flag:is_aromatic,0,20,4740,31000,0.0,0.1529032258064516,0.0,0.0,1.0,False
