r_center_A,na_per_frame,cl_per_frame,net_charge_per_frame,cum_counter_charge_Q_e
0.025,0.0,0.0,0.0,0.0
0.07500000000000001,0.0,0.0,0.0,0.0
0.125,0.0,0.0,0.0,0.0
0.17500000000000002,0.0,0.0,0.0,0.0
0.225,0.0,0.0,0.0,0.0
0.275,0.0,0.0,0.0,0.0
0.32500000000000007,0.0,0.0,0.0,0.0
0.375,0.0,0.0,0.0,0.0
0.42500000000000004,0.0,0.0,0.0,0.0
0.475,0.0,0.0,0.0,0.0
0.525,0.0,0.0,0.0,0.0
0.5750000000000001,0.0,0.0,0.0,0.0
0.625,0.0,0.0,0.0,0.0
0.675,0.0,0.0,0.0,0.0
0.7250000000000001,0.0,0.0,0.0,0.0
0.775,0.0,0.0,0.0,0.0
0.8250000000000001,0.0,0.0,0.0,0.0
0.875,0.0,0.0,0.0,0.0
0.925,0.0,0.0,0.0,0.0
0.9750000000000001,0.0,0.0,0.0,0.0
1.025,0.0,0.0,0.0,0.0
1.0750000000000002,0.0,0.0,0.0,0.0
1.125,0.0,0.0,0.0,0.0
1.1750000000000003,0.0,0.0,0.0,0.0
1.225,0.0,0.0,0.0,0.0
1.275,0.0,0.0,0.0,0.0
1.3250000000000002,0.0,0.0,0.0,0.0
1.375,0.0,0.0,0.0,0.0
1.4250000000000003,0.0,0.0,0.0,0.0
1.475,0.0,0.0,0.0,0.0
1.525,0.0,0.0,0.0,0.0
1.5750000000000002,0.0,0.0,0.0,0.0
1.625,0.0,0.0,0.0,0.0
1.6750000000000003,0.0,0.0,0.0,0.0
1.725,0.0,0.0,0.0,0.0
1.775,0.0,0.0,0.0,0.0
1.8250000000000002,0.0,0.0,0.0,0.0
1.875,0.0,0.0,0.0,0.0
1.9250000000000003,0.0,0.0,0.0,0.0
1.975,0.0,0.0,0.0,0.0
2.0250000000000004,0.007984031936127744,0.0,0.007984031936127744,0.007984031936127744
2.075,0.2554890219560878,0.0,0.2554890219560878,0.26347305389221554
2.125,1.8622754491017963,0.0,1.8622754491017963,2.125748502994012
2.175,7.455089820359281,0.0,7.455089820359281,9.580838323353293
2.225,16.78243512974052,0.0,16.78243512974052,26.36327345309381
2.2750000000000004,25.62874251497006,0.0,25.62874251497006,51.99201596806387
2.325,27.79441117764471,0.0,27.79441117764471,79.78642714570859
2.375,22.80439121756487,0.0,22.80439121756487,102.59081836327346
2.4250000000000003,16.7624750499002,0.0,16.7624750499002,119.35329341317366
2.475,11.662674650698603,0.0,11.662674650698603,131.01596806387226
2.5250000000000004,7.568862275449102,0.0,7.568862275449102,138.58483033932137
2.575,4.9800399201596806,0.0,4.9800399201596806,143.56487025948104
2.625,3.4011976047904193,0.0,3.4011976047904193,146.96606786427145
2.6750000000000003,2.24750499001996,0.0,2.24750499001996,149.2135728542914
2.725,1.5409181636726548,0.0,1.5409181636726548,150.75449101796406
2.7750000000000004,1.1896207584830338,0.001996007984031936,1.187624750499002,151.94211576846305
2.825,0.9021956087824351,0.001996007984031936,0.9001996007984032,152.84231536926146
2.875,0.7105788423153693,0.06187624750499002,0.6487025948103793,153.49101796407183
2.9250000000000003,0.5588822355289421,0.37924151696606784,0.17964071856287425,153.6706586826347
2.975,0.5089820359281437,1.6686626746506985,-1.159680638722555,152.51097804391213
3.0250000000000004,0.4550898203592814,4.421157684630739,-3.9660678642714573,148.54491017964068
3.075,0.4590818363273453,7.5409181636726546,-7.081836327345309,141.46307385229537
3.125,0.47904191616766467,9.77245508982036,-9.293413173652695,132.16966067864269
