==========================================================
PIC calculation (per-residue): SUC
Job: 252   Node: mem-queue-multi-az-dy-r8i-32xl-2   Started: Tue Jul  7 01:58:08 PM EDT 2026
GRO: aav1/md_aav1_ph6/md.gro
XTC: aav1/md_aav1_ph6/md_whole.xtc
Radius: 10.0 A   Bin width: 0.1 A   Charge: 0.0
MPI ranks: 64   CPUs/task: 1
==========================================================
13:58:24 [rank   0] INFO ======================================================================
13:58:24 [rank   0] INFO PIC (Gamma_23) calculation, per-residue, EXTERIOR SOLVENT ONLY
13:58:24 [rank   0] INFO gro=aav1/md_aav1_ph6/md.gro xtc=aav1/md_aav1_ph6/md_whole.xtc excipient=SUC radius=10.00 A charge=0.000
13:58:24 [rank   0] INFO shell-margin=5.0 A  inner/outer percentile=2.0/98.0  calib-frames=20
13:58:24 [rank   0] INFO MPI ranks: 64
13:58:33 [rank  52] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  52] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  52] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  40] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  63] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  40] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  63] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  40] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  63] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  22] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  17] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  22] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  22] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  17] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  17] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  18] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  18] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  18] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  52] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank  21] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  21] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  21] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  40] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank  25] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  63] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank  25] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  25] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  13] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  57] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  22] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank   4] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  13] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  13] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  57] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  57] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  17] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank  35] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank   4] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  15] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank   4] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  18] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank  35] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  35] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  15] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  15] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  38] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  52] INFO [water] 2331522 atoms grouped into 777174 residues/molecules
13:58:33 [rank  52] INFO [excipient] 165780 atoms grouped into 3684 residues/molecules
13:58:33 [rank  38] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  38] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  21] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank  52] INFO [protein-chain] 478908 atoms grouped into 60 residues/molecules
13:58:33 [rank  34] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  23] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank   1] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  24] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  34] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  34] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  58] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  23] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  63] INFO [water] 2331522 atoms grouped into 777174 residues/molecules
13:58:33 [rank  23] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank   1] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank   1] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  63] INFO [excipient] 165780 atoms grouped into 3684 residues/molecules
13:58:33 [rank  24] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  24] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  40] INFO [water] 2331522 atoms grouped into 777174 residues/molecules
13:58:33 [rank  12] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  40] INFO [excipient] 165780 atoms grouped into 3684 residues/molecules
13:58:33 [rank  58] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  25] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank  42] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  58] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  37] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  12] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  12] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  63] INFO [protein-chain] 478908 atoms grouped into 60 residues/molecules
13:58:33 [rank  42] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  42] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  13] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank  22] INFO [water] 2331522 atoms grouped into 777174 residues/molecules
13:58:33 [rank  40] INFO [protein-chain] 478908 atoms grouped into 60 residues/molecules
13:58:33 [rank  17] INFO [water] 2331522 atoms grouped into 777174 residues/molecules
13:58:33 [rank  22] INFO [excipient] 165780 atoms grouped into 3684 residues/molecules
13:58:33 [rank  17] INFO [excipient] 165780 atoms grouped into 3684 residues/molecules
13:58:33 [rank  57] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank  37] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  43] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  37] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  32] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  14] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank   4] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank  18] INFO [water] 2331522 atoms grouped into 777174 residues/molecules
13:58:33 [rank  43] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  18] INFO [excipient] 165780 atoms grouped into 3684 residues/molecules
13:58:33 [rank  43] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  22] INFO [protein-chain] 478908 atoms grouped into 60 residues/molecules
13:58:33 [rank  36] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  17] INFO [protein-chain] 478908 atoms grouped into 60 residues/molecules
13:58:33 [rank  60] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  14] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  32] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank   8] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank   5] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  32] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  14] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  35] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank  15] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank  36] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  36] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  18] INFO [protein-chain] 478908 atoms grouped into 60 residues/molecules
13:58:33 [rank  60] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank   8] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  41] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  60] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank   8] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  38] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank   5] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank   5] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  41] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  41] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  21] INFO [water] 2331522 atoms grouped into 777174 residues/molecules
13:58:33 [rank  56] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  55] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  21] INFO [excipient] 165780 atoms grouped into 3684 residues/molecules
13:58:33 [rank  34] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank  56] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  56] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  55] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  55] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  24] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank  21] INFO [protein-chain] 478908 atoms grouped into 60 residues/molecules
13:58:33 [rank  58] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank  23] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank   1] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank  12] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank   9] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  42] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank  25] INFO [water] 2331522 atoms grouped into 777174 residues/molecules
13:58:33 [rank  25] INFO [excipient] 165780 atoms grouped into 3684 residues/molecules
13:58:33 [rank   9] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank   4] INFO [water] 2331522 atoms grouped into 777174 residues/molecules
13:58:33 [rank   9] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank   4] INFO [excipient] 165780 atoms grouped into 3684 residues/molecules
13:58:33 [rank  37] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank  13] INFO [water] 2331522 atoms grouped into 777174 residues/molecules
13:58:33 [rank  57] INFO [water] 2331522 atoms grouped into 777174 residues/molecules
13:58:33 [rank  25] INFO [protein-chain] 478908 atoms grouped into 60 residues/molecules
13:58:33 [rank  13] INFO [excipient] 165780 atoms grouped into 3684 residues/molecules
13:58:33 [rank  57] INFO [excipient] 165780 atoms grouped into 3684 residues/molecules
13:58:33 [rank  14] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank  32] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank  43] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank   4] INFO [protein-chain] 478908 atoms grouped into 60 residues/molecules
13:58:33 [rank  50] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  36] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank  38] INFO [water] 2331522 atoms grouped into 777174 residues/molecules
13:58:33 [rank  13] INFO [protein-chain] 478908 atoms grouped into 60 residues/molecules
13:58:33 [rank  38] INFO [excipient] 165780 atoms grouped into 3684 residues/molecules
13:58:33 [rank   8] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank  60] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank  57] INFO [protein-chain] 478908 atoms grouped into 60 residues/molecules
13:58:33 [rank  15] INFO [water] 2331522 atoms grouped into 777174 residues/molecules
13:58:33 [rank  15] INFO [excipient] 165780 atoms grouped into 3684 residues/molecules
13:58:33 [rank  45] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  50] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  50] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  35] INFO [water] 2331522 atoms grouped into 777174 residues/molecules
13:58:33 [rank   5] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank  35] INFO [excipient] 165780 atoms grouped into 3684 residues/molecules
13:58:33 [rank  59] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  38] INFO [protein-chain] 478908 atoms grouped into 60 residues/molecules
13:58:33 [rank  41] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank  45] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  45] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  15] INFO [protein-chain] 478908 atoms grouped into 60 residues/molecules
13:58:33 [rank  33] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  30] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  53] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  48] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  19] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  35] INFO [protein-chain] 478908 atoms grouped into 60 residues/molecules
13:58:33 [rank  59] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  59] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  56] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank  39] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank   7] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
13:58:33 [rank  30] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  30] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  33] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  55] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
13:58:33 [rank  33] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
13:58:33 [rank  34] INFO [water] 2331522 atoms grouped into 777174 residues/molecules
13:58:33 [rank  53] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
