==========================================================
PIC calculation (per-residue): SUC
Job: 244   Node: mem-queue-multi-az-dy-r8i-32xl-3   Started: Tue Jul  7 12:31:08 PM EDT 2026
GRO: aav1/md_aav1_ph6/md.gro
XTC: aav1/md_aav1_ph6/md_nojump.xtc
Radius: 30.0 A   Bin width: 0.1 A   Charge: 0.0
MPI ranks: 64   CPUs/task: 1
==========================================================
12:31:41 [rank   0] INFO ======================================================================
12:31:41 [rank   0] INFO PIC (Gamma_23) calculation, per-residue -- Shukla et al. 2009 method
12:31:41 [rank   0] INFO gro=aav1/md_aav1_ph6/md.gro xtc=aav1/md_aav1_ph6/md_nojump.xtc excipient=SUC radius=30.00 A charge=0.000
12:31:41 [rank   0] INFO MPI ranks: 64
12:31:51 [rank  13] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
12:31:51 [rank  13] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
12:31:51 [rank  13] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
12:31:51 [rank   3] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
12:31:51 [rank  15] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
12:31:51 [rank  49] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
12:31:51 [rank  15] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
12:31:51 [rank  15] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
12:31:51 [rank   3] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
12:31:51 [rank   1] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
12:31:51 [rank   3] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
12:31:51 [rank  25] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
12:31:51 [rank  49] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
12:31:51 [rank  49] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
12:31:51 [rank   1] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
12:31:51 [rank   1] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
12:31:51 [rank  42] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
12:31:51 [rank  25] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
12:31:51 [rank  25] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
12:31:51 [rank  59] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
12:31:51 [rank  42] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
12:31:51 [rank  42] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
12:31:51 [rank  62] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
12:31:51 [rank  59] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
12:31:51 [rank  59] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
12:31:51 [rank  62] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
12:31:51 [rank  62] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
12:31:51 [rank  13] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
12:31:51 [rank   0] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
12:31:51 [rank   0] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
12:31:51 [rank   0] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
12:31:51 [rank   4] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
12:31:51 [rank  50] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
12:31:51 [rank   4] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
12:31:51 [rank   4] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
12:31:51 [rank  61] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
12:31:51 [rank  50] INFO [water] 2331522 atoms, mass range 1.008-15.999 amu (OK)
12:31:51 [rank  50] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
