==========================================================
PIC calculation: SUC
Job: 157   Node: gen-queue-spot-dy-m8i-32xl-1   Started: Wed Jul  1 02:14:38 PM EDT 2026
GRO: aav1/benchmark/md.gro
XTC: aav1/benchmark/md_noPBC.xtc
Radius: 20.0 A   Bin width: 0.1 A   Charge: 0.0
MPI ranks: 32   CPUs/task: 4
==========================================================
14:14:56 [rank   0] INFO ======================================================================
14:14:56 [rank   0] INFO PIC (Gamma_23) calculation -- Shukla et al. 2009 method
14:14:56 [rank   0] INFO gro=aav1/benchmark/md.gro xtc=aav1/benchmark/md_noPBC.xtc excipient=SUC radius=20.00 A charge=0.000
14:14:56 [rank   0] INFO MPI ranks: 32
14:15:02 [rank  20] INFO [protein] 479460 atoms, mass range 1.008-32.060 amu (OK)
14:15:02 [rank  20] INFO [water] 1434384 atoms, mass range 1.008-15.999 amu (OK)
14:15:02 [rank  20] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
14:15:02 [rank   9] INFO [protein] 479460 atoms, mass range 1.008-32.060 amu (OK)
14:15:02 [rank   9] INFO [water] 1434384 atoms, mass range 1.008-15.999 amu (OK)
14:15:02 [rank   9] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
14:15:02 [rank  31] INFO [protein] 479460 atoms, mass range 1.008-32.060 amu (OK)
14:15:02 [rank  31] INFO [water] 1434384 atoms, mass range 1.008-15.999 amu (OK)
14:15:02 [rank  31] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
14:15:02 [rank  27] INFO [protein] 479460 atoms, mass range 1.008-32.060 amu (OK)
14:15:02 [rank  27] INFO [water] 1434384 atoms, mass range 1.008-15.999 amu (OK)
14:15:02 [rank  27] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
14:15:02 [rank   6] INFO [protein] 479460 atoms, mass range 1.008-32.060 amu (OK)
14:15:02 [rank   6] INFO [water] 1434384 atoms, mass range 1.008-15.999 amu (OK)
14:15:02 [rank   6] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
14:15:03 [rank  20] INFO assigned 62 frames (local index 1257:1319)
14:15:03 [rank   9] INFO assigned 63 frames (local index 567:630)
14:15:03 [rank  18] INFO [protein] 479460 atoms, mass range 1.008-32.060 amu (OK)
14:15:03 [rank  18] INFO [water] 1434384 atoms, mass range 1.008-15.999 amu (OK)
14:15:03 [rank  18] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
14:15:03 [rank  31] INFO assigned 62 frames (local index 1939:2001)
14:15:03 [rank  27] INFO assigned 62 frames (local index 1691:1753)
14:15:03 [rank   6] INFO assigned 63 frames (local index 378:441)
14:15:03 [rank  16] INFO [protein] 479460 atoms, mass range 1.008-32.060 amu (OK)
14:15:03 [rank  16] INFO [water] 1434384 atoms, mass range 1.008-15.999 amu (OK)
