==========================================================
PIC calculation (per-residue): SUC
Job: 305   Node: mem-queue-multi-az-dy-r8i-32xl-2   Started: Wed Jul  8 10:44:52 AM EDT 2026
GRO: aav1/aav1ph6salt30suc10/md.gro
XTC: aav1/aav1ph6salt30suc10/md_whole.xtc
Radius: 15.0 A   Bin width: 0.1 A   Charge: 0.0
MPI ranks: 64   CPUs/task: 1
==========================================================
10:45:23 [rank   0] INFO ======================================================================
10:45:23 [rank   0] INFO PIC (Gamma_23) calculation, per-residue, EXTERIOR SOLVENT ONLY
10:45:23 [rank   0] INFO gro=aav1/aav1ph6salt30suc10/md.gro xtc=aav1/aav1ph6salt30suc10/md_whole.xtc excipient=SUC radius=15.00 A charge=0.000
10:45:23 [rank   0] INFO shell-margin=2.0 A  density-bin-width=2.0 A  calib-frames=20
10:45:23 [rank   0] INFO MPI ranks: 64
10:45:33 [rank  14] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
10:45:33 [rank  14] INFO [water] 2350107 atoms, mass range 1.008-15.999 amu (OK)
10:45:33 [rank  14] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
10:45:33 [rank  40] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
10:45:33 [rank  40] INFO [water] 2350107 atoms, mass range 1.008-15.999 amu (OK)
10:45:33 [rank  40] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
10:45:33 [rank  23] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
10:45:33 [rank  21] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
10:45:33 [rank  23] INFO [water] 2350107 atoms, mass range 1.008-15.999 amu (OK)
10:45:33 [rank  23] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
10:45:33 [rank  21] INFO [water] 2350107 atoms, mass range 1.008-15.999 amu (OK)
10:45:33 [rank  17] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
10:45:33 [rank  21] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
10:45:33 [rank  27] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
10:45:33 [rank  17] INFO [water] 2350107 atoms, mass range 1.008-15.999 amu (OK)
10:45:33 [rank  17] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
10:45:33 [rank  27] INFO [water] 2350107 atoms, mass range 1.008-15.999 amu (OK)
10:45:33 [rank  27] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
10:45:33 [rank  30] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
10:45:33 [rank  29] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
10:45:33 [rank  10] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
10:45:33 [rank  11] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
10:45:33 [rank  29] INFO [water] 2350107 atoms, mass range 1.008-15.999 amu (OK)
10:45:33 [rank  14] INFO [protein] 478908 atoms grouped into 31020 residues/molecules
10:45:33 [rank  29] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
10:45:33 [rank  30] INFO [water] 2350107 atoms, mass range 1.008-15.999 amu (OK)
10:45:33 [rank  30] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
10:45:33 [rank  11] INFO [water] 2350107 atoms, mass range 1.008-15.999 amu (OK)
10:45:33 [rank  10] INFO [water] 2350107 atoms, mass range 1.008-15.999 amu (OK)
10:45:33 [rank  11] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
10:45:33 [rank  10] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
10:45:33 [rank  50] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
10:45:33 [rank  33] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
10:45:33 [rank  52] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
10:45:33 [rank  50] INFO [water] 2350107 atoms, mass range 1.008-15.999 amu (OK)
10:45:33 [rank  50] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
10:45:33 [rank  33] INFO [water] 2350107 atoms, mass range 1.008-15.999 amu (OK)
10:45:33 [rank  33] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
10:45:33 [rank   6] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
10:45:33 [rank  52] INFO [water] 2350107 atoms, mass range 1.008-15.999 amu (OK)
10:45:33 [rank  52] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
10:45:33 [rank  31] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
10:45:33 [rank  12] INFO [protein] 478908 atoms, mass range 1.008-32.060 amu (OK)
10:45:33 [rank   6] INFO [water] 2350107 atoms, mass range 1.008-15.999 amu (OK)
10:45:33 [rank   6] INFO [excipient] 165780 atoms, mass range 1.008-15.999 amu (OK)
