region_type,region_index,n,mean,std,min,max,sem
3F,0,635,0.01100021247979811,0.17223914885057398,-0.17593889769411106,1.0077076248774837,0.006835102127786818
3F,1,625,0.08250526069891509,0.2580153142903012,-0.15035346185040718,1.2009650277665713,0.01032061257161205
3F,2,626,0.03603043173919857,0.18134556575098545,-0.24632194180637998,0.709611911811958,0.007248026526333199
3F,3,634,0.07545213945477564,0.17008628916003965,-0.14976324685424802,0.7129818795081373,0.006754989482047704
3F,4,627,0.10657119192389916,0.19798931791399313,-0.153044385324767,0.8453388399944769,0.007906931730502454
3F,5,618,0.06329760857986147,0.21245480979296716,-0.17822522540469427,0.9185936805529757,0.008546185792065451
3F,6,625,0.051416191228665094,0.15322782173501795,-0.12960648431170613,0.7633616280294186,0.006129112869400718
3F,7,634,0.13307712626633142,0.20714828356672121,-0.1083436918728969,1.0877711541162978,0.008226909315428743
3F,8,630,0.0198307922533128,0.1919494369232632,-0.18455841234277423,1.063331774270479,0.007647448618543726
3F,9,631,0.11214853961227084,0.22999872319754877,-0.13076109628652288,1.355364327081195,0.009156104600864351
3F,10,631,0.09958698539654295,0.23461275876463814,-0.2509980983477583,0.9667484213844854,0.00933978645655923
3F,11,629,0.07622856475140523,0.25658052811863474,-0.20315212107595426,1.0103515538962826,0.010230535624140917
3F,12,628,0.0664040932651841,0.1962485721155788,-0.18790703173725362,0.8351441570625064,0.007831170575047088
3F,13,629,0.0174235410413998,0.13092621113018604,-0.16074311507820876,0.6345067734561886,0.005220369904616636
3F,14,628,0.06565446451056274,0.24956271985419345,-0.24158719192307077,1.4294064319234354,0.009958636678384963
3F,15,631,0.11741140199468234,0.27605767478427445,-0.16333605361871203,1.0803745737932324,0.010989682512390348
3F,16,630,0.10333838629894997,0.19734386471018742,-0.14532301799317793,0.7170906437723134,0.007862367765941068
3F,17,627,0.08027057468278892,0.20911589113244192,-0.14911617842840266,0.9132487466572794,0.00835128426305135
3F,18,629,0.10980422134660835,0.22320864845022353,-0.15882660181171826,1.1955413357438707,0.008899911643063262
3F,19,632,0.0642836809001461,0.1875477417550721,-0.22088504996933844,0.9956004925587728,0.007460248604197816
5F,0,207,0.07187688821604266,0.29508033162013514,-0.22096154032681012,1.1907265077705476,0.020509500815846595
5F,1,201,0.08278553115527516,0.23417383575096296,-0.20830458167868093,0.9964076445898327,0.01651734883957332
5F,2,203,0.08210402170155756,0.20857325017497147,-0.2548822543987209,0.692701021244849,0.014638972326671043
5F,3,186,0.04062578464660812,0.2148211482687123,-0.21225383263793698,0.8366205545728739,0.01575145081959052
5F,4,190,0.06106140767943939,0.21697454511924463,-0.2360770729103475,0.9782440039496334,0.015740987936243515
5F,5,205,0.09784818220988496,0.19787375396836043,-0.15957152564418894,0.673099810628875,0.013820102450915873
5F,6,194,0.10791152751775504,0.30288280547363067,-0.2177855492838456,1.221534480081472,0.021745718129482245
5F,7,196,0.11636199311518693,0.25706277660963406,-0.14253346664109917,1.170544060809442,0.018361626900688148
5F,8,190,0.08300476000123713,0.2904213929729784,-0.3058826819358966,0.8371913248105785,0.021069382312576247
5F,9,186,0.007184936352219913,0.16095459022375025,-0.2496112201104219,0.5573041753157728,0.011801763152878545
5F,10,199,0.08648329931768889,0.2533175613988378,-0.25691462366849954,0.8791921294410926,0.017957205817418127
5F,11,186,0.08136776055088647,0.28142588931290463,-0.2395804669418665,1.0791997709360641,0.020635147380028085
