r_angstrom,gamma23_mean,gamma23_sem
1.000000000000000056e-01,-7.441338075031111110e+00,1.537805796445700091e-01
2.000000000000000111e-01,-7.262799276312743579e+00,1.584152716265226080e-01
3.000000000000000444e-01,-6.880372764494392612e+00,1.640590641436851793e-01
4.000000000000000222e-01,-6.206206457379947139e+00,1.685839791885380967e-01
5.000000000000000000e-01,-5.297361310656856226e+00,1.755809938984789487e-01
6.000000000000000888e-01,-4.066488937489546984e+00,1.831768025116347343e-01
7.000000000000000666e-01,-2.484975834476776058e+00,1.869548974916485917e-01
8.000000000000000444e-01,-8.738271266458460529e-01,1.922909535237424528e-01
9.000000000000000222e-01,5.590147737084657509e-01,1.969430052800777708e-01
1.000000000000000000e+00,1.688135663304868972e+00,2.014669157253743681e-01
1.100000000000000089e+00,2.629002541923357583e+00,2.058449311347145538e-01
1.200000000000000178e+00,3.244953932794546692e+00,2.083405632984797751e-01
1.300000000000000044e+00,3.711746818726131103e+00,2.145190032884631837e-01
1.400000000000000133e+00,4.222617678019217280e+00,2.182732777101148991e-01
1.500000000000000000e+00,4.728329723533692075e+00,2.210849785223752417e-01
1.600000000000000089e+00,5.285808492356426136e+00,2.226232273756467428e-01
1.700000000000000178e+00,5.919438122022953053e+00,2.243923010838284882e-01
1.800000000000000044e+00,6.445888531745117334e+00,2.278761535343626077e-01
1.900000000000000133e+00,7.066215305265261648e+00,2.303224713517938727e-01
2.000000000000000000e+00,7.730912975092423700e+00,2.352010990227775267e-01
2.100000000000000089e+00,8.418379951215650081e+00,2.373711265764510969e-01
2.200000000000000178e+00,9.184398767384930551e+00,2.426956465999429158e-01
2.300000000000000266e+00,9.782171447272139275e+00,2.455562598301713473e-01
2.400000000000000355e+00,1.041873372934531261e+01,2.475638445824271949e-01
2.500000000000000000e+00,1.102904804736725453e+01,2.494314011237913076e-01
2.600000000000000089e+00,1.169093456918636242e+01,2.520421041491252012e-01
2.700000000000000178e+00,1.230238480061274409e+01,2.557147695610039184e-01
2.800000000000000266e+00,1.294342569532631693e+01,2.603538108977915266e-01
2.900000000000000355e+00,1.355113560411003348e+01,2.628547831906539178e-01
3.000000000000000000e+00,1.412090494011295405e+01,2.655298680292945690e-01
3.100000000000000089e+00,1.467175053395469853e+01,2.687844863853637856e-01
3.200000000000000178e+00,1.525481585565381337e+01,2.745705990119927109e-01
3.300000000000000266e+00,1.573212895623332841e+01,2.779162405163622118e-01
3.400000000000000355e+00,1.627104395030527684e+01,2.782309930566200795e-01
3.500000000000000000e+00,1.680351694032950149e+01,2.794845929461491907e-01
3.600000000000000089e+00,1.724236440659227299e+01,2.838661522511878310e-01
3.700000000000000178e+00,1.768856441287731585e+01,2.872709459171573498e-01
3.800000000000000266e+00,1.811774850004703197e+01,2.905509578438031926e-01
3.900000000000000355e+00,1.863550915505702577e+01,2.925470584639860427e-01
