r_A,water_M,sucrose_M,water_per_A3,sucrose_per_A3,n_water,n_sucrose
0.25,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
1.25,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.3688,0.0,0.0002220805610950676,0.0,243.76470588235293,0.0
2.75,96.4069,0.00016,0.058057621211600435,9.696190486610899e-08,35221.60784313725,0.058823529411764705
3.25,62.2336,0.02417,0.03747792514204648,1.4557065056639361e-05,15447.313725490196,6.0
3.75,62.7972,0.15748,0.03781735107548443,9.483789266501291e-05,12752.43137254902,31.980392156862745
4.25,51.4086,0.30136,0.030959008044411186,0.00018148148172436338,9318.921568627451,54.627450980392155
4.75,47.1184,0.44728,0.028375361087055326,0.00026936074495537875,7911.078431372549,75.09803921568627
5.25,47.1715,0.57489,0.02840733891608987,0.0003462063386139574,7560.156862745098,92.13725490196079
5.75,48.7516,0.59715,0.029358898341639867,0.0003596146638033974,7530.078431372549,92.23529411764706
6.25,53.1044,0.54227,0.03198024130159992,0.0003265644220256669,7936.117647058823,81.03921568627452
6.75,53.268,0.44678,0.03207874128836254,0.00026905684684226867,7777.78431372549,65.23529411764706
7.25,51.5436,0.3082,0.031040300998239533,0.00018560386513985302,7351.980392156863,43.96078431372549
7.75,50.1725,0.22645,0.030214555896792873,0.00013637256947223489,7081.196078431372,31.96078431372549
8.25,50.9252,0.22621,0.030667901665018104,0.00013622957029787888,7031.666666666667,31.235294117647058
8.75,51.7652,0.23403,0.031173740600844563,0.0001409331525947548,7086.921568627451,32.03921568627451
9.25,51.9584,0.24118,0.03129010177425783,0.00014523996198475943,7071.411764705882,32.8235294117647
9.75,52.0094,0.24552,0.03132079154821679,0.0001478551332862748,7019.607843137255,33.13725490196079
10.25,52.1748,0.24207,0.031420402891914834,0.00014577951041790623,6952.019607843137,32.254901960784316
10.75,52.0013,0.24857,0.03131590893814569,0.00014968957760792402,6940.705882352941,33.1764705882353
11.25,52.2485,0.24273,0.03146479355382051,0.0001461735601692265,6930.411764705882,32.19607843137255
11.75,52.3876,0.25857,0.03154852362042824,0.00015571403758376276,6908.450980392156,34.09803921568628
12.25,52.3351,0.23836,0.03151691427629295,0.0001435426827322436,6914.137254901961,31.49019607843137
12.75,52.7362,0.24435,0.03175847673925683,0.00014714942166729438,6927.549019607844,32.09803921568628
13.25,52.2632,0.24445,0.03147364269356477,0.0001472125151388574,6908.588235294118,32.31372549019608
13.75,52.1931,0.25507,0.031431406094322455,0.00015360622608263238,6901.019607843137,33.72549019607843
14.25,51.9521,0.23967,0.03128631154311286,0.0001443350344858462,6885.3725490196075,31.764705882352942
14.75,52.8046,0.23275,0.03179965452085291,0.00014016366709421673,6913.019607843137,30.470588235294116
