group,n_in_top,n_top,n_in_rest,n_rest,freq_in_top,freq_in_rest,fold_enrichment,odds_ratio,p_value,significant
type:THR,5,20,2455,31000,0.25,0.07919354838709677,3.1568228105906315,3.875763747454175,0.017683122521686093,True
class:Polar_uncharged,10,20,9350,31000,0.5,0.3016129032258065,1.6577540106951871,2.3155080213903743,0.04971910716724016,True
type:ALA,3,20,1797,31000,0.15,0.057967741935483874,2.5876460767946576,2.867818913876068,0.10655734554399544,False
flag:is_polar,12,20,15168,31000,0.6,0.48929032258064514,1.2262658227848102,1.5656645569620253,0.221976166000292,False
type:ASN,3,20,2637,31000,0.15,0.08506451612903226,1.763367463026166,1.8980793682660777,0.23952109895197252,False
type:PRO,2,20,2158,31000,0.1,0.06961290322580645,1.4365152919369788,1.4850169910410875,0.41053108878301975,False
class:Aliphatic,5,20,6535,31000,0.25,0.21080645161290323,1.185921958684009,1.2478959449120122,0.4178303807520769,False
class:Acidic,2,20,2638,31000,0.1,0.08509677419354839,1.1751326762699015,1.1945918625221128,0.517174450163237,False
type:ILE,1,20,1139,31000,0.05,0.03674193548387097,1.360842844600527,1.3798345732637125,0.5272032738687146,False
type:GLU,1,20,1139,31000,0.05,0.03674193548387097,1.360842844600527,1.3798345732637125,0.5272032738687146,False
type:TYR,1,20,1439,31000,0.05,0.046419354838709674,1.0771369006254345,1.0811967375004572,0.6136348281793017,False
type:GLN,1,20,1499,31000,0.05,0.04835483870967742,1.0340226817878586,1.0358133492503774,0.629015326260848,False
type:ASP,1,20,1499,31000,0.05,0.04835483870967742,1.0340226817878586,1.0358133492503774,0.629015326260848,False
type:VAL,1,20,1619,31000,0.05,0.052225806451612906,0.9573810994441013,0.9551379994148435,0.6580488259086015,False
class:Special,2,20,4378,31000,0.1,0.1412258064516129,0.708085883965281,0.6756509821836455,0.7958579001629,False
type:SER,1,20,2759,31000,0.05,0.089,0.5617977528089888,0.5387344766410408,0.8449944065764289,False
class:Aromatic,1,20,3959,31000,0.05,0.12770967741935485,0.39151300833543823,0.35948737719519813,0.9349375340995081,False
flag:is_aromatic,1,20,4739,31000,0.05,0.15287096774193548,0.32707322219877616,0.29165602336713276,0.9637597369622026,False
type:HIS,0,20,780,31000,0.0,0.025161290322580646,0.0,0.0,1.0,False
type:GLY,0,20,2220,31000,0.0,0.07161290322580645,0.0,0.0,1.0,False
type:PHE,0,20,1800,31000,0.0,0.05806451612903226,0.0,0.0,1.0,False
type:LYS,0,20,1140,31000,0.0,0.036774193548387096,0.0,0.0,1.0,False
type:LEU,0,20,1980,31000,0.0,0.06387096774193549,0.0,0.0,1.0,False
type:CYS,0,20,300,31000,0.0,0.00967741935483871,0.0,0.0,1.0,False
type:MET,0,20,660,31000,0.0,0.02129032258064516,0.0,0.0,1.0,False
type:ARG,0,20,1260,31000,0.0,0.04064516129032258,0.0,0.0,1.0,False
type:TRP,0,20,720,31000,0.0,0.023225806451612905,0.0,0.0,1.0,False
class:Basic,0,20,3180,31000,0.0,0.10258064516129033,0.0,0.0,1.0,False
flag:is_charged,20,20,31000,31000,1.0,1.0,1.0,,1.0,False
class:Sulfur,0,20,960,31000,0.0,0.03096774193548387,0.0,0.0,1.0,False
