group,n_in_top,n_top,n_in_rest,n_rest,freq_in_top,freq_in_rest,fold_enrichment,odds_ratio,p_value,significant
class:Polar_uncharged,15,20,9345,30850,0.75,0.3029173419773096,2.475922953451043,6.903691813804174,4.904778032404323e-05,True
flag:is_polar,18,20,15012,30850,0.9,0.486612641815235,1.8495203836930456,9.495203836930456,0.00013007085475782843,True
type:SER,5,20,2755,30850,0.25,0.08930307941653161,2.7994555353901993,3.3992740471869327,0.028264787571865468,True
type:GLN,3,20,1497,30850,0.15,0.04852512155591572,3.091182364729459,3.46021454674054,0.07046470074094717,False
type:ASN,4,20,2636,30850,0.2,0.08544570502431119,2.340667678300455,2.675834597875569,0.08577070760112031,False
type:LYS,2,20,988,30850,0.1,0.0320259319286872,3.1224696356275303,3.3582995951417005,0.13363323352497214,False
type:THR,3,20,2457,30850,0.15,0.07964343598055106,1.8833943833943834,2.039287509875745,0.21036431780201775,False
class:Basic,2,20,3028,30850,0.1,0.09815235008103727,1.0188243064729194,1.0209158960810216,0.5977058982783737,False
type:ASP,1,20,1499,30850,0.05,0.04858995137763371,1.0290193462308206,1.030546680242969,0.6308441421970291,False
type:ALA,1,20,1799,30850,0.05,0.058314424635332256,0.8574207893274041,0.8499166203446359,0.699390665493429,False
type:GLY,1,20,2219,30850,0.05,0.07192868719611022,0.6951329427670121,0.6790873081758023,0.775326049256013,False
class:Acidic,1,20,2639,30850,0.05,0.08554294975688817,0.5845017051913604,0.5626333738856425,0.8328005327360224,False
class:Special,1,20,4379,30850,0.05,0.1419448946515397,0.35224937200274037,0.3181572336870951,0.9531764428070184,False
class:Aliphatic,1,20,6539,30850,0.05,0.2119611021069692,0.2358923382780242,0.19567614555581492,0.9914613201822412,False
type:PHE,0,20,1800,30850,0.0,0.05834683954619125,0.0,0.0,1.0,False
type:ARG,0,20,1260,30850,0.0,0.040842787682333875,0.0,0.0,1.0,False
type:MET,0,20,660,30850,0.0,0.02139384116693679,0.0,0.0,1.0,False
type:TRP,0,20,720,30850,0.0,0.023338735818476498,0.0,0.0,1.0,False
type:PRO,0,20,2160,30850,0.0,0.0700162074554295,0.0,0.0,1.0,False
type:LEU,0,20,1980,30850,0.0,0.06418152350081037,0.0,0.0,1.0,False
type:GLU,0,20,1140,30850,0.0,0.036952998379254455,0.0,0.0,1.0,False
type:VAL,0,20,1620,30850,0.0,0.05251215559157212,0.0,0.0,1.0,False
type:CYS,0,20,300,30850,0.0,0.009724473257698542,0.0,0.0,1.0,False
type:ILE,0,20,1140,30850,0.0,0.036952998379254455,0.0,0.0,1.0,False
type:TYR,0,20,1440,30850,0.0,0.046677471636952995,0.0,0.0,1.0,False
type:HIS,0,20,780,30850,0.0,0.025283630470016208,0.0,0.0,1.0,False
class:Sulfur,0,20,960,30850,0.0,0.03111831442463533,0.0,0.0,1.0,False
class:Aromatic,0,20,3960,30850,0.0,0.12836304700162074,0.0,0.0,1.0,False
flag:is_charged,20,20,30850,30850,1.0,1.0,1.0,,1.0,False
flag:is_aromatic,0,20,4740,30850,0.0,0.15364667747163696,0.0,0.0,1.0,False
