r_angstrom,gamma23_mean,gamma23_sem
1.000000000000000056e-01,-1.591773387835296774e+02,6.163881216535351676e-02
2.000000000000000111e-01,-1.700263792051077871e+02,6.652289738467044578e-02
3.000000000000000444e-01,-1.806418770226335937e+02,7.147720176106001078e-02
4.000000000000000222e-01,-1.908599644037139171e+02,7.788088151812079529e-02
5.000000000000000000e-01,-2.004601244454277378e+02,8.176206355020136651e-02
6.000000000000000888e-01,-2.091975408392946463e+02,8.861655512253398259e-02
7.000000000000000666e-01,-2.170652404439002794e+02,9.846122357884291854e-02
8.000000000000000444e-01,-2.239257643954024957e+02,1.065148882006850539e-01
9.000000000000000222e-01,-2.297242399686072929e+02,1.191911383159099669e-01
1.000000000000000000e+00,-2.343804924167955619e+02,1.280884001959758101e-01
1.100000000000000089e+00,-2.382401956143106361e+02,1.383104040327782502e-01
1.200000000000000178e+00,-2.412794621488515645e+02,1.496243899012616174e-01
1.300000000000000044e+00,-2.435385937991769367e+02,1.617856525318388528e-01
1.400000000000000133e+00,-2.450293844180481244e+02,1.796474399253292498e-01
1.500000000000000000e+00,-2.455022769231954953e+02,2.038321923462931284e-01
1.600000000000000089e+00,-2.452906932993015801e+02,2.328626179198148849e-01
1.700000000000000178e+00,-2.444199106097311471e+02,2.652693402655105226e-01
1.800000000000000044e+00,-2.428752195713032904e+02,3.015878803302587396e-01
1.900000000000000133e+00,-2.408948778477881376e+02,3.441141036637561657e-01
2.000000000000000000e+00,-2.382229139450504931e+02,3.863520132243807859e-01
2.100000000000000089e+00,-2.355326252279685946e+02,4.299771532972275767e-01
2.200000000000000178e+00,-2.322836009654676843e+02,4.702725359778271996e-01
2.300000000000000266e+00,-2.288378147327919123e+02,5.069536163471961565e-01
2.400000000000000355e+00,-2.254680551465958729e+02,5.398373622546156492e-01
2.500000000000000000e+00,-2.218693641928024931e+02,5.639419391384835611e-01
2.600000000000000089e+00,-2.184098358931346979e+02,5.817841792473315010e-01
2.700000000000000178e+00,-2.146043336118112563e+02,5.944446895955830534e-01
2.800000000000000266e+00,-2.106489283488091644e+02,6.014063014963469955e-01
2.900000000000000355e+00,-2.068364339709252420e+02,6.098942929563840876e-01
3.000000000000000000e+00,-2.029341437558494761e+02,6.239428451138362419e-01
3.100000000000000089e+00,-1.989690740330628671e+02,6.387851492144330789e-01
3.200000000000000178e+00,-1.948582320493678708e+02,6.534939075943694275e-01
3.300000000000000266e+00,-1.911719466591663377e+02,6.666309465019414349e-01
3.400000000000000355e+00,-1.875620385842353812e+02,6.825167040418580466e-01
3.500000000000000000e+00,-1.838394349064625715e+02,6.843249157507282909e-01
3.600000000000000089e+00,-1.805917889756470345e+02,6.895779001522760465e-01
3.700000000000000178e+00,-1.778634819644159677e+02,6.844374468110224763e-01
3.800000000000000266e+00,-1.753544745162108711e+02,6.777580656139302606e-01
3.900000000000000355e+00,-1.733914792494469168e+02,6.755364464645998712e-01
4.000000000000000000e+00,-1.720059517731507697e+02,6.723342042569339094e-01
4.100000000000000533e+00,-1.708218190544794766e+02,6.663046418582034836e-01
4.200000000000000178e+00,-1.702073186686824613e+02,6.570357568143311289e-01
4.299999999999999822e+00,-1.698077167506218359e+02,6.438535149148121306e-01
4.400000000000000355e+00,-1.698888060527207529e+02,6.341137948855030126e-01
4.500000000000000000e+00,-1.702208219162779415e+02,6.300500625317494441e-01
4.600000000000000533e+00,-1.706522870997539485e+02,6.201709658905201206e-01
4.700000000000000178e+00,-1.715597320798667909e+02,6.154792836635700759e-01
4.800000000000000711e+00,-1.725418181581680699e+02,6.081203516671506160e-01
4.900000000000000355e+00,-1.736764687476305653e+02,6.036119382436868630e-01
5.000000000000000000e+00,-1.749948240083281519e+02,6.047516338896409271e-01
