group,n_in_top,n_top,n_in_rest,n_rest,freq_in_top,freq_in_rest,fold_enrichment,odds_ratio,p_value,significant
flag:is_polar,16,20,16064,31120,0.8,0.5161953727506426,1.5498007968127492,3.749003984063745,0.008796107727888018,True
type:ASP,4,20,1556,31120,0.2,0.05,4.0,4.75,0.01596924723054102,True
class:Polar_uncharged,10,20,9950,31120,0.5,0.31973007712082263,1.563819095477387,2.127638190954774,0.07162311371726182,False
class:Acidic,4,20,2696,31120,0.2,0.08663239074550129,2.308605341246291,2.6357566765578637,0.0892436066322733,False
type:ASN,3,20,2457,31120,0.15,0.07895244215938303,1.8998778998778998,2.0586798822092938,0.20671496380427323,False
type:THR,3,20,2697,31120,0.15,0.08666452442159384,1.7308120133481644,1.859778839233135,0.24828769830981667,False
type:ARG,2,20,1498,31120,0.1,0.04813624678663239,2.0774365821094793,2.1971517578994213,0.2503523173128222,False
type:SER,3,20,2877,31120,0.15,0.09244858611825192,1.6225234619395204,1.7323805434582593,0.2804618268545836,False
type:TRP,1,20,719,31120,0.05,0.023104113110539847,2.164116828929068,2.2253861357148086,0.37374777029761846,False
type:GLY,2,20,2218,31120,0.1,0.07127249357326478,1.4030658250676287,1.4478509167418094,0.42245325799688943,False
type:TYR,1,20,1559,31120,0.05,0.050096401028277636,0.9980756895445799,0.9979744100469262,0.6423556070990606,False
class:Basic,2,20,3418,31120,0.1,0.10983290488431877,0.9104739613809245,0.9005266237565828,0.6616254114571728,False
type:GLN,1,20,1919,31120,0.05,0.06166452442159383,0.8108389786347057,0.8008831354049533,0.72006456537825,False
class:Aromatic,2,20,3898,31120,0.1,0.12525706940874037,0.7983581323755772,0.775953480417308,0.734179360991285,False
class:Special,2,20,4198,31120,0.1,0.13489717223650385,0.74130538351596,0.7125615372399555,0.7729670196699846,False
flag:is_aromatic,2,20,4738,31120,0.1,0.15224935732647815,0.6568172224567328,0.6186858027297031,0.8311995236122809,False
type:VAL,0,20,1740,31120,0.0,0.055912596401028275,0.0,0.0,1.0,False
type:ILE,0,20,1140,31120,0.0,0.036632390745501286,0.0,0.0,1.0,False
type:LYS,0,20,1080,31120,0.0,0.03470437017994859,0.0,0.0,1.0,False
type:ALA,0,20,1380,31120,0.0,0.04434447300771208,0.0,0.0,1.0,False
type:PHE,0,20,1620,31120,0.0,0.05205655526992288,0.0,0.0,1.0,False
type:GLU,0,20,1140,31120,0.0,0.036632390745501286,0.0,0.0,1.0,False
type:LEU,0,20,1920,31120,0.0,0.061696658097686374,0.0,0.0,1.0,False
type:CYS,0,20,300,31120,0.0,0.009640102827763496,0.0,0.0,1.0,False
type:PRO,0,20,1980,31120,0.0,0.06362467866323908,0.0,0.0,1.0,False
type:HIS,0,20,840,31120,0.0,0.02699228791773779,0.0,0.0,1.0,False
type:MET,0,20,480,31120,0.0,0.015424164524421594,0.0,0.0,1.0,False
class:Aliphatic,0,20,6180,31120,0.0,0.198586118251928,0.0,0.0,1.0,False
flag:is_charged,20,20,31120,31120,1.0,1.0,1.0,,1.0,False
class:Sulfur,0,20,780,31120,0.0,0.02506426735218509,0.0,0.0,1.0,False
