region_type,region_index,n,mean,std,min,max,sem
3F,0,631,-0.4480039062050124,0.2877341309203286,-1.3298328162693838,0.48123326136705225,0.011454514891730513
3F,1,625,-0.4974085277248955,0.2989189989220593,-1.3315204241110077,0.3663331085000406,0.011956759956882373
3F,2,629,-0.3844632751806014,0.3415040704124479,-1.2348725414373,0.6967067522974333,0.013616659002776187
3F,3,634,-0.47572831956180184,0.28731608573898215,-1.3603440743737254,0.4497452556924881,0.01141077947419832
3F,4,629,-0.46494559377035427,0.37778433842478676,-1.3733382445807312,0.7614981803302838,0.01506324802133958
3F,5,623,-0.5515581113607239,0.2481056247243753,-1.3421336375885495,0.12409747333325735,0.009940141959890764
3F,6,617,-0.47525709066578126,0.32194707510581816,-1.4641007871076792,0.4481803209826456,0.012961101207866923
3F,7,632,-0.5678730088262336,0.2593649088186321,-1.3774582226590182,0.18270670676432377,0.01031698212351184
3F,8,622,-0.4475770141927776,0.368767774862541,-1.4615865421325718,0.5872751274286675,0.014786240658966393
3F,9,627,-0.5524048362690585,0.28330695249803606,-1.3820516623655204,0.18551023580814632,0.011314189855190929
3F,10,629,-0.5149736053481886,0.26126216611913533,-1.2624075806184039,0.14319143291640032,0.010417204755639889
3F,11,622,-0.5378714810074371,0.3343366092717891,-1.4634303976838685,0.4040421722741078,0.013405676696230356
3F,12,620,-0.5820015067121762,0.2889484866545184,-1.484036517869115,0.1365602372363612,0.011604450476901746
3F,13,623,-0.4722921124498558,0.33102924697184083,-1.586050905066451,0.5577941617881196,0.013262406732742494
3F,14,629,-0.5130244070937979,0.3102080932383257,-1.551242431469372,0.39369138549844046,0.012368806674620874
3F,15,623,-0.6109226766115816,0.3301323775052008,-1.4795397215151607,0.25124902408980704,0.013226474416303488
3F,16,623,-0.5139841411094298,0.3085341053292086,-1.3844001508113188,0.40603382310710256,0.012361157913478436
3F,17,629,-0.5458848653008268,0.3414078207165725,-1.4671399839601271,0.510482827433957,0.013612821276080064
3F,18,624,-0.501923513002416,0.2957121289383894,-1.3774217474411652,0.3644254646912155,0.011837959316169043
3F,19,620,-0.5343690490590021,0.305277349417594,-1.4565465800184985,0.2907752585887549,0.012260233386416675
5F,0,188,-0.3655256344999763,0.26531894196796324,-0.9140967135578374,0.5320265814411954,0.019350372607193668
5F,1,197,-0.5954619578963039,0.19836038024729272,-1.1901500016867168,0.012475374933235382,0.01413259192709963
5F,2,193,-0.5371356038709032,0.2778331944315634,-0.9559497887672652,0.5605918599600278,0.019998870943266384
5F,3,201,-0.5139011016348618,0.3177082990577815,-0.964275560850379,0.6381245781635131,0.02240941558622986
5F,4,199,-0.6881153689238662,0.19759164968176002,-1.0858144904423308,0.16576764688822432,0.0140069006725991
5F,5,202,-0.4172490216590683,0.3572788685526885,-0.9909976026802617,1.0191687980542112,0.02513805346976883
5F,6,207,-0.6183853026838978,0.3064475777046607,-1.0848956504037346,0.9241560070459949,0.021299579034765738
5F,7,189,-0.5769633241413916,0.2096681309356229,-0.9958927348343114,0.08319140506364558,0.015251112394165144
5F,8,188,-0.41779820867648954,0.27988165023668427,-1.0359985350141547,0.4654931965205094,0.020412467266095326
5F,9,202,-0.535992410147205,0.22890688168397313,-1.0890562132817885,0.49856968197992196,0.016105831992471092
5F,10,198,-0.4306590933441519,0.3124294697928396,-0.9101348780177239,0.8311739853734815,0.022203395590145652
5F,11,193,-0.430296310214362,0.31988399318051103,-1.0632081084130494,0.8379905099365084,0.023025753670371983
