group,n_in_top,n_top,n_in_rest,n_rest,freq_in_top,freq_in_rest,fold_enrichment,odds_ratio,p_value,significant
type:ALA,4,20,1796,30700,0.2,0.05850162866449511,3.4187082405345213,4.023385300668151,0.026783377108114542,True
type:SER,5,20,2755,30700,0.25,0.08973941368078175,2.7858439201451906,3.381125226860254,0.02879809933246747,True
class:Polar_uncharged,9,20,9351,30700,0.45,0.3045928338762215,1.4773820981713186,1.8679674512205793,0.12268602470675892,False
type:GLY,3,20,2217,30700,0.15,0.07221498371335505,2.0771312584573747,2.2672132452439704,0.17213435775372335,False
flag:is_polar,12,20,14868,30700,0.6,0.48429967426710097,1.238902340597256,1.5972558514931396,0.20877299739995456,False
type:ASN,3,20,2637,30700,0.15,0.0858957654723127,1.746302616609784,1.8780030783644517,0.24406968148687466,False
type:HIS,1,20,779,30700,0.05,0.025374592833876223,1.9704749679075737,2.021552597797446,0.4022195807893375,False
type:GLU,1,20,1139,30700,0.05,0.037100977198697066,1.347673397717296,1.3659719975971536,0.5307161576004487,False
class:Special,3,20,4377,30700,0.15,0.14257328990228013,1.052090472926662,1.0612829093254847,0.5582502164737858,False
type:ARG,1,20,1259,30700,0.05,0.041009771986970686,1.2192216044479747,1.230759583629447,0.567370937362834,False
class:Basic,2,20,2878,30700,0.1,0.09374592833876222,1.0667129951355108,1.0741255501505675,0.5715754847842827,False
type:TYR,1,20,1439,30700,0.05,0.04687296416938111,1.0667129951355108,1.0702242054058009,0.617294184573368,False
class:Aliphatic,4,20,6536,30700,0.2,0.21289902280130293,0.9394124847001224,0.924265605875153,0.6429552013607143,False
type:THR,1,20,2459,30700,0.05,0.08009771986970685,0.6242374949166327,0.6044605209648766,0.8117283187497203,False
class:Acidic,1,20,2639,30700,0.05,0.08596091205211727,0.581659719590754,0.5596418100955306,0.834321866249259,False
flag:is_aromatic,2,20,4738,30700,0.1,0.15433224755700325,0.6479527226677924,0.6088363585197692,0.8372677245455751,False
class:Aromatic,1,20,3959,30700,0.05,0.12895765472312704,0.38772417277090176,0.35549912923252813,0.9367733336067527,False
type:MET,0,20,660,30700,0.0,0.021498371335504887,0.0,0.0,1.0,False
type:LEU,0,20,1980,30700,0.0,0.06449511400651466,0.0,0.0,1.0,False
type:GLN,0,20,1500,30700,0.0,0.048859934853420196,0.0,0.0,1.0,False
type:VAL,0,20,1620,30700,0.0,0.05276872964169381,0.0,0.0,1.0,False
type:ASP,0,20,1500,30700,0.0,0.048859934853420196,0.0,0.0,1.0,False
type:TRP,0,20,720,30700,0.0,0.023452768729641693,0.0,0.0,1.0,False
type:ILE,0,20,1140,30700,0.0,0.03713355048859935,0.0,0.0,1.0,False
type:LYS,0,20,840,30700,0.0,0.02736156351791531,0.0,0.0,1.0,False
type:PHE,0,20,1800,30700,0.0,0.05863192182410423,0.0,0.0,1.0,False
type:PRO,0,20,2160,30700,0.0,0.07035830618892508,0.0,0.0,1.0,False
type:CYS,0,20,300,30700,0.0,0.009771986970684038,0.0,0.0,1.0,False
flag:is_charged,20,20,30700,30700,1.0,1.0,1.0,,1.0,False
class:Sulfur,0,20,960,30700,0.0,0.031270358306188926,0.0,0.0,1.0,False
