r_angstrom,gamma23_mean,gamma23_sem
1.000000000000000056e-01,-1.225185578693157140e+01,3.929901202799239435e-02
2.000000000000000111e-01,-1.301694370587465244e+01,4.187454102591815774e-02
3.000000000000000444e-01,-1.373760404901427101e+01,4.624379668919748054e-02
4.000000000000000222e-01,-1.439072030561873561e+01,5.068564062926208397e-02
5.000000000000000000e-01,-1.500620705835460100e+01,5.459113761262982673e-02
6.000000000000000888e-01,-1.552398938649845306e+01,5.823640627160144023e-02
7.000000000000000666e-01,-1.590496257571273375e+01,6.263063235726332167e-02
8.000000000000000444e-01,-1.623822590856306647e+01,6.609983120695918368e-02
9.000000000000000222e-01,-1.649824727832538329e+01,6.976316328425069546e-02
1.000000000000000000e+00,-1.668223447926804681e+01,7.499228924302651922e-02
1.100000000000000089e+00,-1.673593500649391785e+01,8.042243759416745075e-02
1.200000000000000178e+00,-1.669377805566044159e+01,8.708122675765468668e-02
1.300000000000000044e+00,-1.663157625237202097e+01,9.635703873332310265e-02
1.400000000000000133e+00,-1.649268118287514895e+01,1.030929781657040495e-01
1.500000000000000000e+00,-1.633986867422271416e+01,1.105755035486322840e-01
1.600000000000000089e+00,-1.610645751117756674e+01,1.190198075145395273e-01
1.700000000000000178e+00,-1.576027803578573661e+01,1.256295488708899510e-01
1.800000000000000044e+00,-1.538286416445079041e+01,1.321825180837183922e-01
1.900000000000000133e+00,-1.498218103205345919e+01,1.381322659397514196e-01
2.000000000000000000e+00,-1.444293829309631150e+01,1.455838704350159996e-01
2.100000000000000089e+00,-1.387341535371361623e+01,1.515581550316626724e-01
2.200000000000000178e+00,-1.329918821194643996e+01,1.569333802096319341e-01
2.300000000000000266e+00,-1.271295639621956219e+01,1.623815935178310466e-01
2.400000000000000355e+00,-1.204030799694523246e+01,1.707914484321154946e-01
2.500000000000000000e+00,-1.133589773197802408e+01,1.768788721444320700e-01
2.600000000000000089e+00,-1.063857000806703113e+01,1.830509593843523963e-01
2.700000000000000178e+00,-1.004647764988969172e+01,1.906923345767833899e-01
2.800000000000000266e+00,-9.370426252296283565e+00,1.969520265809939774e-01
