group,n_in_top,n_top,n_in_rest,n_rest,freq_in_top,freq_in_rest,fold_enrichment,odds_ratio,p_value,significant
type:SER,7,20,2753,30700,0.35,0.0896742671009772,3.9030148928441695,5.4661767582218,0.0012697012596137476,True
type:ALA,4,20,1796,30700,0.2,0.05850162866449511,3.4187082405345213,4.023385300668151,0.026783377108114542,True
class:Polar_uncharged,10,20,9350,30700,0.5,0.30456026058631924,1.641711229946524,2.283422459893048,0.05289889703216165,False
flag:is_polar,11,20,14869,30700,0.55,0.48433224755700327,1.1355841011500438,1.3012980025556526,0.3578134873765298,False
type:HIS,1,20,779,30700,0.05,0.025374592833876223,1.9704749679075737,2.021552597797446,0.4022195807893375,False
class:Aliphatic,5,20,6535,30700,0.25,0.21286644951140066,1.1744452945677122,1.232593726090283,0.4268756587620063,False
type:ILE,1,20,1139,30700,0.05,0.037100977198697066,1.347673397717296,1.3659719975971536,0.5307161576004487,False
flag:is_aromatic,3,20,4737,30700,0.15,0.15429967426710098,0.9721342621912602,0.9672167790485415,0.6157402980943996,False
type:TYR,1,20,1439,30700,0.05,0.04687296416938111,1.0667129951355108,1.0702242054058009,0.617294184573368,False
type:GLN,1,20,1499,30700,0.05,0.04882736156351791,1.0240160106737826,1.0252800112355605,0.632682130656331,False
type:PHE,1,20,1799,30700,0.05,0.058599348534201956,0.8532518065591996,0.8455282174307364,0.7012043367912983,False
class:Aromatic,2,20,3958,30700,0.1,0.12892508143322476,0.775644264780192,0.7507158497557689,0.7495121250376946,False
type:PRO,1,20,2159,30700,0.05,0.0703257328990228,0.7109773043075498,0.6957655834816313,0.7674391544558381,False
type:GLY,1,20,2219,30700,0.05,0.0722801302931596,0.6917530419107707,0.6755295178008112,0.7770211606541482,False
class:Special,2,20,4378,30700,0.1,0.1426058631921824,0.7012334399269073,0.6680371554743414,0.8005905544573756,False
type:THR,1,20,2459,30700,0.05,0.08009771986970685,0.6242374949166327,0.6044605209648766,0.8117283187497203,False
type:ASN,1,20,2639,30700,0.05,0.08596091205211727,0.581659719590754,0.5596418100955306,0.834321866249259,False
class:Basic,1,20,2879,30700,0.05,0.0937785016286645,0.5331712400138937,0.5086013052777829,0.8604652434668706,False
type:VAL,0,20,1620,30700,0.0,0.05276872964169381,0.0,0.0,1.0,False
type:LYS,0,20,840,30700,0.0,0.02736156351791531,0.0,0.0,1.0,False
type:ARG,0,20,1260,30700,0.0,0.04104234527687296,0.0,0.0,1.0,False
type:MET,0,20,660,30700,0.0,0.021498371335504887,0.0,0.0,1.0,False
type:ASP,0,20,1500,30700,0.0,0.048859934853420196,0.0,0.0,1.0,False
type:CYS,0,20,300,30700,0.0,0.009771986970684038,0.0,0.0,1.0,False
type:LEU,0,20,1980,30700,0.0,0.06449511400651466,0.0,0.0,1.0,False
type:TRP,0,20,720,30700,0.0,0.023452768729641693,0.0,0.0,1.0,False
type:GLU,0,20,1140,30700,0.0,0.03713355048859935,0.0,0.0,1.0,False
class:Acidic,0,20,2640,30700,0.0,0.08599348534201955,0.0,0.0,1.0,False
flag:is_charged,20,20,30700,30700,1.0,1.0,1.0,,1.0,False
class:Sulfur,0,20,960,30700,0.0,0.031270358306188926,0.0,0.0,1.0,False
