r_center_A,na_per_frame,cl_per_frame,net_charge_per_frame,cum_counter_charge_Q_e
0.025,0.0,0.0,0.0,0.0
0.07500000000000001,0.0,0.0,0.0,0.0
0.125,0.0,0.0,0.0,0.0
0.17500000000000002,0.0,0.0,0.0,0.0
0.225,0.0,0.0,0.0,0.0
0.275,0.0,0.0,0.0,0.0
0.32500000000000007,0.0,0.0,0.0,0.0
0.375,0.0,0.0,0.0,0.0
0.42500000000000004,0.0,0.0,0.0,0.0
0.475,0.0,0.0,0.0,0.0
0.525,0.0,0.0,0.0,0.0
0.5750000000000001,0.0,0.0,0.0,0.0
0.625,0.0,0.0,0.0,0.0
0.675,0.0,0.0,0.0,0.0
0.7250000000000001,0.0,0.0,0.0,0.0
0.775,0.0,0.0,0.0,0.0
0.8250000000000001,0.0,0.0,0.0,0.0
0.875,0.0,0.0,0.0,0.0
0.925,0.0,0.0,0.0,0.0
0.9750000000000001,0.0,0.0,0.0,0.0
1.025,0.0,0.0,0.0,0.0
1.0750000000000002,0.0,0.0,0.0,0.0
1.125,0.0,0.0,0.0,0.0
1.1750000000000003,0.0,0.0,0.0,0.0
1.225,0.0,0.0,0.0,0.0
1.275,0.0,0.0,0.0,0.0
1.3250000000000002,0.0,0.0,0.0,0.0
1.375,0.0,0.0,0.0,0.0
1.4250000000000003,0.0,0.0,0.0,0.0
1.475,0.0,0.0,0.0,0.0
1.525,0.0,0.0,0.0,0.0
1.5750000000000002,0.0,0.0,0.0,0.0
1.625,0.0,0.0,0.0,0.0
1.6750000000000003,0.0,0.0,0.0,0.0
1.725,0.0,0.0,0.0,0.0
1.775,0.0,0.0,0.0,0.0
1.8250000000000002,0.0,0.0,0.0,0.0
1.875,0.0,0.0,0.0,0.0
1.9250000000000003,0.0,0.0,0.0,0.0
1.975,0.0,0.0,0.0,0.0
2.0250000000000004,0.001996007984031936,0.0,0.001996007984031936,0.001996007984031936
2.075,0.09181636726546906,0.0,0.09181636726546906,0.09381237524950099
2.125,0.7984031936127745,0.0,0.7984031936127745,0.8922155688622755
2.175,3.211576846307385,0.0,3.211576846307385,4.103792415169661
2.225,7.734530938123752,0.0,7.734530938123752,11.838323353293413
2.2750000000000004,11.702594810379242,0.0,11.702594810379242,23.540918163672657
2.325,13.550898203592814,0.0,13.550898203592814,37.09181636726547
2.375,11.884231536926148,0.0,11.884231536926148,48.97604790419162
2.4250000000000003,9.165668662674651,0.0,9.165668662674651,58.141716566866265
2.475,6.191616766467066,0.0,6.191616766467066,64.33333333333333
2.5250000000000004,4.047904191616767,0.0,4.047904191616767,68.3812375249501
2.575,2.656686626746507,0.0,2.656686626746507,71.0379241516966
2.625,1.7405189620758483,0.0,1.7405189620758483,72.77844311377245
2.6750000000000003,1.1676646706586826,0.0,1.1676646706586826,73.94610778443113
2.725,0.8802395209580839,0.0,0.8802395209580839,74.82634730538922
2.7750000000000004,0.6966067864271457,0.0,0.6966067864271457,75.52295409181636
2.825,0.4231536926147705,0.011976047904191617,0.4111776447105788,75.93413173652694
2.875,0.3413173652694611,0.06786427145708583,0.27345309381237526,76.20758483033931
2.9250000000000003,0.32934131736526945,0.38922155688622756,-0.059880239520958084,76.14770459081835
2.975,0.24750499001996007,1.4970059880239521,-1.249500998003992,74.89820359281435
3.0250000000000004,0.24550898203592814,3.7664670658682633,-3.5209580838323356,71.37724550898201
3.075,0.27345309381237526,6.968063872255489,-6.6946107784431135,64.6826347305389
3.125,0.2215568862275449,9.025948103792414,-8.80439121756487,55.878243512974024
