group,n_in_top,n_top,n_in_rest,n_rest,freq_in_top,freq_in_rest,fold_enrichment,odds_ratio,p_value,significant
class:Polar_uncharged,13,20,10247,31060,0.65,0.32990985189954924,1.9702351907875477,3.772100545107279,0.0033723950653601056,True
type:GLY,5,20,2455,31060,0.25,0.07904056664520283,3.162932790224033,3.883910386965377,0.017547766936994353,True
type:ASN,4,20,2816,31060,0.2,0.09066323245331616,2.205965909090909,2.5074573863636362,0.10157221163409494,False
type:THR,4,20,2996,31060,0.2,0.09645846748229234,2.0734312416555407,2.341789052069426,0.12067913197235616,False
flag:is_polar,13,20,15587,31060,0.65,0.5018351577591758,1.2952460383653046,1.8435601096151555,0.13525689969139884,False
type:GLN,3,20,2037,31060,0.15,0.06558274307791372,2.287187039764359,2.5143376938404227,0.14015455890927261,False
class:Special,5,20,4495,31060,0.25,0.1447198969735995,1.7274749721913236,1.9699666295884315,0.15264799643521668,False
type:ALA,2,20,1498,31060,0.1,0.04822923374114617,2.0734312416555407,2.1927013796172674,0.2510525272322572,False
type:SER,2,20,2398,31060,0.1,0.07720540888602705,1.2952460383653044,1.3280511537392272,0.46417421412465065,False
class:Aliphatic,2,20,6238,31060,0.1,0.20083708950418544,0.4979159987175377,0.44212888746393075,0.93193597198144,False
type:ASP,0,20,1260,31060,0.0,0.04056664520283323,0.0,0.0,1.0,False
type:ILE,0,20,1320,31060,0.0,0.04249839021249195,0.0,0.0,1.0,False
type:ARG,0,20,1260,31060,0.0,0.04056664520283323,0.0,0.0,1.0,False
type:TYR,0,20,1620,31060,0.0,0.05215711526078558,0.0,0.0,1.0,False
type:TRP,0,20,720,31060,0.0,0.0231809401159047,0.0,0.0,1.0,False
type:PHE,0,20,1620,31060,0.0,0.05215711526078558,0.0,0.0,1.0,False
type:VAL,0,20,1320,31060,0.0,0.04249839021249195,0.0,0.0,1.0,False
type:LYS,0,20,960,31060,0.0,0.030907920154539602,0.0,0.0,1.0,False
type:LEU,0,20,2100,31060,0.0,0.06761107533805538,0.0,0.0,1.0,False
type:PRO,0,20,2040,31060,0.0,0.06567933032839665,0.0,0.0,1.0,False
type:HIS,0,20,720,31060,0.0,0.0231809401159047,0.0,0.0,1.0,False
type:CYS,0,20,300,31060,0.0,0.009658725048293626,0.0,0.0,1.0,False
type:GLU,0,20,1140,31060,0.0,0.03670315518351577,0.0,0.0,1.0,False
type:MET,0,20,480,31060,0.0,0.015453960077269801,0.0,0.0,1.0,False
class:Aromatic,0,20,3960,31060,0.0,0.12749517063747584,0.0,0.0,1.0,False
class:Basic,0,20,2940,31060,0.0,0.09465550547327753,0.0,0.0,1.0,False
class:Sulfur,0,20,780,31060,0.0,0.025112685125563427,0.0,0.0,1.0,False
class:Acidic,0,20,2400,31060,0.0,0.07726980038634901,0.0,0.0,1.0,False
flag:is_charged,20,20,31060,31060,1.0,1.0,1.0,,1.0,False
flag:is_aromatic,0,20,4680,31060,0.0,0.15067611075338055,0.0,0.0,1.0,False
