group,n_in_top,n_top,n_in_rest,n_rest,freq_in_top,freq_in_rest,fold_enrichment,odds_ratio,p_value,significant
type:THR,6,20,2454,31000,0.3,0.07916129032258065,3.789731051344743,4.985330073349633,0.003624146987245592,True
class:Polar_uncharged,12,20,9348,31000,0.6,0.3015483870967742,1.9897304236200257,3.474326059050064,0.005399180613151479,True
flag:is_polar,14,20,15166,31000,0.7,0.4892258064516129,1.4308321244889886,2.4361070816299617,0.04739035379359415,True
type:ARG,2,20,1258,31000,0.1,0.04058064516129032,2.46422893481717,2.6269210386857447,0.1941559791741383,False
type:ASN,3,20,2637,31000,0.15,0.08506451612903226,1.763367463026166,1.8980793682660777,0.23952109895197252,False
type:SER,3,20,2757,31000,0.15,0.08893548387096774,1.6866158868335146,1.8077833962747232,0.26083852731721535,False
type:TRP,1,20,719,31000,0.05,0.023193548387096773,2.1557719054242006,2.2166020057096847,0.37489429333414176,False
type:ILE,1,20,1139,31000,0.05,0.03674193548387097,1.360842844600527,1.3798345732637125,0.5272032738687146,False
class:Basic,2,20,3178,31000,0.1,0.10251612903225807,0.9754562617998741,0.972729179777638,0.6224990929981837,False
type:PHE,1,20,1799,31000,0.05,0.05803225806451613,0.8615897720956087,0.8543050232585354,0.6975842360646438,False
type:LEU,1,20,1979,31000,0.05,0.06383870967741935,0.7832238504295099,0.7718145793994841,0.7327517176002827,False
class:Aromatic,2,20,3958,31000,0.1,0.1276774193548387,0.7832238504295099,0.7591376115883443,0.744377003818862,False
type:PRO,1,20,2159,31000,0.05,0.06964516129032258,0.7179249652616952,0.7030789108017844,0.7640111482571185,False
type:GLY,1,20,2219,31000,0.05,0.07158064516129033,0.6985128436232537,0.6826450985507934,0.7736352764162598,False
class:Special,2,20,4378,31000,0.1,0.1412258064516129,0.708085883965281,0.6756509821836455,0.7958579001629,False
flag:is_aromatic,2,20,4738,31000,0.1,0.15283870967741936,0.6542845082313212,0.6158716758125792,0.8329354372027422,False
class:Aliphatic,2,20,6538,31000,0.1,0.2109032258064516,0.47415111654940356,0.41572346283267053,0.9443750578182943,False
type:VAL,0,20,1620,31000,0.0,0.052258064516129035,0.0,0.0,1.0,False
type:ALA,0,20,1800,31000,0.0,0.05806451612903226,0.0,0.0,1.0,False
type:TYR,0,20,1440,31000,0.0,0.04645161290322581,0.0,0.0,1.0,False
type:LYS,0,20,1140,31000,0.0,0.036774193548387096,0.0,0.0,1.0,False
type:ASP,0,20,1500,31000,0.0,0.04838709677419355,0.0,0.0,1.0,False
type:GLN,0,20,1500,31000,0.0,0.04838709677419355,0.0,0.0,1.0,False
type:CYS,0,20,300,31000,0.0,0.00967741935483871,0.0,0.0,1.0,False
type:GLU,0,20,1140,31000,0.0,0.036774193548387096,0.0,0.0,1.0,False
type:MET,0,20,660,31000,0.0,0.02129032258064516,0.0,0.0,1.0,False
type:HIS,0,20,780,31000,0.0,0.025161290322580646,0.0,0.0,1.0,False
class:Acidic,0,20,2640,31000,0.0,0.08516129032258064,0.0,0.0,1.0,False
flag:is_charged,20,20,31000,31000,1.0,1.0,1.0,,1.0,False
class:Sulfur,0,20,960,31000,0.0,0.03096774193548387,0.0,0.0,1.0,False
