region_type,region_index,n,mean,std,min,max,sem
3F,0,624,-3.686790212799515,2.845394034305256,-10.394245417120327,6.4621128991380665,0.11390692339032736
3F,1,626,-4.387570705073408,2.2894857413293055,-9.632696128339822,2.0444549690137586,0.09150625390864435
3F,2,625,-2.810497668981279,2.509337255934476,-10.714167643377873,4.4502331001257724,0.10037349023737904
3F,3,613,-4.962016623778547,2.7543139190196233,-14.76345625863508,1.3936084211870259,0.11124569140990549
3F,4,614,-4.49457076711012,2.362671653797799,-10.436029406969736,3.975774993744352,0.09534966802054456
3F,5,620,-3.5106002050641485,2.5896971830407707,-8.727849205235755,4.298284367526926,0.10400474167113498
3F,6,609,-0.98792326714397,3.1455192823845954,-8.122178238992543,7.037859562170302,0.12746287366901282
3F,7,612,-0.8752520156730014,2.552316122909641,-7.237233617848532,6.52878897842665,0.10317126436003331
3F,8,612,-1.7990232955111936,2.3466450157736363,-6.02619687907687,3.6941848441173346,0.09485750260650906
3F,9,614,-2.647867571100968,4.002252967463138,-12.94585883024694,10.039903553224086,0.16151778482144885
3F,10,622,-3.0866726274904055,3.1059919626107306,-10.982921244427587,6.424033671649751,0.12453893147549731
3F,11,614,-0.8919860896373163,3.9134794721065798,-8.44425969408087,12.052923287844349,0.15793517811532223
3F,12,616,-2.0552861501467627,3.5125390031136177,-8.641096381918098,8.377462755094614,0.1415242295371885
3F,13,623,-7.181108646046409,2.4354241904404175,-13.331510748607112,-0.2635620279711684,0.09757320984731149
3F,14,614,-4.73390019354925,3.0569643229172505,-12.004484187388835,5.01289931794799,0.12336903982077992
3F,15,620,-0.7897123769149051,2.94028322298232,-6.652852075945593,9.278369709432162,0.11808461585735677
3F,16,613,-3.2797587232024683,3.6347726504858047,-10.823788784050818,6.301650174859823,0.1468070846350856
3F,17,614,-2.7457956522473177,3.8190343792680053,-11.229268038656006,14.25145421992246,0.15412368436253931
3F,18,620,-6.6630232319919855,2.293862922103985,-13.403865026759885,-0.09896002138962477,0.0921237518443344
3F,19,616,-1.3223221386633202,3.604835779267331,-7.7971867602221225,10.215092957641053,0.14524297262369712
5F,0,198,-3.4240796242311275,1.9116449352652094,-7.508008624372816,0.7721968814023729,0.13585468987203905
5F,1,203,-2.5151312997447324,2.8502215655399947,-7.700527315455656,4.468144073226182,0.20004633666023133
5F,2,193,-3.986524289554912,2.366029190707127,-8.079166889022927,3.0499072057656456,0.1703105078202177
5F,3,202,-3.4773360689596022,2.5385619117403206,-9.87782393556508,3.0168839917617922,0.17861259282463254
5F,4,187,-0.7705512568286667,3.7329539612412876,-7.304126233238214,7.150003720660236,0.27298062923918914
5F,5,188,-3.478310435704915,3.202537357263714,-8.343816801052425,4.519976595103507,0.23356904219448069
5F,6,189,-2.21757773942073,2.420689177235272,-7.3279716484625625,4.673130805642061,0.1760792283911271
5F,7,200,-5.8150392429118725,2.4368559569290884,-10.565907782655186,0.3739739284705252,0.17231173719193918
5F,8,203,-1.3514152505520505,2.104928532250208,-6.459355669821867,4.561858584723796,0.14773702048264256
5F,9,185,-2.971413332724872,2.317531044950035,-7.397122110130683,2.9480478679909243,0.17038827114036073
5F,10,185,-1.46910825281578,3.6251280747137775,-8.280906533491738,7.365063004307088,0.2665247167492343
5F,11,194,-3.5939164640820973,2.355923386280206,-8.029774780522567,3.66687262627217,0.16914544162582026
