r_center_A,na_per_frame,cl_per_frame,net_charge_per_frame,cum_counter_charge_Q_e
0.25,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0
1.25,0.0,0.0,0.0,0.0
1.75,0.0,0.0,0.0,0.0
2.25,2.714570858283433,0.0,2.714570858283433,2.714570858283433
2.75,0.6167664670658682,15.72055888223553,-15.10379241516966,-12.389221556886227
3.25,0.18962075848303392,168.0558882235529,-167.86626746506985,-180.25548902195607
3.75,1.8542914171656686,27.46706586826347,-25.612774451097806,-205.86826347305387
4.25,5.2554890219560875,32.343313373253494,-27.087824351297407,-232.95608782435127
4.75,4.824351297405189,26.489021956087825,-21.664670658682635,-254.6207584830339
5.25,2.5788423153692617,19.684630738522955,-17.105788423153694,-271.7265469061876
5.75,2.5988023952095807,16.63672654690619,-14.037924151696608,-285.7644710578842
6.25,2.9660678642714573,15.86427145708583,-12.89820359281437,-298.66267465069853
6.75,3.405189620758483,15.728542914171657,-12.323353293413174,-310.9860279441117
7.25,3.281437125748503,13.986027944111777,-10.704590818363274,-321.69061876247497
7.75,3.3233532934131738,11.812375249500999,-8.489021956087825,-330.1796407185628
8.25,3.305389221556886,11.211576846307386,-7.906187624750499,-338.08582834331327
8.75,3.528942115768463,11.073852295409182,-7.544910179640719,-345.630738522954
9.25,3.285429141716567,10.800399201596806,-7.514970059880239,-353.14570858283423
9.75,3.650698602794411,10.179640718562874,-6.528942115768463,-359.6746506986027
10.25,3.594810379241517,10.047904191616766,-6.45309381237525,-366.12774451097795
10.75,3.6447105788423153,9.886227544910179,-6.241516966067865,-372.3692614770458
11.25,3.776447105788423,9.383233532934131,-5.606786427145709,-377.97604790419155
11.75,3.720558882235529,9.682634730538922,-5.962075848303393,-383.93812375249496
12.25,3.834331337325349,9.10379241516966,-5.269461077844311,-389.2075848303393
12.75,4.041916167664671,9.06187624750499,-5.0199600798403194,-394.2275449101796
13.25,3.9900199600798403,8.840319361277444,-4.850299401197605,-399.0778443113772
13.75,4.089820359281437,8.812375249500999,-4.722554890219561,-403.80039920159675
14.25,4.213572854291417,8.698602794411178,-4.485029940119761,-408.2854291417165
14.75,4.169660678642715,8.405189620758483,-4.235528942115768,-412.5209580838323
15.25,4.227544910179641,8.56686626746507,-4.339321357285429,-416.8602794411177
15.75,4.2554890219560875,8.47305389221557,-4.217564870259481,-421.0778443113772
16.25,4.447105788423154,8.12375249500998,-3.6766467065868262,-424.754491017964
16.75,4.506986027944111,8.047904191616766,-3.5409181636726546,-428.29540918163667
17.25,4.471057884231537,8.17564870259481,-3.7045908183632736,-431.99999999999994
17.75,4.343313373253493,7.884231536926148,-3.5409181636726546,-435.5409181636726
18.25,4.756487025948104,7.880239520958084,-3.12375249500998,-438.66467065868255
18.75,4.686626746506986,7.786427145708583,-3.099800399201597,-441.7644710578841
19.25,4.880239520958084,7.716566866267465,-2.8363273453093814,-444.6007984031935
19.75,4.700598802395209,7.676646706586826,-2.9760479041916166,-447.5768463073851
