r_angstrom,gamma23_mean,gamma23_sem
1.000000000000000056e-01,4.791570472967926264e+00,3.163481990910804731e-01
2.000000000000000111e-01,6.361624600835854793e+00,3.407668254428705135e-01
3.000000000000000444e-01,8.059626973192273169e+00,3.647211020395532133e-01
4.000000000000000222e-01,9.871917182302604843e+00,3.871387094627187775e-01
5.000000000000000000e-01,1.196775882526348944e+01,4.085659673089542809e-01
6.000000000000000888e-01,1.417151689590289187e+01,4.348775963922319465e-01
7.000000000000000666e-01,1.629262966475668506e+01,4.580833502014398095e-01
8.000000000000000444e-01,1.823474484507439541e+01,4.772421745195377651e-01
9.000000000000000222e-01,1.984898597274706944e+01,4.939203083887951928e-01
1.000000000000000000e+00,2.132253654031847034e+01,5.080444554822280967e-01
1.100000000000000089e+00,2.244961502439343093e+01,5.156187728980808904e-01
1.200000000000000178e+00,2.335780793251817045e+01,5.263376509457745600e-01
1.300000000000000044e+00,2.438765813255693971e+01,5.352559643626698671e-01
1.400000000000000133e+00,2.522118229794419975e+01,5.432707071057512049e-01
1.500000000000000000e+00,2.604435766864133228e+01,5.488953369332862930e-01
1.600000000000000089e+00,2.693234781373476849e+01,5.523789892998499651e-01
1.700000000000000178e+00,2.784375346510622506e+01,5.577661718196409435e-01
1.800000000000000044e+00,2.878680789166695320e+01,5.608781754446816592e-01
1.900000000000000133e+00,2.971353341305153251e+01,5.646238331829341872e-01
2.000000000000000000e+00,3.064529595109095794e+01,5.683370590302263547e-01
2.100000000000000089e+00,3.147694996626960418e+01,5.708143719008246242e-01
2.200000000000000178e+00,3.229860433025115185e+01,5.758963172290095800e-01
2.300000000000000266e+00,3.319622390545901425e+01,5.813027765262247515e-01
2.400000000000000355e+00,3.401571351050780123e+01,5.848368582923526571e-01
2.500000000000000000e+00,3.485335607431716198e+01,5.859707172885276760e-01
2.600000000000000089e+00,3.572984041746670414e+01,5.888206528831853026e-01
2.700000000000000178e+00,3.657292936105493197e+01,5.931104004650101791e-01
2.800000000000000266e+00,3.737144582460506825e+01,5.963284498339216366e-01
2.900000000000000355e+00,3.810085885782845594e+01,5.984905323455155246e-01
3.000000000000000000e+00,3.878738005346526307e+01,5.986361484102061814e-01
3.100000000000000089e+00,3.953509658653636905e+01,6.006426738051224845e-01
3.200000000000000178e+00,4.020238735621397552e+01,6.014814733493998311e-01
3.300000000000000266e+00,4.083716695746739589e+01,6.016017857108189038e-01
3.400000000000000355e+00,4.153470474611856389e+01,6.023649961717383317e-01
3.500000000000000000e+00,4.215639313153738499e+01,6.018639096472955252e-01
3.600000000000000089e+00,4.278857965573664757e+01,6.030450851301006887e-01
3.700000000000000178e+00,4.334621089654410042e+01,6.058882562024718865e-01
3.800000000000000266e+00,4.392648457386417249e+01,6.063814773789066859e-01
3.900000000000000355e+00,4.454306959122359899e+01,6.055856190223242175e-01
4.000000000000000000e+00,4.516715313776553131e+01,6.068391046829415547e-01
4.100000000000000533e+00,4.574915001899540812e+01,6.065999918104653110e-01
4.200000000000000178e+00,4.637561053175458170e+01,6.103691312385083334e-01
4.299999999999999822e+00,4.695462376232126900e+01,6.120872143650777364e-01
4.400000000000000355e+00,4.754542840148275928e+01,6.136670989174133339e-01
4.500000000000000000e+00,4.818908031901598576e+01,6.141005742256090416e-01
4.600000000000000533e+00,4.871207214730854673e+01,6.164207480979618792e-01
4.700000000000000178e+00,4.923900739320863806e+01,6.198870167186500968e-01
4.800000000000000711e+00,4.971115220831416082e+01,6.195164739646288332e-01
4.900000000000000355e+00,5.029714215782908582e+01,6.183895565736615696e-01
5.000000000000000000e+00,5.090879184690322035e+01,6.188621546423382913e-01
5.100000000000000533e+00,5.141428144692037705e+01,6.185716809070554989e-01
5.200000000000000178e+00,5.196385555239581322e+01,6.226019413611193487e-01
5.300000000000000711e+00,5.253975965821074112e+01,6.227186023894648592e-01
5.400000000000000355e+00,5.305286069416460037e+01,6.265478176164599455e-01
5.500000000000000000e+00,5.352553070330541374e+01,6.269102826582795274e-01
5.600000000000000533e+00,5.401637658751549509e+01,6.277458188833346941e-01
5.700000000000000178e+00,5.454768023077658512e+01,6.273614292949676319e-01
5.800000000000000711e+00,5.496071223691875929e+01,6.286643723371238002e-01
5.900000000000000355e+00,5.542548630621056560e+01,6.307811996576826452e-01
6.000000000000000000e+00,5.585215479905536284e+01,6.301643525545864710e-01
6.100000000000000533e+00,5.633162605778863252e+01,6.283702355515139448e-01
6.200000000000000178e+00,5.672085260898780490e+01,6.299362012589094784e-01
6.300000000000000711e+00,5.715574715770812730e+01,6.297334216509299365e-01
6.400000000000000355e+00,5.762254333097713044e+01,6.281744408708713756e-01
6.500000000000000000e+00,5.805935244971914244e+01,6.295757364261956868e-01
6.600000000000000533e+00,5.844261572158946194e+01,6.308931356799709622e-01
6.700000000000000178e+00,5.883079589779977425e+01,6.344120541225453103e-01
6.800000000000000711e+00,5.927137765616846110e+01,6.349317552666668973e-01
6.900000000000000355e+00,5.971801510146150349e+01,6.369222140370804919e-01
7.000000000000000000e+00,6.017280422792621408e+01,6.375452010286148941e-01
7.100000000000000533e+00,6.051171344282944631e+01,6.375586804504294047e-01
7.200000000000000178e+00,6.101143731301041129e+01,6.383191636204297303e-01
7.300000000000000711e+00,6.144830828610091089e+01,6.402998304850551214e-01
7.400000000000000355e+00,6.180879277347212053e+01,6.414847972388522113e-01
7.500000000000000000e+00,6.220974374356747916e+01,6.400794156523139655e-01
7.600000000000000533e+00,6.261696390245809596e+01,6.406989362549466716e-01
7.700000000000000178e+00,6.299465174794447364e+01,6.394621034183419761e-01
7.800000000000000711e+00,6.341540984141352055e+01,6.399168317173106191e-01
7.900000000000000355e+00,6.387327826480242976e+01,6.402509052400260359e-01
8.000000000000000000e+00,6.424902753069713413e+01,6.397569495398114370e-01
8.099999999999999645e+00,6.463643973289869393e+01,6.429268970734187683e-01
8.200000000000001066e+00,6.500334691606957449e+01,6.445581887987238412e-01
8.300000000000000711e+00,6.536915495629882855e+01,6.433269516207595906e-01
8.400000000000000355e+00,6.579301217886848008e+01,6.432258130828794052e-01
8.500000000000000000e+00,6.615588201243532751e+01,6.457951212978003674e-01
8.599999999999999645e+00,6.641489882430944647e+01,6.470883567916428936e-01
8.700000000000001066e+00,6.681968934864426046e+01,6.462840972610744972e-01
8.800000000000000711e+00,6.718768050572295181e+01,6.468292535339983385e-01
8.900000000000000355e+00,6.756192632174540336e+01,6.470136258955567765e-01
9.000000000000000000e+00,6.788735193088207609e+01,6.424249739693741468e-01
9.099999999999999645e+00,6.810657017684077630e+01,6.427957903487663271e-01
9.200000000000001066e+00,6.839005785311405816e+01,6.417392975629402363e-01
9.300000000000000711e+00,6.865794361274826940e+01,6.395558920703376948e-01
9.400000000000000355e+00,6.897562555201025702e+01,6.412193079645150950e-01
9.500000000000000000e+00,6.921942861541265302e+01,6.397924123669255225e-01
9.600000000000001421e+00,6.954998463859610069e+01,6.402057394381230893e-01
9.700000000000001066e+00,6.989057758244506147e+01,6.391157902493459497e-01
9.800000000000000711e+00,7.023319665542024381e+01,6.392326464185621449e-01
9.900000000000000355e+00,7.054219040246508143e+01,6.377396151862434470e-01
1.000000000000000000e+01,7.086547699736520656e+01,6.373115182060279382e-01
1.010000000000000142e+01,7.121484458465249645e+01,6.374308069062523119e-01
1.020000000000000107e+01,7.153468235214064919e+01,6.388077918911686526e-01
1.030000000000000071e+01,7.183418717880893212e+01,6.418539798638136507e-01
1.040000000000000036e+01,7.207244980392088962e+01,6.454933275212838550e-01
1.050000000000000000e+01,7.236878419860651945e+01,6.446275485241971248e-01
1.060000000000000142e+01,7.255749887321532299e+01,6.451401704377072166e-01
1.070000000000000107e+01,7.282011753479422111e+01,6.444135213425581377e-01
1.080000000000000071e+01,7.306492624245051104e+01,6.443603232128741753e-01
1.090000000000000036e+01,7.333416901993894044e+01,6.448614748913199524e-01
1.100000000000000000e+01,7.359968205876377567e+01,6.444901921293888503e-01
1.110000000000000142e+01,7.384534861632178604e+01,6.453086912636273320e-01
1.120000000000000107e+01,7.408821113765586119e+01,6.451657700151463004e-01
1.130000000000000071e+01,7.442322129276141141e+01,6.452713110372522154e-01
1.140000000000000036e+01,7.473363302599783253e+01,6.438754605543136611e-01
1.150000000000000000e+01,7.500771119251038499e+01,6.413603010495461110e-01
1.160000000000000142e+01,7.526744356485802712e+01,6.405438500283651138e-01
1.170000000000000107e+01,7.547398906297806320e+01,6.411616772515298379e-01
1.180000000000000071e+01,7.566899916669046888e+01,6.426527877884213868e-01
